gene,isoform,Trepl,Tsil
LOC724754,rna28685,445.6667,166.3333
LOC727400,rna28538,351.0000,138.0000
LOC552050,rna13475,282.0000,93.0000
LOC411536,rna27318,11034.0000,3687.0000
LOC100578258,rna28570,287.0000,88.0000
LOC102656465,rna28426,209.0000,73.0000
LOC100578266,rna11536,857.0000,289.0000
LOC408844,rna10019,1015.6667,466.3333
LOC552677,rna28085,3594.3333,1247.6667
LOC551646,rna29,3054.6667,989.3333
LOC107964024,rna27131,1060.0000,383.0000
LOC102656219,rna28518,263.3333,87.6667
LOC552705,rna21662,430.0000,149.0000
LOC102656893,rna16395,633.0000,228.0000
COX1,gene14062,1139.6667,426.3333
LOC107964400,rna9983,1180.3333,367.6667
LOC102654556,rna7138,277.6667,127.3333
LOC412169,rna11644,2849.3333,1029.6667
LOC551558,rna2502,3834.3333,1580.6667
LOC107966085,rna4728,515.0000,193.0000
LOC411043,rna7758,1404.0000,531.0000
LOC100576196,rna9714,5061.3333,2249.6667
LOC408424,rna22770,409.3333,154.6667
LOC410475,rna23305,946.0000,296.0000
LOC409650,rna17994,1557.3333,596.6667
LOC551874,rna6774,838.0000,293.0000
LOC552301,rna27107,567.3333,200.6667
LOC725306,rna231,4011.3333,1691.6667
LOC725583,rna23837,591.3333,209.6667
LOC725295,rna3938,1097.3333,387.6667
LOC410188,rna18557,560.3333,213.6667
Emc,rna48,266.0000,121.0000
LOC100578913,rna2747,1035.6667,374.3333
LOC550726,rna17782,476.6667,141.3333
LOC551314,rna10414,1253.6667,465.3333
LOC100576614,rna24635,593.0000,190.0000
LOC725086,rna21998,287.3333,96.6667
LOC727538,rna705,802.3333,256.6667
LOC552494,rna14213,198.3333,77.6667
LOC410809,rna5435,1113.3333,389.6667
LOC552236,rna9884,793.3333,289.6667
LOC100578235,rna12802,254.3333,78.6667
LOC411771,rna14065,1211.0000,436.0000
LOC412342,rna5965,603.6667,212.3333
LOC102655592,rna8426,564.6667,155.3333
LOC409884,rna8127,1165.0000,440.0000
LOC408656,rna5565,2679.0000,891.0000
LOC100576126,rna877,1123.3333,406.6667
LOC551490,rna21141,1358.0000,592.0000
LOC726309,rna9661,2532.6667,923.3333
LOC551665,rna3186,1083.3333,377.6667
LOC410344,rna20062,1725.0000,630.0000
LOC411347,rna15923,2090.6667,759.3333
LOC726789,rna22068,247.3333,97.6667
LOC412739,rna26057,3205.3333,1312.6667
Or56,rna4508,1035.0000,348.0000
LOC102656048,rna10844,629.6667,240.3333
NPF,rna22547,330.3333,119.6667
LOC102654161,rna20245,934.6667,304.3333
LOC409690,rna2236,1253.3333,510.6667
LOC552787,rna10698,1586.0000,565.0000
LOC726162,rna10853,696.0000,291.0000
LOC102656914,rna28027,521.6667,162.3333
CYP6AQ1,rna21897,1141.6667,403.3333
LOC727035,rna28291,820.0000,347.0000
LOC551527,rna27236,848.0000,259.0000
LOC409295,rna6647,730.3333,292.6667
LOC411891,rna9817,1354.0000,521.0000
LOC552138,rna7920,421.3333,166.6667
LOC409155,rna10204,1103.6667,441.3333
LOC411612,rna17838,3179.0000,1291.0000
LOC725680,rna27715,1606.3333,625.6667
LOC726544,rna86,1966.0000,740.0000
LOC409724,rna10586,1439.3333,528.6667
LOC725878,rna7634,648.0000,270.0000
LOC552658,rna18326,2526.6667,878.3333
LOC412310,rna17507,694.0000,224.0000
LOC727101,rna15645,813.3333,335.6667
LOC411343,rna15998,419.0000,151.0000
LOC726540,rna17565,3258.3333,1076.6667
LOC552392,rna17454,1047.0000,357.0000
LOC408793,rna8596,1847.6667,771.3333
LOC107965718,rna26423,285.3333,113.6667
LOC412467,rna16003,1311.0000,471.0000
LOC100578526,rna21847,784.0000,314.0000
LOC100579053,rna12452,1635.3333,536.6667
LOC724613,rna15654,2691.6667,1331.3333
LOC552774,rna28271,295.0000,122.0000
LOC552718,rna21746,2810.6667,1158.3333
LOC413054,rna19050,2817.0000,1128.0000
LOC551028,rna23140,2258.3333,732.6667
LOC551784,rna28192,681.6667,239.3333
LOC100577972,rna12741,10041.3333,3377.6667
LOC408542,rna25139,1125.6667,413.3333
LOC551927,rna10214,734.6667,252.3333
LOC552719,rna28163,247.0000,92.0000
LOC100579061,rna12191,1520.0000,442.0000
LOC410609,rna25464,2488.3333,1000.6667
LOC412065,rna27802,1192.3333,454.6667
LOC412611,rna21846,1088.6667,339.3333
LOC413575,rna2958,1159.3333,457.6667
LOC411077,rna9268,412.6667,136.3333
LOC102653840,rna19847,1974.3333,659.6667
LOC552194,rna8840,1148.0000,436.0000
LOC411187,rna13759,880.6667,349.3333
LOC413288,rna6901,1756.0000,719.0000
LOC725662,rna26741,8616.3333,2942.6667
LOC724952,rna18890,1195.3333,520.6667
LOC552603,rna5948,875.0000,286.0000
LOC551438,rna25041,818.6667,312.3333
LOC406115,rna29172,240.6667,101.3333
LOC413195,rna15650,3420.3333,1190.6667
LOC408271,rna18678,1741.0000,761.0000
LOC413429,rna21007,999.3333,317.6667
LOC727333,rna2837,538.0000,170.0000
LOC410840,rna5288,1262.3333,426.6667
LOC551843,rna2238,1721.0000,601.0000
LOC411633,rna8807,797.0000,265.0000
LOC725253,rna8130,256.0000,89.0000
LOC100576814,rna23883,745.6667,271.3333
LOC410159,rna11769,4188.6667,1796.3333
MsrA,rna3342,490.3333,163.6667
LOC727277,rna23327,782.6667,258.3333
LOC408335,rna20738,3947.0000,1567.0000
LOC411524,rna10160,477.6667,188.3333
LOC725164,rna4185,6704.3333,3057.6667
LOC552728,rna17902,1520.3333,519.6667
LOC107966031,rna29178,542.0000,202.0000
LOC410393,rna21953,1459.6667,589.3333
LOC411526,rna2009,901.3333,316.6667
LOC102653755,rna28339,283.6667,88.3333
LOC102655272,rna19415,275.3333,108.6667
LOC413466,rna23770,2823.0000,1071.0000
LOC551566,rna11327,6881.6667,2379.3333
LOC724762,rna2256,534.0000,186.0000
LOC726494,rna25034,740.3333,237.6667
LOC551211,rna20664,966.6667,311.3333
LOC726944,rna1632,1305.0000,486.0000
LOC725754,rna24112,3738.3333,1391.6667
LOC552314,rna11834,527.3333,165.6667
LOC551869,rna21444,1635.3333,560.6667
LOC552598,rna28948,831.0000,294.0000
LOC409920,rna17272,315.0000,120.0000
LOC551072,rna17820,609.0000,222.0000
LOC413697,rna26004,1364.0000,520.0000
LOC409254,rna9179,652.3333,199.6667
LOC102656882,rna23680,1131.3333,416.6667
LOC100577839,rna17689,638.3333,219.6667
LOC552249,rna8721,3889.0000,1319.0000
LOC551908,rna25998,4231.6667,1297.3333
LOC412975,rna18509,1118.6667,378.3333
LOC411264,rna14590,2028.0000,849.0000
LOC100576401,rna14856,535.6667,172.3333
LOC411481,rna9367,1616.3333,624.6667
LOC727331,rna172,2060.3333,735.6667
LOC409566,rna4245,806.6667,303.3333
LOC100577936,rna11363,499.6667,187.3333
LOC102655249,rna1222,3915.3333,1274.6667
LOC100576811,rna28485,377.0000,157.0000
LOC410253,rna20248,976.3333,391.6667
LOC408830,rna9272,12404.3333,4704.6667
LOC726498,rna10748,200.3333,60.6667
LOC552227,rna27383,383.3333,141.6667
LOC410642,rna26500,1059.6667,455.3333
LOC412675,rna7290,953.3333,336.6667
LOC725590,rna6085,1099.6667,511.3333
LOC550989,rna26752,753.6667,251.3333
LOC552064,rna169,2128.0000,812.0000
LOC100578798,rna16838,863.3333,357.6667
LOC413650,rna2344,1399.3333,505.6667
LOC552848,rna25413,2131.6667,754.3333
LOC412303,rna10462,889.3333,322.6667
LOC411366,rna18173,390.0000,156.0000
LOC107966008,rna29069,658.6667,247.3333
NLG-5,rna16262,1838.0000,748.0000
LOC100578708,rna1900,696.6667,224.3333
LOC107965528,rna23258,347.3333,153.6667
LOC725547,rna8021,651.3333,251.6667
Hsc70-3,rna5828,1474.6667,502.3333
LOC552626,rna19734,739.6667,238.3333
LOC412751,rna9395,868.3333,346.6667
LOC724457,rna17851,793.3333,241.6667
LOC409912,rna15450,1169.6667,390.3333
LOC414032,rna9632,1715.6667,690.3333
LOC726368,rna2119,1318.3333,409.6667
LOC408533,rna25335,2965.6667,1114.3333
LOC410771,rna59,2024.0000,862.0000
LOC726289,rna16933,576.0000,237.0000
LOC100576961,rna1087,200.0000,82.0000
LOC726446,rna80,320.6667,99.3333
LOC412339,rna11017,639.3333,254.6667
LOC100578232,rna13434,286.0000,101.0000
LOC102654743,rna28775,242.6667,87.3333
LOC410690,rna2749,850.3333,286.6667
LOC408808,rna8082,2032.0000,632.0000
LOC100576615,rna23607,1212.6667,467.3333
LOC100576958,rna26013,4243.0000,1574.0000
LOC410518,rna23940,575.6667,234.3333
LOC727600,rna29048,600.6667,200.3333
Ube2g1,rna7249,379.0000,128.0000
LOC411038,rna7980,4172.6667,1608.3333
LOC552572,rna28170,361.3333,121.6667
LOC412491,rna13384,1060.3333,403.6667
LOC413718,rna10489,1769.0000,562.0000
LOC552005,rna12580,1166.0000,550.0000
LOC724167,rna7335,926.6667,270.3333
LOC100576660,rna20770,1036.3333,319.6667
LOC410078,rna23181,1905.3333,785.6667
LOC107965285,rna19488,813.0000,306.0000
Mrjp6,rna19182,991.0000,323.0000
LOC412308,rna14356,850.0000,290.0000
LOC409669,rna17392,393.0000,135.0000
Y-f,rna26945,942.3333,293.6667
LOC412511,rna431,1139.3333,411.6667
LOC102655737,rna26990,2392.0000,887.0000
LOC551749,rna11742,1521.6667,557.3333
LOC410149,rna21221,1031.3333,408.6667
LOC102656424,rna14991,278.0000,106.0000
LOC552017,rna23700,1748.6667,729.3333
LOC408311,rna20260,1996.3333,781.6667
Or5,rna4610,795.0000,285.0000
LOC551256,rna6654,877.6667,325.3333
LOC726879,rna10598,4818.3333,1943.6667
LOC413204,rna10831,637.0000,218.0000
LOC410849,rna4863,1383.3333,506.6667
LOC550686,rna23734,2400.3333,860.6667
LOC725618,rna21937,2483.6667,879.3333
LOC552629,rna5942,619.6667,196.3333
LOC551580,rna143,232.3333,79.6667
LOC408298,rna18466,2156.0000,898.0000
LOC551029,rna14205,573.3333,194.6667
LOC409130,rna5972,367.6667,130.3333
LOC411534,rna13463,1917.3333,701.6667
LOC408750,rna6462,1085.3333,429.6667
LOC725957,rna4994,538.0000,221.0000
LOC724783,rna10931,514.3333,181.6667
LOC410828,rna4997,887.6667,345.3333
LOC412351,rna21181,732.6667,236.3333
LOC724911,rna21191,920.3333,339.6667
LOC727647,rna14102,479.3333,177.6667
LOC102654264,rna8683,272.0000,100.0000
LOC411545,rna10709,1960.6667,727.3333
LOC100577017,rna18644,259.6667,115.3333
LOC412815,rna16861,5219.3333,1947.6667
LOC551036,rna25942,906.3333,326.6667
LOC102656463,rna4308,411.0000,180.0000
LOC552639,rna17879,226.0000,65.0000
LOC100579022,rna27671,473.0000,172.0000
LOC100576492,rna13072,514.6667,148.3333
LOC413997,rna6584,386.3333,129.6667
LOC100577068,rna4539,909.0000,312.0000
LOC408394,rna21929,3875.6667,1527.3333
LOC725762,rna12826,420.3333,152.6667
LOC724720,rna510,476.6667,180.3333
LOC102654368,rna28352,221.6667,72.3333
LOC107965656,rna26158,874.6667,241.3333
LOC107964064,rna3791,199.0000,71.0000
LOC102656020,rna20704,190.6667,70.3333
LOC724546,rna22013,1179.0000,471.0000
LOC100577054,rna8636,688.3333,274.6667
LOC100578281,rna2665,3097.6667,1066.3333
LOC102655358,rna27878,331.0000,152.0000
LOC408713,rna4080,320.0000,115.0000
LOC410222,rna17830,1682.0000,586.0000
LOC727111,rna28569,329.3333,99.6667
LOC100577845,rna19954,2245.3333,724.6667
LOC412190,rna939,994.6667,364.3333
LOC410857,rna4715,417.6667,158.3333
LOC411188,rna13758,722.3333,285.6667
LOC551747,rna9547,1499.0000,493.0000
LOC724648,rna4867,530.3333,177.6667
LOC107965457,rna23006,501.0000,207.0000
LOC726474,rna24018,691.3333,217.6667
LOC409697,rna8684,4927.6667,1756.3333
LOC100576881,rna4527,1116.0000,369.0000
LOC724455,rna728,1217.6667,435.3333
LOC411910,rna2163,1880.6667,609.3333
LOC409276,rna24199,1086.0000,399.0000
LOC726482,rna14364,1905.0000,699.0000
LOC724734,rna5385,620.3333,237.6667
LOC100577118,rna3662,869.6667,375.3333
Hsc70-4,rna971,1463.3333,513.6667
LOC100576458,rna21133,767.0000,319.0000
LOC412262,rna3159,1552.6667,553.3333
LOC100576121,rna3776,1034.6667,453.3333
LOC408624,rna343,3080.0000,1183.0000
LOC100576703,rna11615,1937.0000,652.0000
LOC100576137,rna14018,433.0000,167.0000
LOC413328,rna11010,3548.6667,1398.3333
LOC107965470,rna23279,217.0000,92.0000
LOC100576972,rna15068,1221.3333,500.6667
Gstcd,rna5277,1268.3333,426.6667
LOC726153,rna23641,854.0000,331.0000
LOC100578909,rna14868,1625.3333,561.6667
LOC409326,rna13949,599.6667,243.3333
LOC413889,rna6646,763.0000,269.0000
Or63,rna25549,823.6667,310.3333
LOC409749,rna1094,351.3333,119.6667
LOC409447,rna24903,1641.6667,602.3333
LOC411213,rna13233,2060.0000,790.0000
LOC410246,rna17072,2086.0000,923.0000
LOC410371,rna21729,2225.6667,837.3333
LOC724645,rna23124,947.3333,348.6667
LOC100577214,rna12123,636.6667,260.3333
LOC107965493,rna24533,1785.3333,887.6667
LOC551047,rna13014,627.0000,207.0000
LOC726130,rna6736,1387.6667,643.3333
LOC102656352,rna16249,237.6667,116.3333
LOC408369,rna20086,422.3333,147.6667
LOC100577280,rna15011,4621.0000,1727.0000
LOC552454,rna28636,284.3333,99.6667
LOC551088,rna12113,1234.6667,436.3333
LOC726673,rna14425,807.6667,218.3333
LOC410824,rna5068,1641.3333,632.6667
LOC411556,rna26591,2082.0000,801.0000
LOC102654954,rna28581,320.6667,99.3333
LOC100576336,rna11903,435.6667,140.3333
LOC724251,rna25575,850.3333,343.6667
LOC107965124,rna1427,257.6667,90.3333
LOC725904,rna7949,386.3333,138.6667
LOC408826,rna9312,2649.6667,1052.3333
LOC726447,rna2297,269.3333,102.6667
LOC100578353,rna5891,273.0000,114.0000
LOC551451,rna2901,1337.3333,462.6667
LOC413118,rna3004,4339.6667,1438.3333
LOC726093,rna22502,2690.0000,1066.0000
LOC100578349,rna28235,424.3333,172.6667
LOC727412,rna28589,270.3333,98.6667
LOC102656070,rna12579,1146.3333,530.6667
LOC411158,rna11738,1618.3333,682.6667
LOC412504,rna15527,542.0000,196.0000
ATP5G2,rna14092,298.6667,130.3333
LOC100577530,rna4724,2050.6667,880.3333
LOC409195,rna14063,384.0000,135.0000
LOC408319,rna20507,2775.0000,975.0000
LOC410325,rna19933,1700.3333,594.6667
LOC409285,rna21216,2393.0000,808.0000
LOC551849,rna4110,795.6667,251.3333
LOC725952,rna20258,729.0000,282.0000
LOC102654621,rna10937,924.3333,278.6667
LOC724732,rna24854,1769.0000,538.0000
LOC413627,rna15018,1128.0000,351.0000
LOC726094,rna25171,491.3333,210.6667
LOC551447,rna28304,898.0000,314.0000
LOC725216,rna11408,3842.3333,1284.6667
RpLP1,rna18158,250.3333,85.6667
LOC724142,rna21557,251.0000,88.0000
Or115,rna16834,917.3333,372.6667
LOC411599,rna13082,813.0000,291.0000
LOC411215,rna13359,549.6667,209.3333
LOC411340,rna16345,702.6667,263.3333
LOC100578947,rna7925,3190.3333,763.6667
LOC725781,rna20574,2075.6667,732.3333
LOC102655163,rna28786,377.3333,132.6667
LOC725687,rna18926,2477.3333,819.6667
LOC726184,rna23880,1304.6667,498.3333
LOC551363,rna23082,469.0000,191.0000
LOC409699,rna17530,931.0000,347.0000
LOC726935,rna26109,824.0000,343.0000
LOC551354,rna1660,340.3333,136.6667
LOC100578927,rna21828,887.3333,309.6667
LOC409102,rna1524,1046.3333,390.6667
pHCl,rna25657,1012.6667,415.3333
LOC409709,rna12054,1161.6667,374.3333
LOC727603,rna28957,604.0000,203.0000
LOC412570,rna22066,922.0000,341.0000
LOC552159,rna12322,426.0000,153.0000
LOC724785,rna15141,767.0000,259.0000
LOC551967,rna18379,1164.3333,428.6667
LOC409624,rna13040,1207.0000,419.0000
LOC409218,rna1641,1156.3333,466.6667
LOC409392,rna3417,1167.0000,420.0000
LOC413399,rna7778,3559.0000,1442.0000
LOC724472,rna8098,2382.0000,792.0000
LOC412694,rna15633,626.0000,232.0000
LOC413060,rna4188,1273.3333,538.6667
LOC727199,rna3525,132.3333,44.6667
LOC410863,rna4757,1448.0000,535.0000
LOC410613,rna25430,1964.3333,729.6667
LOC408839,rna10122,2179.0000,965.0000
LOC410816,rna5184,1320.6667,464.3333
LOC551981,rna18601,682.0000,206.0000
LOC102653954,rna515,242.3333,81.6667
LOC552206,rna826,986.0000,349.0000
LOC100577629,rna10910,950.6667,345.3333
LOC551870,rna22131,249.3333,98.6667
LOC100578446,rna8088,1059.6667,467.3333
PRF,rna14266,276.0000,105.0000
LOC724246,rna23074,704.6667,315.3333
LOC102656248,rna14988,741.6667,311.3333
LOC726231,rna5286,1879.0000,839.0000
LOC551057,rna5892,602.3333,195.6667
LOC100577146,rna22314,485.6667,195.3333
LOC725488,rna28843,673.3333,253.6667
LOC102655950,rna5594,624.3333,218.6667
LOC552633,rna25704,1082.0000,373.0000
LOC412452,rna21309,540.3333,197.6667
LOC727078,rna18737,700.6667,250.3333
LOC724284,rna3676,496.6667,151.3333
LOC100577795,rna28350,1071.6667,473.3333
LOC413579,rna23519,1341.0000,456.0000
LOC408458,rna23876,2143.3333,856.6667
LOC412545,rna11396,984.0000,279.0000
LOC412646,rna28388,985.6667,382.3333
LOC410499,rna23861,1032.6667,464.3333
LOC725390,rna19062,511.3333,190.6667
LOC102654740,rna10059,1404.6667,488.3333
LOC409819,rna9651,664.3333,271.6667
LOC725140,rna28136,259.0000,77.0000
LOC724570,rna14214,474.6667,137.3333
LOC725173,rna12316,565.6667,169.3333
LOC410659,rna27016,1558.6667,604.3333
LOC725052,rna21187,779.6667,267.3333
LOC102654683,rna27653,904.0000,278.0000
LOC413252,rna14140,1394.6667,504.3333
LOC725897,rna8422,712.3333,265.6667
LOC552747,rna5285,1190.3333,390.6667
LOC551877,rna10352,458.6667,150.3333
LOC410623,rna25207,1931.0000,724.0000
LOC551281,rna3160,772.6667,256.3333
LOC408942,rna12891,767.6667,300.3333
Gpdh,rna15844,747.6667,236.3333
LOC102656681,rna29197,273.0000,90.0000
LOC102655980,rna20667,4774.3333,1732.6667
LOC412858,rna9095,1853.6667,738.3333
LOC551445,rna27517,787.3333,244.6667
LOC410114,rna6140,1283.3333,486.6667
LOC408874,rna11947,8295.3333,3503.6667
LOC100577739,rna23371,5986.0000,2000.0000
LOC414002,rna7119,1929.6667,704.3333
LOC408898,rna13760,1716.6667,731.3333
LOC552466,rna28399,1855.3333,661.6667
LOC724599,rna4647,2938.3333,1084.6667
LOC408352,rna19906,676.0000,233.0000
LOC552201,rna25959,966.3333,392.6667
LOC724583,rna16297,189.6667,59.3333
LOC410509,rna23906,5559.6667,2612.3333
Or11,rna4595,867.6667,317.3333
LOC100579026,rna16381,2006.0000,772.0000
LOC408412,rna22519,589.3333,226.6667
LOC552091,rna2111,911.3333,312.6667
LOC551328,rna25915,1632.3333,683.6667
LOC409028,rna11006,2506.0000,962.0000
LOC410190,rna17957,1154.0000,508.0000
LOC100576855,rna25383,1321.3333,424.6667
Crzr,rna1407,880.6667,331.3333
LOC726784,rna8328,973.0000,329.0000
LOC413055,rna1097,2366.3333,762.6667
LOC410823,rna5070,2536.3333,1039.6667
LOC552447,rna20025,650.0000,217.0000
LOC107965238,rna2538,264.0000,99.0000
LOC107965760,rna27358,570.6667,194.3333
LOC408474,rna24035,1257.6667,446.3333
LOC107966028,rna29159,1261.6667,457.3333
LOC551830,rna9520,3591.3333,1436.6667
LOC100577328,rna17357,958.3333,298.6667
LOC726481,rna12443,649.0000,206.0000
LOC107966060,rna3461,2409.0000,987.0000
LOC100577988,rna16019,1787.0000,592.0000
LOC724480,rna12335,1159.6667,394.3333
LOC100576248,rna22548,2109.3333,683.6667
LOC725987,rna24598,1019.6667,327.3333
LOC724846,rna23794,425.0000,142.0000
LOC408797,rna8638,2810.3333,981.6667
LOC411299,rna16911,1051.3333,343.6667
LOC100578239,rna11258,2313.3333,719.6667
LOC100576369,rna15743,993.0000,417.0000
LOC410297,rna19101,523.3333,223.6667
LOC552041,rna378,1409.6667,825.3333
LOC726515,rna16463,640.6667,187.3333
LOC552553,rna24674,270.0000,90.0000
LOC550865,rna7551,2627.0000,745.0000
LOC725337,rna28243,962.3333,318.6667
LOC107965849,rna28392,185.6667,66.3333
LOC409571,rna1930,927.0000,372.0000
LOC107966021,rna29129,649.3333,223.6667
LOC100576226,rna24219,384.3333,110.6667
LOC100577427,rna29203,641.6667,237.3333
LOC409252,rna13261,4216.0000,1472.0000
LOC551517,rna25365,1132.3333,415.6667
LOC412454,rna13154,2453.6667,837.3333
LOC107964589,rna10951,2897.0000,1366.0000
LOC100578137,rna12849,446.0000,196.0000
LOC409280,rna18851,1514.0000,559.0000
LOC412422,rna19476,3756.0000,1680.0000
LOC408272,rna18662,1129.0000,419.0000
LOC100578218,rna25629,352.6667,97.3333
LOC413382,rna15777,2344.0000,1016.0000
LOC409260,rna20240,615.3333,215.6667
LOC102656525,rna28733,445.3333,166.6667
LOC725156,rna21397,3957.3333,1463.6667
LOC107966086,rna5166,460.3333,214.6667
LOC408924,rna13246,933.3333,314.6667
LOC413489,rna1380,840.6667,287.3333
LOC412744,rna28325,759.0000,297.0000
LOC726672,rna10856,884.6667,306.3333
LOC552417,rna27233,856.6667,274.3333
LOC552180,rna15651,500.0000,181.0000
LOC727367,rna28704,296.3333,129.6667
18-w,rna3991,2857.0000,1256.0000
LOC107965935,rna28718,744.0000,225.0000
LOC102654257,rna3674,367.6667,145.3333
LOC100578023,rna22653,154.3333,67.6667
LOC411901,rna24845,766.3333,274.6667
LOC100576296,rna27319,1151.0000,364.0000
LOC413343,rna19623,722.6667,246.3333
LOC100578519,rna27295,2468.0000,883.0000
LOC102656037,rna3354,272.3333,105.6667
LOC725343,rna233,1265.3333,405.6667
LOC552395,rna1009,1381.0000,530.0000
LOC413261,rna20628,1089.3333,380.6667
LOC102654962,rna29060,369.0000,162.0000
LOC102655263,rna21055,496.0000,152.0000
LOC413896,rna28622,719.3333,297.6667
LOC412756,rna10869,2695.0000,926.0000
LOC410833,rna5230,775.3333,262.6667
LOC107965773,rna27470,192.6667,65.3333
LOC726582,rna23927,2208.3333,812.6667
LOC725864,rna7294,1810.3333,766.6667
LOC100379261,rna25916,954.6667,353.3333
LOC413207,rna5467,583.0000,200.0000
LOC412099,rna11056,1208.6667,546.3333
LOC726662,rna15838,237.3333,71.6667
LOC409525,rna17513,901.0000,314.0000
LOC726126,rna25714,915.3333,341.6667
LOC726612,rna20444,893.0000,244.0000
LOC726839,rna24573,1133.3333,483.6667
LOC552764,rna9166,1288.0000,446.0000
LOC411765,rna5313,977.3333,351.6667
LOC725101,rna4908,544.3333,175.6667
LOC724499,rna17736,272.3333,99.6667
LOC100578488,rna29086,567.3333,230.6667
LOC412435,rna10621,954.6667,374.3333
LOC100578726,rna16005,2027.0000,652.0000
E75,rna19675,1934.3333,837.6667
LOC102656570,rna13376,1369.6667,550.3333
LOC409951,rna26226,327.6667,128.3333
LOC100577743,rna5640,910.6667,343.3333
LOC727096,rna28568,559.3333,208.6667
LOC107964957,rna16063,646.6667,304.3333
LOC408733,rna7008,502.3333,196.6667
LOC102654408,rna22233,429.3333,164.6667
LOC411144,rna12071,579.3333,191.6667
LOC727249,rna12749,849.3333,296.6667
LOC412510,rna27523,1812.0000,609.0000
LOC102655239,rna17741,639.3333,221.6667
LOC726723,rna24586,3240.3333,1268.6667
LOC102655615,rna28888,551.3333,186.6667
LOC552488,rna21302,1046.3333,432.6667
LOC552072,rna24953,451.6667,145.3333
LOC551279,rna341,1254.6667,443.3333
LOC551448,rna132,825.3333,305.6667
LOC552282,rna20194,498.6667,212.3333
LOC409653,rna6300,1123.3333,397.6667
LOC408669,rna5062,1527.3333,614.6667
LOC410354,rna21253,945.3333,362.6667
LOC411882,rna3358,647.0000,223.0000
LOC413101,rna17325,1004.3333,357.6667
LOC410483,rna23496,420.0000,150.0000
LOC100576233,rna10740,4357.6667,1348.3333
LOC408442,rna24241,911.6667,354.3333
LOC414011,rna28261,549.3333,212.6667
LOC411093,rna9723,653.3333,264.6667
LOC412818,rna13595,2340.0000,888.0000
Fem,rna7001,839.6667,363.3333
LOC102654610,rna26760,372.3333,107.6667
LOC100576525,rna28973,248.6667,99.3333
LOC412010,rna3870,1005.0000,399.0000
LOC551208,rna3395,675.0000,261.0000
LOC412148,rna21272,688.3333,256.6667
LOC100577579,rna27384,422.6667,147.3333
LOC102654589,rna28676,727.0000,272.0000
LOC413720,rna12514,2064.0000,645.0000
LOC725270,rna3810,1880.3333,624.6667
LOC551319,rna2672,15588.3333,5318.6667
LOC408660,rna5388,658.3333,283.6667
LOC413189,rna11350,679.6667,247.3333
LOC552761,rna28993,810.0000,360.0000
LOC102653618,rna29204,420.6667,152.3333
LOC100577943,rna27904,1082.3333,396.6667
LOC100577180,rna24459,828.6667,311.3333
LOC725720,rna426,1143.3333,440.6667
LOC409423,rna26203,1510.3333,601.6667
LOC552373,rna23554,548.3333,195.6667
LOC726107,rna9606,838.6667,274.3333
LOC551637,rna2988,2309.3333,798.6667
LOC102654029,rna18161,621.3333,167.6667
LOC411919,rna8930,841.3333,331.6667
LOC412045,rna27194,1478.3333,540.6667
LOC107964790,rna15255,498.3333,188.6667
LOC410245,rna17079,1162.3333,469.6667
LOC107965263,rna20571,278.6667,84.3333
LOC551061,rna20630,3023.3333,1155.6667
LOC100576608,rna24286,717.3333,224.6667
LOC726811,rna15528,785.3333,234.6667
LOC102654383,rna29141,407.3333,150.6667
LOC409444,rna9903,1552.0000,560.0000
LOC413989,rna27987,606.0000,204.0000
LOC552147,rna6246,878.0000,304.0000
LOC727497,rna11180,2211.6667,806.3333
LOC107965423,rna22630,218.0000,88.0000
LOC100577053,rna15025,2139.0000,738.0000
LOC551840,rna17473,1294.6667,469.3333
LOC413870,rna10645,1114.3333,406.6667
LOC102655798,rna25526,815.0000,271.0000
LOC724687,rna23043,2122.0000,722.0000
LOC100578764,rna28595,338.0000,118.0000
LOC409856,rna6887,2619.0000,1122.0000
LOC102656725,rna20224,253.3333,73.6667
LOC551016,rna15469,11221.0000,4514.0000
LOC724706,rna13720,3119.3333,1152.6667
LOC412362,rna3179,1311.3333,413.6667
LOC551639,rna29185,183.6667,80.3333
LOC552192,rna6250,477.6667,152.3333
LOC107965970,rna28896,724.6667,247.3333
LOC411903,rna6548,2088.6667,770.3333
LOC102656107,rna18208,813.3333,266.6667
LOC102654181,rna29033,813.0000,300.0000
LOC107965908,rna28631,504.3333,197.6667
LOC408657,rna5571,1113.3333,401.6667
LOC724344,rna7061,2582.6667,1101.3333
LOC413043,rna10914,1180.3333,409.6667
LOC409991,rna14807,1231.6667,454.3333
LOC410449,rna22760,1006.6667,367.3333
LOC726643,rna15087,816.6667,368.3333
LOC409221,rna4978,2602.0000,1013.0000
LOC725500,rna21722,1210.3333,535.6667
LOC102654084,rna25848,509.3333,192.6667
Ing3,rna24646,861.0000,324.0000
LOC102654691,rna16013,250.3333,82.6667
LOC100577676,rna15560,798.3333,254.6667
LOC552735,rna23965,566.6667,231.3333
LOC102655570,rna29080,403.0000,134.0000
LOC100576438,rna27989,814.0000,314.0000
LOC724241,rna17867,229.0000,83.0000
LOC411207,rna8662,772.6667,304.3333
LOC550685,rna17596,1569.3333,611.6667
LOC409187,rna23183,371.3333,108.6667
LOC100576457,rna26166,393.3333,119.6667
LOC413336,rna21040,1059.0000,390.0000
LOC107965899,rna28609,426.6667,155.3333
LOC552674,rna16934,1604.0000,625.0000
LOC102655031,rna17739,321.0000,120.0000
