Gene	dN_dS
LOC105834737	0.0885
LOC105837664	0.0723
LOC105833727	0.0552
LOC105828405	0.0808
LOC105833337	0.2373
LOC105834949	0.0512
LOC105835366	0.0383
LOC105841025	0.1977
LOC105840131	0.2750
LOC105832186	0.0479
LOC105829555	0.1401
LOC105832472	0.2533
LOC105836659	0.1299
LOC105828837	0.2367
LOC105831626	0.0010
LOC105832591	0.0616
LOC105835339	0.0651
LOC105838338	0.2010
LOC105836068	0.3032
LOC105835829	0.1748
LOC105839740	0.0662
LOC105836575	0.1199
LOC105837665	0.3809
LOC105838473	0.5794
LOC105828895	0.3291
LOC105838872	0.0222
LOC105838915	0.1727
LOC105829221	0.0774
LOC105828500	0.2549
LOC105827809	0.2867
LOC105839746	0.2164
LOC105829059	0.2020
LOC105832119	0.0859
LOC105835564	0.1421
LOC105834448	0.0803
LOC105837899	0.1930
LOC105836342	0.2259
LOC105838511	0.1319
LOC105830769	0.7351
LOC105837593	0.1117
LOC105828560	0.1573
LOC105828550	0.0833
LOC105830640	0.1359
LOC105829676	0.0980
LOC105829612	0.1483
LOC105837929	0.1504
LOC105840791	0.0244
LOC105830958	0.2970
LOC105831083	0.2743
LOC105830597	0.4014
LOC105833621	0.1332
LOC105834065	0.2170
LOC105832269	0.0783
LOC105830825	0.0432
LOC105837560	0.2261
LOC105831011	0.1773
LOC105839857	0.3792
LOC105839036	0.0082
LOC105831526	0.1995
LOC105830406	0.4289
LOC105829038	0.0359
LOC105831781	0.1079
LOC105829346	0.2181
LOC105837402	0.0219
LOC105838404	0.1288
LOC105833521	0.1763
LOC105838080	0.4219
LOC105833205	0.1403
LOC105837535	0.2063
LOC105828369	0.1633
LOC105831035	0.1554
LOC105834221	0.1010
LOC105834123	0.4610
LOC105831451	0.0732
LOC105840397	0.2399
LOC105836607	0.1248
LOC105829290	0.0536
LOC105838369	0.1420
LOC105829295	0.0956
LOC105831414	0.0077
LOC105833341	0.0320
LOC105835431	0.1319
LOC105830269	0.0447
LOC105831622	0.4103
LOC105835704	0.1865
LOC105833889	0.0892
LOC105834900	0.2447
LOC105838281	0.1608
LOC105829454	0.1488
LOC105835373	0.4933
LOC105831251	0.0314
LOC105837045	0.0552
LOC105837003	0.2520
LOC105838570	0.7538
LOC105839487	0.3062
LOC105828407	0.0131
LOC105837480	0.0897
LOC105834205	0.1180
LOC105828539	0.1455
LOC105834341	0.2181
LOC105829247	0.2392
LOC105834617	0.2203
LOC105839432	0.0814
LOC105831587	0.0934
LOC105838793	0.2023
LOC105836271	0.0977
LOC105837556	0.1455
LOC105838447	0.0340
LOC105836612	0.2653
LOC105839394	0.1540
LOC105835518	0.1792
LOC105831783	0.2630
LOC105840737	0.3811
LOC105837256	0.0618
LOC105840730	0.1398
LOC105832668	0.2781
LOC105837967	0.1199
LOC105828176	0.0952
LOC105837186	0.0551
LOC105839764	0.2056
LOC105834147	0.0640
LOC105838543	0.1116
LOC105831244	0.1151
LOC105836536	0.0758
LOC105831923	0.1085
LOC105839004	0.1686
LOC105834955	0.2410
LOC105835634	0.0996
LOC105828754	0.0626
LOC105834220	0.1953
LOC105837325	0.2831
LOC105839976	0.0931
LOC105831409	0.0886
LOC105833853	0.0693
LOC105832661	0.1620
LOC105836631	0.1846
LOC105832555	0.0707
LOC105828410	0.0606
LOC105838223	0.3057
LOC105836655	0.0507
LOC105835406	0.0435
LOC105836425	0.0167
LOC105831664	0.2717
LOC105835994	0.0799
LOC105830288	0.2451
LOC105831863	0.2716
LOC105837877	0.0838
LOC105834366	0.2131
LOC105836712	0.1878
LOC105838878	0.0627
LOC105828769	0.1985
LOC105839812	0.0968
LOC105836185	0.1389
LOC105838008	0.1535
LOC105832752	0.0584
LOC105835147	0.0217
LOC105836843	0.0717
LOC105834996	0.1167
LOC105838168	0.0394
LOC105827823	0.1866
LOC105834187	0.2475
LOC105828454	0.3327
LOC105837486	0.0901
LOC105837448	0.0327
LOC105831935	0.1723
LOC105835148	0.0390
LOC105837946	0.2799
LOC105831400	0.1491
LOC105837276	0.2471
LOC105836670	0.2776
LOC105833704	0.0484
LOC105836231	0.5379
LOC105828563	0.1426
LOC105829206	0.1193
LOC105839663	0.0317
LOC105840375	0.0080
LOC105829937	0.1102
LOC105838012	0.0651
LOC105833873	0.0639
LOC105828427	0.3367
LOC105837082	0.0298
LOC105830675	0.0490
LOC105831329	0.1758
LOC105838549	0.1658
LOC105833368	0.1473
LOC105835905	0.0631
LOC105832871	0.2016
LOC105834294	0.0799
LOC105836310	0.1189
LOC105840088	0.1027
LOC105831758	0.0354
LOC105837360	0.5521
LOC105840445	0.0998
LOC105837023	0.0930
LOC105831607	0.0899
LOC105836639	0.1032
LOC105834208	0.0728
LOC105830478	0.1152
LOC105833765	0.4185
LOC105840456	0.1203
LOC105835816	0.0378
LOC105830953	0.0831
LOC105839980	0.0791
LOC105834327	0.1311
LOC105837236	0.3305
LOC105832399	0.0316
LOC105833555	0.3881
LOC105836385	0.1652
LOC105835546	0.0226
LOC105836254	0.1882
LOC105830095	0.0859
LOC105835051	0.0325
LOC105832563	0.4338
LOC105832935	0.0880
LOC105831314	0.0637
LOC105837250	0.0598
LOC105831368	0.1611
LOC105829197	0.1065
LOC105830149	0.0354
LOC105834116	0.1702
LOC105828553	0.3597
LOC105833475	0.1786
LOC105831667	0.2703
LOC105829930	0.1306
LOC105840805	0.2076
LOC105830744	0.2085
LOC105837103	0.2431
LOC105832743	0.0762
LOC105830746	0.2964
LOC105834405	0.2462
LOC105830172	0.2520
LOC105836980	0.1225
LOC105835522	0.0973
LOC105838796	0.0926
LOC105834084	0.2438
LOC105837833	0.1222
LOC105837016	0.0617
LOC105840121	0.0533
LOC105838652	0.0450
LOC105832750	0.0837
LOC105836130	0.0564
LOC105829464	0.3584
LOC105828240	0.0952
LOC105834564	0.0813
LOC105837464	0.0662
LOC105838732	0.1528
LOC105832391	0.0442
LOC105837720	0.1907
LOC105835504	0.3312
LOC105839669	0.1546
LOC105833115	0.3091
LOC105829014	0.1484
LOC105835245	0.1909
LOC105831388	0.2695
LOC105840403	0.2996
LOC105831437	0.2413
LOC105838896	0.2238
LOC105838877	0.0590
LOC105828406	0.1864
LOC105832500	0.2320
LOC105833614	0.2337
LOC105837987	0.2765
LOC105828960	0.2419
LOC105834436	0.2770
LOC105832188	0.4036
LOC105839786	0.0885
LOC105829987	0.2534
LOC105838580	0.3362
LOC105833742	0.2160
LOC105839668	0.1475
LOC105834029	0.2420
LOC105835174	0.0259
LOC105836693	0.1941
LOC105836495	0.0600
LOC105840712	0.1672
LOC105838593	0.2910
LOC105835687	0.1513
LOC105838956	0.1990
LOC105839248	0.0575
LOC105832458	0.1457
LOC105829429	0.0678
LOC105837869	0.1115
LOC105833675	0.2011
LOC105834325	0.0582
LOC105834149	0.0455
LOC105835352	0.1074
LOC105831522	0.0693
LOC105832234	0.2382
LOC105830676	0.2611
LOC105834230	0.1104
LOC105832862	0.0614
LOC105832537	0.1939
LOC105833937	0.2060
LOC105831712	0.0010
LOC105838693	0.0794
LOC105832626	0.3368
LOC105836156	0.3241
LOC105829488	0.1169
LOC105839296	0.0454
LOC105827777	0.0278
LOC105837319	0.2647
LOC105838964	0.0872
LOC105835883	0.1037
LOC105839099	0.1040
LOC105839259	0.1709
LOC105831705	0.0853
LOC105829151	0.0232
LOC105829304	0.3991
LOC105829025	0.1320
LOC105838495	0.1212
LOC105833537	0.2255
LOC105833609	0.2949
LOC105830338	0.0767
LOC105839703	0.0629
LOC105830255	0.1931
LOC105839078	0.0688
LOC105832580	0.0500
LOC105833716	0.0883
LOC105831710	0.2356
LOC105832904	0.2200
LOC105837578	0.0540
LOC105832067	0.2468
LOC105831110	0.1200
LOC105828913	0.1605
LOC105838327	0.0985
LOC105836270	0.2554
LOC105836703	0.3237
LOC105830707	0.1914
LOC105834093	0.1370
LOC105839066	0.3738
LOC105838736	0.1807
LOC105830292	0.1649
LOC105831275	0.1007
LOC105838084	0.0147
LOC105835846	0.0770
LOC105832430	0.0432
LOC105831824	0.3897
LOC105830138	0.4512
LOC105834862	0.0993
LOC105833023	0.4972
LOC105830085	0.0509
LOC105837902	0.1668
LOC105837776	0.1615
LOC105829749	0.0710
LOC105831844	0.2522
LOC105830067	0.3802
LOC105830637	0.3841
LOC105835118	0.5442
LOC105840296	0.4396
LOC105829491	0.1540
LOC105829040	0.2341
LOC105834011	0.0488
LOC105837996	0.1187
LOC105828911	0.0657
LOC105838367	0.1617
LOC105839227	0.0892
LOC105828957	0.0982
LOC105831207	0.6349
LOC105829028	0.0389
LOC105831441	0.1263
LOC105829893	0.0784
LOC105833102	0.1400
LOC105837712	0.1582
LOC105835595	0.0777
LOC105834295	0.1121
LOC105835507	0.3078
LOC105834628	0.0997
LOC105828780	0.0275
LOC105840169	0.2969
LOC105838066	0.0855
LOC105829702	0.1087
LOC105832184	0.2139
LOC105839454	0.1043
LOC105832631	0.1797
LOC105831055	0.2299
LOC105837169	0.3058
LOC105837948	0.0834
LOC105832456	0.2981
LOC105829049	0.1221
LOC105831190	0.0010
LOC105834228	0.0762
LOC105834522	0.1795
LOC105840452	0.1477
LOC105833347	0.2344
LOC105830590	0.1191
LOC105833610	0.1403
LOC105837041	0.0268
LOC105831624	0.1128
LOC105841031	0.3517
LOC105840761	0.1030
LOC105830354	0.1031
LOC105831086	0.0454
LOC105831051	0.3834
LOC105837131	0.2460
LOC105831255	0.2078
LOC105837481	0.0862
LOC105834731	0.0202
LOC105834864	0.2334
LOC105829210	0.0454
LOC105829155	0.1603
LOC105835062	0.0032
LOC105832140	0.0046
LOC105834588	0.0087
LOC105832344	0.0810
LOC105833990	0.1095
LOC105836472	0.3871
LOC105833428	0.1131
LOC105835887	0.1642
LOC105832525	0.0520
LOC105830845	0.0811
LOC105832787	0.4590
LOC105837703	0.2410
LOC105836790	0.0504
LOC105836474	0.0463
LOC105840915	0.2726
LOC105829428	0.0311
LOC105832894	0.3088
LOC105828650	0.2665
LOC105833778	0.0226
LOC105838121	0.1576
LOC105830099	0.0552
LOC105832685	0.3668
LOC105833561	0.1435
LOC105828294	0.2246
LOC105839342	0.1443
LOC105829551	0.3508
LOC105837476	0.1116
LOC105828144	0.0849
LOC105831873	0.0705
LOC105839751	0.0596
LOC105836986	0.0893
LOC105830697	0.7343
LOC105839665	0.0443
LOC105839566	0.0882
LOC105833667	0.2679
LOC105838874	0.0010
LOC105831464	0.1479
LOC105835025	0.1598
LOC105841019	0.1413
LOC105837618	0.1276
LOC105839393	0.0652
LOC105835779	0.2937
LOC105831024	0.0059
LOC105830674	0.1913
LOC105829306	0.1979
LOC105829565	0.2065
LOC105834646	0.1092
LOC105830380	0.1766
LOC105835621	0.1936
LOC105833641	0.3441
LOC105837482	0.0231
LOC105835973	0.0512
LOC105829654	0.3138
LOC105833966	0.3127
LOC105828211	0.0452
LOC105832773	0.2523
LOC105832826	0.1417
LOC105834511	0.0564
LOC105830055	0.0091
LOC105829754	0.1984
LOC105830071	0.2167
LOC105839783	0.1238
LOC105840610	0.3278
LOC105828501	0.2692
LOC105829045	0.0835
LOC105840892	0.0866
LOC105839352	0.1563
LOC105832672	0.1543
LOC105836086	0.1289
LOC105836167	0.0736
LOC105838417	0.0963
LOC105836774	0.0733
LOC105836006	0.1583
LOC105839491	0.1875
LOC105830062	0.0744
LOC105839581	0.1642
LOC105837823	0.3334
LOC105837220	0.3754
LOC105830293	0.1035
LOC105831013	0.1561
LOC105827859	0.1225
LOC105837123	0.0464
LOC105828860	0.3065
LOC105837594	0.1638
LOC105828940	0.0855
LOC105838299	0.1689
LOC105830805	0.2025
LOC105831556	0.1594
LOC105834540	0.0733
LOC105839039	0.2028
LOC105837640	0.2886
LOC105840822	0.1473
LOC105841161	0.3213
LOC105830392	0.0895
LOC105831099	0.0010
LOC105831668	0.1049
LOC105840613	0.0158
LOC105828450	0.0605
LOC105834935	0.1629
LOC105829742	0.1548
LOC105839117	0.0448
LOC105830343	0.3267
LOC105840795	0.0235
LOC105832349	0.1754
LOC105840179	0.1730
LOC105830339	0.1177
LOC105838112	0.3512
LOC105839830	0.1478
LOC105837685	0.1096
LOC105839961	0.1795
LOC105832841	0.1782
LOC105830154	0.0971
LOC105841039	0.0093
LOC105830168	0.3155
LOC105832536	0.0065
LOC105839130	0.0601
LOC105831693	0.0057
LOC105829917	0.2673
LOC105834201	0.4019
LOC105835172	0.0300
LOC105833286	0.1119
LOC105837192	0.1959
LOC105831392	0.0439
LOC105836459	0.0758
LOC105828408	0.0628
LOC105836603	0.1576
LOC105833184	0.0815
LOC105840815	0.3123
LOC105835015	0.0420
LOC105833068	0.1714
LOC105834674	0.0355
LOC105832364	0.2085
LOC105834229	0.3881
LOC105831827	0.1935
LOC105832114	0.1447
LOC105839874	0.1452
LOC105839952	0.0797
LOC105835981	0.2519
LOC105829131	0.4943
LOC105831511	0.1573
LOC105831481	0.1022
LOC105834162	0.6932
LOC105832629	0.2535
LOC105828283	0.2033
LOC105835694	0.1295
LOC105837138	0.1701
LOC105831327	0.1887
LOC105837354	0.1309
LOC105838460	0.1001
LOC105830440	0.0798
LOC105831092	0.0335
LOC105837952	0.2111
LOC105836368	0.0473
LOC105840760	0.0170
LOC105840102	0.1044
LOC105837040	0.0928
LOC105836418	0.3412
LOC105829579	0.0966
LOC105837605	0.1455
LOC105835609	0.2065
LOC105830232	0.4672
LOC105829013	0.0301
LOC105831085	0.0567
LOC105839206	0.0956
LOC105836407	0.5620
LOC105834015	0.3170
LOC105831504	0.1967
LOC105838311	0.2280
LOC105832098	0.4207
LOC105834965	0.0566
LOC105831679	0.1938
LOC105837437	0.3944
LOC105830879	0.0847
LOC105836519	0.1450
LOC105835131	0.2764
LOC105836253	0.2573
LOC105829486	0.3808
LOC105839690	0.0756
LOC105831987	0.2999
LOC105837584	0.1637
LOC105839930	0.0909
LOC105829281	0.1439
LOC105829329	0.3545
LOC105840608	0.1471
LOC105831442	0.1004
LOC105837015	0.0064
LOC105835568	0.2533
LOC105829286	0.1183
LOC105834036	0.0547
LOC105839433	0.1961
LOC105839704	0.0196
LOC105833850	0.0145
LOC105839144	0.1582
LOC105830120	0.0498
LOC105830268	0.1158
LOC105834515	0.0443
LOC105832217	0.0991
LOC105830508	0.0816
LOC105829990	0.3095
LOC105836378	0.0469
LOC105838728	0.0010
LOC105836729	0.2555
LOC105834999	0.1752
LOC105835991	0.2238
LOC105836360	0.0045
LOC105840389	0.0568
LOC105835258	0.0799
LOC105829321	0.0114
LOC105840238	0.0671
LOC105838430	0.0405
LOC105829620	0.0830
LOC105840603	0.1753
LOC105830304	0.2072
LOC105831502	0.0443
LOC105838943	0.0269
LOC105837945	0.0586
LOC105838526	0.1840
LOC105831074	0.1423
LOC105837964	0.2122
LOC105837216	0.3608
LOC105839441	0.2694
LOC105838355	0.0632
LOC105830209	0.1069
LOC105836789	0.0956
LOC105839928	0.1257
LOC105836784	0.3452
LOC105840673	0.0771
LOC105837004	0.3745
LOC105831016	0.0510
LOC105837524	0.1594
LOC105833427	0.0923
LOC105829317	0.0679
LOC105838247	0.1996
LOC105830899	0.2611
LOC105840280	0.0881
LOC105839266	0.0377
LOC105835877	0.0010
LOC105831084	0.0365
LOC105840431	0.0107
LOC105831324	0.1494
LOC105832838	0.1163
LOC105830057	0.1036
LOC105838358	0.0717
LOC105832224	0.0140
LOC105828179	0.0908
LOC105838412	0.0492
LOC105838547	0.3295
LOC105840422	0.5585
LOC105835005	0.3669
LOC105832791	0.1298
LOC105828184	0.3078
LOC105836091	0.0515
LOC105838208	0.0837
LOC105835547	0.0517
LOC105833277	0.2000
LOC105828547	0.1120
LOC105834492	0.1477
LOC105835462	0.2283
LOC105834375	0.1312
LOC105834808	0.2071
LOC105829519	0.0613
LOC105833231	0.2369
LOC105838649	0.2929
LOC105828840	0.1790
LOC105833097	0.1124
LOC105834329	0.0405
LOC105833673	0.5511
LOC105840738	0.0265
LOC105837286	0.2503
LOC105829447	0.1091
LOC105828138	0.7841
LOC105836528	0.5299
LOC105839204	0.0356
LOC105833724	0.5151
LOC105831727	0.0765
LOC105833787	0.0530
LOC105831360	0.0897
LOC105839612	0.0328
LOC105832747	0.1792
LOC105836276	0.2939
LOC105837649	0.1107
LOC105840994	0.7010
LOC105836506	0.1769
LOC105829593	0.1751
LOC105835450	0.3328
LOC105828496	0.4210
LOC105837549	0.2400
LOC105835498	0.1119
LOC105832197	0.2375
LOC105837065	0.0364
LOC105834803	0.1409
LOC105839969	0.1788
LOC105839374	0.2937
LOC105828361	0.1557
LOC105837915	0.1092
LOC105836473	0.0655
LOC105829499	0.0786
LOC105840983	0.0010
LOC105835476	0.1768
LOC105832384	0.1228
LOC105839392	0.0330
LOC105832373	0.1364
LOC105832251	0.1837
LOC105833340	0.1431
LOC105838282	0.2881
LOC105828888	0.3603
LOC105828675	0.0595
LOC105836053	0.2151
LOC105836643	0.1257
LOC105834139	0.2696
LOC105837551	0.0808
LOC105836844	0.1021
LOC105829662	0.0933
LOC105836483	0.2661
LOC105831611	0.1669
LOC105831707	0.0667
LOC105829999	0.1533
LOC105828711	0.0161
LOC105837237	0.0364
LOC105836946	0.0187
LOC105837011	0.2096
LOC105831772	0.2359
LOC105838122	0.0444
LOC105835782	0.3556
LOC105832847	0.2719
LOC105839510	0.1145
LOC105836024	0.1494
LOC105833183	0.3006
LOC105841000	0.0726
LOC105828347	0.1251
LOC105838784	0.0123
LOC105840234	0.0996
LOC105832680	0.2221
LOC105836877	0.4260
LOC105839885	0.0993
LOC105836764	0.0225
LOC105833232	0.0571
LOC105839379	0.1956
LOC105838464	0.0524
LOC105832646	0.1383
LOC105839515	0.1251
LOC105829139	0.1740
LOC105838846	0.2359
LOC105831465	0.1845
LOC105839604	0.0369
LOC105840360	0.0482
LOC105836243	0.2154
LOC105837113	0.0354
LOC105835489	0.1498
LOC105835152	0.0696
LOC105829337	0.2720
LOC105830335	0.1227
LOC105835713	0.0633
LOC105837378	0.1965
LOC105836417	0.3083
LOC105835930	0.4153
LOC105834793	0.4708
LOC105830174	0.1093
LOC105836464	0.0884
LOC105839142	0.0780
LOC105835593	0.0722
LOC105833201	0.2754
LOC105833190	0.1674
LOC105836162	0.0565
LOC105830568	0.2622
LOC105829324	0.3389
LOC105840555	0.1297
LOC105838678	0.0165
LOC105840219	0.0526
LOC105830789	0.1969
LOC105840840	0.0202
LOC105834604	0.0695
LOC105834151	0.1572
LOC105831602	0.1749
LOC105837811	0.1573
LOC105836674	0.0303
LOC105829598	0.2116
LOC105829112	0.2545
LOC105834257	0.2799
LOC105836975	0.2745
LOC105830417	0.1086
LOC105833588	0.1849
LOC105835123	0.4588
LOC105831325	0.0600
LOC105836257	0.0775
LOC105835045	0.0328
LOC105839481	0.0464
LOC105832369	0.1487
LOC105839507	0.0186
LOC105838731	0.0053
LOC105830945	0.3554
LOC105839536	0.1411
LOC105827870	0.1265
LOC105837187	0.0946
LOC105831377	0.1102
LOC105828459	0.0010
LOC105828389	0.0516
LOC105829353	0.1483
LOC105830300	0.0252
LOC105839588	0.3547
LOC105834396	0.0292
LOC105837092	0.1532
LOC105828419	0.0127
LOC105830277	0.1810
LOC105834960	0.0883
LOC105834776	0.1430
LOC105839471	0.2807
LOC105837151	0.0815
LOC105831211	0.2052
LOC105837449	0.2041
LOC105827811	0.1838
LOC105830523	0.1545
LOC105831308	0.3536
LOC105837353	0.1338
LOC105839371	0.4160
LOC105839831	0.1981
LOC105830499	0.1510
LOC105833906	0.0557
LOC105831523	0.1197
LOC105829034	0.1300
LOC105837932	0.1289
LOC105835244	0.4058
LOC105834047	0.0154
LOC105839695	0.1392
LOC105830514	0.0891
LOC105838478	0.2940
LOC105828511	0.1805
LOC105835821	0.0613
LOC105834952	0.0749
LOC105840990	0.2685
LOC105834398	0.0450
LOC105830236	0.3114
LOC105837069	0.1895
LOC105831146	0.0338
LOC105834552	0.0853
LOC105839271	0.0693
LOC105830861	0.1723
LOC105831694	0.1713
LOC105841018	0.4495
LOC105831331	0.1323
LOC105834667	0.1082
LOC105836400	0.0586
LOC105837071	0.1856
LOC105839921	0.2333
LOC105835493	0.3623
LOC105828484	0.1061
LOC105838308	0.1008
LOC105834391	0.0069
LOC105829090	0.0320
LOC105829017	0.0423
LOC105828541	0.3451
LOC105828587	0.2095
LOC105832974	0.2138
LOC105839519	0.1682
LOC105830556	0.1660
LOC105835831	0.3977
LOC105831669	0.1547
LOC105830004	0.0404
LOC105829646	0.1206
LOC105833700	0.0335
LOC105828497	0.0937
LOC105837804	0.2116
LOC105834471	0.4696
LOC105833199	0.1371
LOC105829648	0.2497
LOC105832236	0.2494
LOC105831176	0.1679
LOC105833303	0.2288
LOC105836610	0.0399
LOC105833044	0.3119
LOC105838105	0.6420
LOC105832453	0.0522
LOC105829302	0.1100
LOC105832097	0.1808
LOC105830119	0.0982
LOC105836539	0.2398
LOC105838079	0.0600
LOC105831625	0.0589
LOC105828392	0.1343
LOC105837444	0.2310
LOC105830330	0.1382
LOC105829913	0.1139
LOC105830215	0.0109
LOC105837491	0.0394
LOC105836475	0.1209
LOC105840130	0.1001
LOC105839821	0.0983
LOC105837600	0.0588
LOC105833594	0.0494
LOC105829011	0.2142
LOC105830855	0.0723
LOC105836615	0.1369
LOC105828226	0.2657
LOC105829135	0.2761
LOC105831426	0.0119
LOC105840387	0.0523
LOC105832523	0.2015
LOC105836232	0.2287
LOC105839133	0.1266
LOC105831649	0.2001
LOC105836727	0.2167
LOC105828732	0.2878
LOC105833100	0.1114
LOC105831908	0.2227
LOC105838124	0.3855
LOC105829584	0.0342
LOC105829964	0.1555
LOC105832991	0.4043
LOC105830698	0.0949
LOC105829561	0.2794
LOC105838723	0.1194
LOC105836125	0.3434
LOC105835081	0.1313
LOC105831404	0.1429
LOC105830101	0.0825
LOC105828607	0.1196
LOC105835315	0.1989
LOC105832552	0.2755
LOC105830785	0.1784
LOC105829360	0.1268
LOC105833896	0.1639
LOC105828653	0.0521
LOC105840038	0.3058
LOC105836504	0.1744
LOC105836026	0.3365
LOC105838922	0.0669
LOC105838578	0.1966
LOC105837060	0.3369
LOC105841128	0.4203
LOC105831242	0.0128
LOC105831328	0.0157
LOC105835271	0.0681
LOC105829713	0.0380
LOC105834258	0.0302
LOC105827774	0.1783
LOC105830328	0.2591
LOC105829985	0.3923
LOC105833831	0.0563
LOC105834823	0.0797
LOC105830421	0.0557
LOC105837316	0.3724
LOC105833223	0.1439
LOC105838506	0.0599
LOC105831843	0.1703
LOC105830135	0.1433
LOC105831088	0.1125
LOC105832889	0.0831
LOC105830917	0.3199
LOC105840580	0.3840
LOC105839048	0.1417
LOC105835758	0.1105
LOC105835590	0.0971
LOC105830788	0.0818
LOC105830992	0.0372
LOC105830998	0.0689
LOC105840410	0.0620
LOC105831186	0.1295
LOC105833126	0.2477
LOC105829332	0.3916
LOC105837562	0.0010
LOC105840861	0.4694
LOC105832579	0.0587
LOC105829940	0.0010
LOC105830725	0.1690
LOC105834382	0.1922
LOC105833486	0.3882
LOC105838729	0.2164
LOC105836250	0.2477
LOC105834773	0.3077
LOC105833390	0.1679
LOC105835786	0.2324
LOC105833226	0.1014
LOC105830217	0.4944
LOC105833685	0.1763
LOC105834710	0.2433
LOC105840378	0.0080
LOC105836924	0.1563
LOC105830928	0.0519
LOC105835840	0.1645
LOC105834780	0.2331
LOC105829414	0.1376
LOC105831438	0.1602
LOC105838998	0.0040
LOC105831363	0.1376
LOC105839440	0.3437
LOC105837913	0.2010
LOC105838185	0.2262
LOC105828744	0.1177
LOC105835810	0.0442
LOC105837853	0.1650
LOC105828330	0.1141
LOC105829361	0.3004
LOC105829512	0.5180
LOC105839859	0.4028
LOC105830980	0.1314
LOC105838156	0.2236
LOC105838296	0.0452
LOC105831164	0.0010
LOC105840321	0.0010
LOC105828584	0.0445
LOC105841136	0.1399
LOC105838014	0.1601
LOC105835310	0.1992
LOC105828793	0.1838
LOC105835931	0.1157
LOC105839520	0.0010
LOC105827936	0.0247
LOC105831833	0.1964
LOC105839420	0.2430
LOC105828660	0.0142
LOC105829550	0.2557
LOC105835426	0.1863
LOC105832469	0.1578
LOC105830336	0.1910
LOC105828537	0.1599
LOC105835592	0.1074
LOC105838302	0.4474
LOC105841134	0.3342
LOC105831014	0.0279
LOC105838860	0.0344
LOC105838288	0.0397
LOC105829743	0.2631
LOC105841141	0.0853
LOC105832274	0.1873
LOC105835422	0.1986
LOC105840731	0.1030
LOC105832915	0.0931
LOC105836478	0.0936
LOC105834432	0.2279
LOC105836045	0.2253
LOC105832311	0.2043
LOC105834715	0.1146
LOC105839879	0.0949
LOC105834347	0.0781
LOC105832596	0.0699
LOC105830166	0.1052
LOC105832604	0.1538
LOC105835586	0.0010
LOC105836600	0.0330
LOC105836608	0.1337
LOC105838927	0.0676
LOC105831695	0.1084
LOC105831954	0.1785
LOC105833271	0.1204
LOC105840888	0.0263
LOC105835783	0.2640
LOC105838057	0.0675
LOC105833042	0.0693
LOC105837733	0.3764
LOC105839666	0.1367
LOC105837595	0.1725
LOC105840845	0.4093
LOC105828549	0.0046
LOC105840215	0.1211
LOC105835938	0.2348
LOC105835644	0.1692
LOC105828611	0.1205
LOC105838523	0.1688
LOC105828349	0.3080
LOC105828603	0.0010
LOC105840498	0.1130
LOC105838623	0.5230
LOC105827789	0.2614
LOC105832815	0.1865
LOC105830527	0.1535
LOC105828608	0.1441
LOC105831750	0.0852
LOC105834555	0.1405
LOC105837731	0.2909
LOC105830997	0.0160
LOC105838583	0.0733
LOC105828652	0.1232
LOC105838097	0.1328
LOC105839614	0.2934
LOC105830357	0.5844
LOC105828460	0.0517
LOC105838638	0.1144
LOC105840568	0.0703
LOC105831143	0.0654
LOC105830688	0.1819
LOC105831127	0.1628
LOC105830507	0.1862
LOC105837602	0.2819
LOC105840144	0.2622
LOC105831300	0.0280
LOC105835819	0.0235
LOC105836499	0.3372
LOC105833393	0.0216
LOC105832142	0.0427
LOC105840384	0.0421
LOC105831239	0.1035
LOC105835316	0.1778
LOC105838307	0.2999
LOC105835182	0.1855
LOC105837355	0.3258
LOC105836717	0.1761
LOC105832363	0.1885
LOC105835449	0.2247
LOC105833924	0.0038
LOC105833267	0.0359
LOC105839918	0.0747
LOC105831156	0.0651
LOC105838859	0.0769
LOC105834816	0.0943
LOC105841042	0.5276
LOC105836770	0.2427
LOC105828398	0.1494
LOC105828692	0.0216
LOC105838605	0.0750
LOC105830864	0.0907
LOC105833959	0.1698
LOC105836634	0.0785
LOC105831395	0.0647
LOC105840625	0.1182
LOC105837279	0.0107
LOC105833081	0.0858
LOC105840048	0.2914
LOC105829501	0.2935
LOC105838273	0.1805
LOC105836919	0.0382
LOC105834746	0.1214
LOC105834879	0.1497
LOC105830874	0.0701
LOC105831751	0.4489
LOC105836668	0.0315
LOC105833151	0.2283
LOC105829198	0.0235
LOC105838990	0.2385
LOC105835811	0.0164
LOC105841054	0.3620
LOC105831678	0.1436
LOC105837335	0.0669
LOC105832386	0.2589
LOC105839943	0.1184
LOC105828693	0.1401
LOC105830449	1.1208
LOC105840108	0.1989
LOC105836042	0.0062
LOC105836909	0.0659
LOC105833438	0.0405
LOC105836661	0.1636
LOC105836620	0.0548
LOC105830015	0.2448
LOC105839046	0.4441
LOC105840721	0.1912
LOC105835731	0.6380
LOC105828213	0.0010
LOC105830680	0.2509
LOC105836532	0.0010
LOC105834030	0.0056
LOC105827830	0.4993
LOC105828526	0.1657
LOC105837438	0.2123
LOC105835388	0.2307
LOC105832969	0.1243
LOC105834118	0.2738
LOC105836305	0.0246
LOC105831294	0.1071
LOC105834111	0.1801
LOC105834736	0.2323
LOC105833315	0.0544
LOC105835421	0.0555
LOC105841139	0.1918
LOC105830720	0.0551
LOC105830821	0.0010
