"Gene","pi"
"LOC552377",0
"LOC552379",0
"LOC552381",0
"LOC552383",0
"LOC552386",0.00909091
"LOC552387",0.01924
"LOC552388",0.175158007692308
"LOC552392",0
"LOC552395",0.0468550911764706
"LOC552396",0.1093073125
"LOC552397",0.03636364
"LOC552399",0.0281385083333333
"LOC552400",0
"LOC552401",0.0246753
"LOC552402",0
"LOC552403",0
"LOC552405",0
"LOC552407",0.0346320666666667
"LOC552409",0.0303030333333333
"LOC552410",0
"LOC552413",0
"LOC552414",0.0611339609756098
"LOC552417",0
"LOC552418",0.00699300769230769
"LOC552419",0
"LOC552420",0
"LOC552421",0
"LOC552424",0
"LOC552425",0.0888101545454545
"LOC552426",0
"LOC552428",0
"LOC552429",0
"LOC552430",0
"LOC552431",0
"LOC552432",0.0259740285714286
"LOC552433",0
"LOC552434",0
"LOC552435",0
"LOC552437",0
"LOC552439",0.00787090909090909
"LOC552441",0
"LOC552442",0.06168825
"LOC552444",0
"LOC552445",0
"LOC552446",0.0940520301369863
"LOC552447",0
"LOC552449",0
"LOC552450",0
"LOC552452",0
"LOC552453",0.05772
"LOC552454",0.08658
"LOC552455",0
"LOC552457",0.0460911470588235
"LOC552458",0
"LOC552459",0.129220688333333
"LOC552461",0.164502066666667
"LOC552463",0.0445268571428571
"LOC552466",0.137894563414634
"LOC552468",0.00606060666666667
"LOC552469",0
"LOC552471",0
"LOC552472",0.0259740285714286
"LOC552476",0
"LOC552477",0.0853433
"LOC552479",0.00699300769230769
"LOC552480",0
"LOC552482",0
"LOC552483",0
"LOC552485",0.1022726375
"LOC552487",0
"LOC552488",0.022727275
"LOC552489",0.0598189090909091
"LOC552491",0.0247371428571429
"LOC552493",0
"LOC552495",0.00568181875
"LOC552496",0
"LOC552497",0
"LOC552498",0
"LOC552502",0
"LOC552503",0
"LOC552504",0.122518890566038
"LOC552505",0.0360325911764706
"LOC552508",0
"LOC552509",0
"LOC552510",0
"LOC552511",0
"LOC552512",0.1107185864
"LOC552513",0.02245670625
"LOC552514",0
"LOC552515",0
"LOC552516",0
"LOC552517",0
"LOC552519",0
"LOC552522",0.04329
"LOC552523",0.0716524517241379
"LOC552524",0.053872
"LOC552526",0
"LOC552527",0.044372275
"LOC552528",0
"LOC552529",0
"LOC552530",0.19112536
"LOC552532",0.0194805
"LOC552533",0
"LOC552534",0
"LOC552535",0.0129870142857143
"LOC552536",0
"LOC552539",0
"LOC552540",0
"LOC552542",0
"LOC552545",0.06406923
"LOC552546",0.0816925129032258
"LOC552548",0.0174396857142857
"LOC552549",0
"LOC552550",0.034632
"LOC552551",0
"LOC552552",0.0790764066666667
"LOC552554",0
"LOC552556",0
"LOC552557",0.0397481606060606
"LOC552558",0.0113636375
"LOC552559",0
"LOC552560",0
"LOC552561",0.0517201947368421
"LOC552562",0
"LOC552563",0
"LOC552564",0
"LOC552566",0
"LOC552567",0
"LOC552568",0
"LOC552569",0
"LOC552571",0
"LOC552572",0
"LOC552573",0.0303030333333333
"LOC552574",0
"LOC552576",0
"LOC552577",0.0342472155555556
"LOC552578",0.0342130838709677
"LOC552580",0
"LOC552582",0
"LOC552583",0
"LOC552584",0.169191758333333
"LOC552585",0.141895133333333
"LOC552586",0.0151515166666667
"LOC552588",0
"LOC552589",0.0449657580645161
"LOC552590",0
"LOC552592",0
"LOC552593",0
"LOC552594",0.01818182
"LOC552596",0
"LOC552597",0
"LOC552598",0.121895647368421
"LOC552599",0
"LOC552600",0
"LOC552601",0
"LOC552603",0
"LOC552604",0.112863257142857
"LOC552605",0
"LOC552608",0.1109306375
"LOC552610",0.2597405
"LOC552611",0
"LOC552612",0
"LOC552613",0
"LOC552618",0
"LOC552619",0.01818182
"LOC552620",0
"LOC552621",0
"LOC552623",0
"LOC552624",0
"LOC552625",0.13203455
"LOC552626",0
"LOC552628",0
"LOC552629",0
"LOC552631",0
"LOC552632",0
"LOC552633",0
"LOC552634",0.0303030333333333
"LOC552635",0
"LOC552636",0.0643938875
"LOC552637",0.053872
"LOC552638",0.126984
"LOC552639",0
"LOC552640",0.01924
"LOC552641",0
"LOC552642",0
"LOC552643",0
"LOC552644",0
"LOC552645",0
"LOC552647",0
"LOC552648",0
"LOC552649",0
"LOC552650",0
"LOC552651",0.0909091
"LOC552652",0
"LOC552653",0
"LOC552654",0
"LOC552656",0
"LOC552657",0.043019440625
"LOC552658",0
"LOC552660",0
"LOC552661",0.121418147619048
"LOC552663",0
"LOC552664",0.034965
"LOC552665",0.01924
"LOC552666",0.232529285714286
"LOC552667",0
"LOC552668",0.1194804
"LOC552669",0
"LOC552671",0
"LOC552672",0.00649350714285714
"LOC552673",0.0909091
"LOC552674",0
"LOC552675",0
"LOC552676",0
"LOC552677",0
"LOC552678",0.0160427823529412
"LOC552679",0.0606060666666667
"LOC552680",0
"LOC552681",0
"LOC552682",0
"LOC552683",0
"LOC552684",0.01650431875
"LOC552685",0.0394420222222222
"LOC552689",0.0413222727272727
"LOC552690",0
"LOC552691",0
"LOC552692",0
"LOC552693",0.051948
"LOC552694",0.094757
"LOC552695",0.125541233333333
"LOC552696",0
"LOC552697",0
"LOC552698",0
"LOC552699",0
"LOC552700",0
"LOC552701",0
"LOC552703",0
"LOC552704",0
"LOC552705",0
"LOC552707",0.0493506
"LOC552708",0
"LOC552709",0.0129870142857143
"LOC552710",0
"LOC552711",0.0827321259259259
"LOC552712",0
"LOC552714",0.011544
"LOC552715",0
"LOC552716",0
"LOC552717",0
"LOC552718",0.0519480153846154
"LOC552719",0
"LOC552720",0
"LOC552721",0
"LOC552722",0
"LOC552724",0.0680271734693878
"LOC552725",0
"LOC552726",0
"LOC552728",0
"LOC552729",0.0909091
"LOC552731",0.00986050555555556
"LOC552732",0.10216442
"LOC552733",0
"LOC552734",0.0742590153846154
"LOC552735",0.0909091
"LOC552736",0
"LOC552738",0.01818182
"LOC552740",0
"LOC552741",0
"LOC552742",0
"LOC552744",0
"LOC552745",0
"LOC552746",0
"LOC552747",0.0909091
"LOC552748",0
"LOC552749",0.0590027259259259
"LOC552750",0.00909091
"LOC552752",0.0512645526315789
"LOC552755",0.0742114285714286
"LOC552756",0.0247371428571429
"LOC552757",0
"LOC552758",0
"LOC552759",0
"LOC552761",0.064935
"LOC552763",0.0303030333333333
"LOC552764",0
"LOC552765",0
"LOC552767",0
"LOC552768",0
"LOC552771",0.09343435
"LOC552772",0.0303030333333333
"LOC552773",0.0578512
"LOC552774",0
"LOC552776",0.04329
"LOC552778",0.0246753
"LOC552779",0
"LOC552780",0
"LOC552781",0
"LOC552782",0.0321789433333333
"LOC552784",0
"LOC552786",0
"LOC552787",0.182745753571429
"LOC552788",0
"LOC552792",0.0960571108108108
"LOC552793",0.022727275
"LOC552794",0.0101010111111111
"LOC552795",0.0247371428571429
"LOC552797",0.0659340846153846
"LOC552798",0
"LOC552799",0.0766852
"LOC552800",0.00757575833333333
"LOC552801",0
"LOC552802",0
"LOC552803",0
"LOC552804",0
"LOC552805",0
"LOC552806",0
"LOC552807",0
"LOC552809",0
"LOC552810",0
"LOC552811",0.081918058974359
"LOC552812",0.02886
"LOC552814",0
"LOC552815",0
"LOC552816",0
"LOC552818",0
"LOC552820",0
"LOC552823",0
"LOC552824",0
"LOC552828",0
"LOC552829",0.04329
"LOC552830",0.022727275
"LOC552831",0.03636364
"LOC552832",0.0503246375
"LOC552835",0.0303030333333333
"LOC552836",0.0719696625
"LOC552838",0
"LOC552839",0.0214567826086957
"LOC552841",0
"LOC552842",0.06168825
"LOC552843",0
"LOC552844",0
"LOC552845",0
"LOC552846",0
"LOC552848",0
"LOC552850",0
"LOC552851",0
"LOC678674",0.23290022
"LOC724113",0.04545455
"LOC724114",0.253968
"LOC724115",0
"LOC724117",0.0303030333333333
"LOC724118",0
"LOC724119",0
"LOC724120",0.0375180222222222
"LOC724123",0.00757575833333333
"LOC724125",0
"LOC724126",0.0582447545454545
"LOC724129",0.0157418181818182
"LOC724133",0
"LOC724138",0.1324674
"LOC724145",0.00699300769230769
"LOC724146",0
"LOC724148",0.0488558642857143
"LOC724150",0.029331187755102
"LOC724151",0
"LOC724152",0
"LOC724154",0.00534759411764706
"LOC724155",0.0880230333333333
"LOC724156",0.0349650384615385
"LOC724157",0
"LOC724158",0
"LOC724159",0.0216450125
"LOC724160",0.00606060666666667
"LOC724161",0.156527557894737
"LOC724162",0
"LOC724164",0
"LOC724167",0
"LOC724168",0.0355940166666667
"LOC724169",0.01818182
"LOC724170",0
"LOC724172",0.08095235375
"LOC724175",0
"LOC724177",0
"LOC724178",0
"LOC724179",0.0247371428571429
"LOC724183",0
"LOC724186",0
"LOC724187",0.0656010076923077
"LOC724188",0.519481
"LOC724189",0.415584
"LOC724192",0.122561952688172
"LOC724193",0
"LOC724195",0.0616882666666667
"LOC724196",0.063852775
"LOC724197",0.0599875714285714
"LOC724199",0.0606060666666667
"LOC724201",0.155844
"LOC724202",0.132916392592593
"LOC724203",0
"LOC724205",0
"LOC724206",0
"LOC724207",0.0633116375
"LOC724208",0.0479797583333333
"LOC724211",0
"LOC724212",0
"LOC724214",0
"LOC724215",0.00568181875
"LOC724216",0
"LOC724218",0
"LOC724220",0.128427033333333
"LOC724223",0
"LOC724225",0.050616
"LOC724226",0.023976
"LOC724227",0.0376434782608696
"LOC724228",0.161616
"LOC724229",0.34632
"LOC724233",0.253247
"LOC724234",0
"LOC724235",0.022727275
"LOC724236",0.128908022222222
"LOC724237",0.04545455
"LOC724238",0.0378218210526316
"LOC724239",0.0341763210526316
"LOC724240",0.0415584
"LOC724242",0.0379620153846154
"LOC724243",0.0188901818181818
"LOC724244",0.00568181875
"LOC724246",0.0868205833333333
"LOC724247",0.00505050555555556
"LOC724249",0.0151515166666667
"LOC724250",0.0762986375
"LOC724251",0.0569985083333333
"LOC724252",0.065108208
"LOC724256",0
"LOC724257",0
"LOC724258",0
"LOC724259",0
"LOC724260",0.00395256956521739
"LOC724262",0.11515142
"LOC724263",0
"LOC724264",0
"LOC724267",0.022727275
"LOC724269",0.0117501428571429
"LOC724270",0
"LOC724274",0
"LOC724275",0
"LOC724280",0
"LOC724281",0.07012982
"LOC724282",0.04545455
"LOC724283",0.0589053714285714
"LOC724284",0.16709948
"LOC724285",0.0574795666666667
"LOC724286",0.0968122181818182
"LOC724287",0
"LOC724288",0
"LOC724290",0.0350649066666667
"LOC724291",0.1503344
"LOC724292",0.0749251153846154
"LOC724293",0
"LOC724294",0
"LOC724295",0.00606060666666667
"LOC724296",0
"LOC724297",0.00962
"LOC724299",0.0429570192307692
"LOC724300",0.0422078333333333
"LOC724301",0.069264
"LOC724304",0.00534759411764706
"LOC724306",0
"LOC724307",0.0220057583333333
"LOC724308",0.147186
"LOC724309",0.150649206666667
"LOC724310",0.0234604129032258
"LOC724311",0.0415584
"LOC724312",0.0724758580645161
"LOC724313",0.022727275
"LOC724315",0.00826446363636364
"LOC724319",0.07696
"LOC724320",0
"LOC724321",0.0101010111111111
"LOC724322",0
"LOC724323",0
"LOC724326",0
"LOC724327",0.0101010111111111
"LOC724328",0
"LOC724329",0
"LOC724330",0.077922
"LOC724331",0.0831168
"LOC724332",0
"LOC724333",0.0242424266666667
"LOC724334",0.141053386111111
"LOC724335",0.074025925
"LOC724336",0.0225108066666667
"LOC724338",0
"LOC724339",0
"LOC724341",0.051948
"LOC724344",0.054473275
"LOC724346",0
"LOC724348",0.0151515166666667
"LOC724349",0
"LOC724350",0
"LOC724352",0
"LOC724353",0.0303030333333333
"LOC724355",0
"LOC724356",0.017316
"LOC724357",0
"LOC724358",0.0590157836734694
"LOC724361",0
"LOC724363",0
"LOC724365",0.155844
"LOC724367",0.0202020222222222
"LOC724368",0.0129870142857143
"LOC724370",0
"LOC724372",0.0151515166666667
"LOC724373",0.0202020222222222
"LOC724374",0.05772
"LOC724375",0.034632
"LOC724378",0
"LOC724379",0.0407435882352941
"LOC724380",0.01818182
"LOC724382",0
"LOC724383",0
"LOC724385",0.113997070175439
"LOC724386",0.10129862
"LOC724389",0.02727273
"LOC724390",0.07765145625
"LOC724391",0.0768913404761905
"LOC724393",0
"LOC724395",0.168048677108434
"LOC724397",0
"LOC724398",0.0247933909090909
"LOC724399",0
"LOC724402",0
"LOC724405",0
"LOC724407",0
"LOC724408",0
"LOC724410",0.0562770166666667
"LOC724411",0.051948
"LOC724412",0.0753246266666667
"LOC724415",0.033549775
"LOC724417",0.0345313790697674
"LOC724418",0.0203717647058824
"LOC724421",0.231129612781955
"LOC724422",0.100288561111111
"LOC724423",0
"LOC724424",0
"LOC724425",0
"LOC724429",0.0202020222222222
"LOC724430",0.01818182
"LOC724431",0.03441561
"LOC724432",0.01818182
"LOC724433",0.0832959620689655
"LOC724435",0
"LOC724436",0.115027728571429
"LOC724437",0
"LOC724439",0.0308933227272727
"LOC724440",0
"LOC724442",0.00649350714285714
"LOC724443",0.018981
"LOC724446",0
"LOC724449",0
"LOC724450",0.0493506
"LOC724453",0
"LOC724455",0
"LOC724457",0
"LOC724458",0.1098484625
"LOC724459",0.0377241571428571
"LOC724460",0.0465090128205128
"LOC724462",0.06634196
"LOC724463",0
"LOC724464",0.021645
"LOC724465",0.0681096133333333
"LOC724466",0.169628494736842
"LOC724467",0.069264
"LOC724468",0.049004308
"LOC724471",0.1102955
"LOC724472",0.00324675357142857
"LOC724473",0.1008657625
"LOC724474",0
"LOC724475",0.022727275
"LOC724477",0.0139860153846154
"LOC724479",0.0303030333333333
"LOC724480",0
"LOC724481",0.0151515166666667
"LOC724483",0
"LOC724486",0
"LOC724488",0
"LOC724489",0
"LOC724493",0
"LOC724494",0
"LOC724495",0.155844258823529
"LOC724496",0
"LOC724497",0.0731374421052632
"LOC724498",0.0630797285714286
"LOC724499",0
"LOC724501",0
"LOC724502",0
"LOC724505",0
"LOC724506",0
"LOC724507",0.00826446363636364
"LOC724508",0
"LOC724509",0
"LOC724510",0
"LOC724511",0.0243998363636364
"LOC724513",0
"LOC724515",0.031976904
"LOC724516",0.1546896
"LOC724517",0.0361780785714286
"LOC724518",0.108806541791045
"LOC724519",0
"LOC724520",0.054998
"LOC724521",0.0259740285714286
"LOC724524",0.05108222
"LOC724525",0.053872
"LOC724527",0
"LOC724529",0
"LOC724535",0.08083061875
"LOC724536",0
"LOC724537",0
"LOC724538",0
"LOC724539",0
"LOC724540",0
"LOC724541",0.055844205
"LOC724543",0.07099564
"LOC724545",0.0295815166666667
"LOC724546",0.116264592857143
"LOC724548",0.081764035
"LOC724550",0
"LOC724551",0.1246752
"LOC724552",0
"LOC724553",0
"LOC724554",0.2356213
"LOC724555",0.13203455
"LOC724557",0.04545455
"LOC724558",0.0626040230769231
"LOC724559",0
"LOC724560",0
"LOC724561",0.021943575862069
"LOC724563",0.0428343315789474
"LOC724564",0.0445268571428571
"LOC724565",0.034632
"LOC724567",0
"LOC724568",0.0303030333333333
"LOC724569",0.0858224816666667
"LOC724571",0.0663314741935484
"LOC724575",0.216117
"LOC724578",0.0151515166666667
"LOC724580",0
"LOC724583",0
"LOC724585",0
"LOC724587",0.022727275
"LOC724590",0.112340286419753
"LOC724591",0
"LOC724592",0.107106331460674
"LOC724593",0
"LOC724594",0
"LOC724595",0.034415565
"LOC724596",0.06168825
"LOC724598",0
"LOC724599",0
"LOC724600",0
"LOC724602",0
"LOC724603",0.0739865590909091
"LOC724604",0.0513743253012048
"LOC724607",0.0916305833333333
"LOC724608",0.0493278763157895
"LOC724610",0.0139860153846154
"LOC724611",0.01818182
"LOC724612",0.0632592935483871
"LOC724613",0.0436835575757576
"LOC724616",0.0759430514285714
"LOC724617",0
"LOC724618",0.0595610896551724
"LOC724619",0.0224320909090909
"LOC724620",0
"LOC724622",0
"LOC724624",0
"LOC724625",0
"LOC724628",0
"LOC724630",0
"LOC724631",0.022727275
"LOC724634",0.0777321657894737
"LOC724635",0
"LOC724636",0.0629673636363636
"LOC724640",0.01818182
"LOC724642",0
"LOC724643",0
"LOC724645",0.0740740222222222
"LOC724646",0
"LOC724647",0
"LOC724648",0
"LOC724651",0.0496392566666667
"LOC724652",0.0715087382716049
"LOC724653",0
"LOC724654",0.124613392857143
"LOC724655",0.0303030333333333
"LOC724656",0
"LOC724658",0
"LOC724659",0
"LOC724660",0.010909092
"LOC724663",0.0564316107142857
"LOC724664",0.105551282352941
"LOC724665",0
"LOC724666",0
"LOC724669",0.01818182
"LOC724673",0.0151515166666667
"LOC724677",0.242424
"LOC724678",0
"LOC724679",0.0389610181818182
"LOC724680",0
"LOC724681",0
"LOC724683",0.08658
"LOC724685",0.0202020222222222
"LOC724686",0
"LOC724687",0.0593691428571429
"LOC724688",0
"LOC724690",0.0493506
"LOC724692",0
"LOC724695",0
"LOC724698",0.0252525277777778
"LOC724700",0
"LOC724701",0.0139860153846154
"LOC724703",0.01332
"LOC724704",0.08415576
"LOC724705",0
"LOC724706",0.09437224
"LOC724708",0.06883113
"LOC724711",0.1177488
"LOC724712",0.0346320666666667
"LOC724715",0
"LOC724717",0.0649350375
"LOC724718",0.0250329173913043
"LOC724719",0
"LOC724720",0
"LOC724721",0
"LOC724724",0
"LOC724727",0
"LOC724728",0.0320855352941176
"LOC724731",0.024531
"LOC724732",0.00606060666666667
"LOC724733",0.01818182
"LOC724734",0.0106951882352941
"LOC724735",0.07835491
"LOC724736",0.105050493333333
"LOC724737",0.0654761625
"LOC724738",0
"LOC724739",0.08658
"LOC724740",0.07332244375
"LOC724741",0
"LOC724742",0
"LOC724743",0
"LOC724744",0.0113636375
"LOC724745",0.17316
"LOC724747",0.05056274
"LOC724749",0
"LOC724750",0.103896
"LOC724752",0.0250783551724138
"LOC724756",0
"LOC724760",0.03896102
"LOC724761",0
"LOC724762",0
"LOC724763",0.0113636375
"LOC724765",0.0247371428571429
"LOC724767",0.0445268571428571
"LOC724768",0.04545455
"LOC724769",0
"LOC724770",0
"LOC724772",0.0869130153846154
"LOC724773",0.073593
"LOC724775",0
"LOC724776",0.0741833772727273
"LOC724778",0.1563853
"LOC724779",0.0178571333333333
"LOC724780",0.04372296
"LOC724781",0.0514923263157895
"LOC724783",0.03636364
"LOC724784",0
"LOC724785",0
"LOC724786",0.0896721428571429
"LOC724787",0.00699300769230769
"LOC724789",0
"LOC724790",0
"LOC724791",0.022727275
"LOC724792",0.0107283913043478
"LOC724795",0.0404040095238095
"LOC724796",0.00649350714285714
"LOC724798",0
"LOC724799",0.05772
"LOC724801",0.053872
"LOC724802",0
"LOC724803",0.0859353042553192
"LOC724804",0.069264
"LOC724806",0.0416437732394366
"LOC724808",0
"LOC724809",0.0259740285714286
"LOC724810",0.0609152214285714
"LOC724811",0
"LOC724816",0
"LOC724817",0.204906
"LOC724819",0.0101858823529412
"LOC724822",0
"LOC724823",0
"LOC724826",0.0121212133333333
"LOC724827",0
"LOC724829",0.0303030333333333
"LOC724830",0.00752869565217391
"LOC724831",0
"LOC724832",0
"LOC724835",0.0952380285714286
"LOC724838",0.0277056
"LOC724842",0
"LOC724843",0
"LOC724847",0.01924
"LOC724850",0
"LOC724852",0
"LOC724853",0.04025971
"LOC724855",0
"LOC724856",0
"LOC724859",0.0118738285714286
"LOC724860",0
"LOC724861",0.07272728
"LOC724862",0.141001714285714
"LOC724863",0
"LOC724864",0.100529
"LOC724865",0
"LOC724867",0.0322707454545455
"LOC724869",0.04545455
"LOC724870",0
"LOC724872",0.084415525
"LOC724873",0
"LOC724874",0.0346320666666667
"LOC724875",0.022727275
"LOC724876",0
"LOC724877",0.0121212133333333
"LOC724878",0
"LOC724885",0.0287081368421053
"LOC724886",0.0451266151515151
"LOC724888",0.0916305333333333
"LOC724889",0.0614439290322581
"LOC724890",0.00349650384615385
"LOC724891",0.04545455
"LOC724892",0.09913414
"LOC724893",0.077922
"LOC724895",0
"LOC724897",0.11544
"LOC724899",0.063852775
"LOC724900",0.144588693333333
"LOC724902",0.202323789473684
"LOC724903",0.0880230333333333
"LOC724904",0
"LOC724907",0.134920572222222
"LOC724908",0.0470779125
"LOC724909",0.0679320153846154
"LOC724911",0.122044565384615
"LOC724912",0
"LOC724914",0.0303030333333333
"LOC724915",0.1233765
"LOC724916",0.022727275
"LOC724917",0
"LOC724919",0.0121212133333333
"LOC724921",0
"LOC724922",0
"LOC724923",0.0377241571428571
"LOC724924",0
"LOC724925",0
"LOC724926",0.02640691
"LOC724927",0
"LOC724929",0.031688332
"LOC724930",0.01332
"LOC724932",0
"LOC724933",0
"LOC724934",0.0580086333333333
"LOC724935",0
"LOC724936",0.022727275
"LOC724937",0.0375180111111111
"LOC724939",0.152597525
"LOC724942",0
"LOC724943",0
"LOC724946",0.0274667586206897
"LOC724948",0
"LOC724950",0.0590781352941177
"LOC724951",0
"LOC724952",0.0530939205882353
"LOC724953",0
"LOC724954",0
"LOC724955",0
"LOC724958",0.311688
"LOC724959",0.0209235166666667
"LOC724962",0.0724124072727273
"LOC724965",0
"LOC724969",0
"LOC724971",0.107441065354331
"LOC724973",0.0355155
"LOC724974",0.0541125
"LOC724976",0.022727275
"LOC724979",0.0842882705882353
"LOC724983",0
"LOC724984",0
"LOC724985",0
"LOC724986",0.01443
"LOC724987",0.136021742105263
"LOC724988",0
"LOC724991",0.1593072
"LOC724992",0
"LOC724993",0.0527496925925926
"LOC724994",0.01818182
"LOC724995",0
"LOC724996",0
"LOC724997",0.01818182
"LOC724998",0.05465365625
"LOC724999",0
"LOC725003",0.037157275
"LOC725005",0.0757575416666667
"LOC725007",0.0392156588235294
"LOC725008",0.0267379705882353
"LOC725009",0
"LOC725011",0.022727275
"LOC725012",0.123067457142857
"LOC725013",0
"LOC725015",0
"LOC725017",0.0396270051282051
"LOC725018",0
"LOC725019",0.05909089
"LOC725020",0.069264
"LOC725021",0.0925324
"LOC725023",0.022727275
"LOC725024",0.04545455
"LOC725025",0
"LOC725026",0
"LOC725033",0.0291223772727273
"LOC725036",0.03636364
"LOC725038",0
"LOC725039",0.09199125
"LOC725040",0
"LOC725041",0
"LOC725042",0.0113636375
"LOC725043",0.04545455
"LOC725044",0.0129870142857143
"LOC725045",0
"LOC725046",0.0632214916666667
"LOC725047",0.0508658416666667
"LOC725048",0.0945792869565217
"LOC725049",0.0303030333333333
"LOC725050",0.030844125
"LOC725051",0.0439690921568627
"LOC725052",0.0472254818181818
"LOC725053",0
"LOC725054",0.0909091
"LOC725056",0
"LOC725057",0.0517815461538462
"LOC725058",0.049870112
"LOC725059",0.04545455
"LOC725060",0
"LOC725061",0.0108225
"LOC725062",0
"LOC725064",0.0440539470588235
"LOC725065",0
"LOC725067",0
"LOC725068",0.0246753
"LOC725069",0.0265386565217391
"LOC725070",0
"LOC725074",0.111111033333333
"LOC725078",0.07705631
"LOC725079",0.01818182
"LOC725081",0
"LOC725082",0.0303030333333333
"LOC725083",0.103896055555556
"LOC725084",0
"LOC725085",0.130263654545455
"LOC725086",0
"LOC725087",0.0985831818181818
"LOC725088",0.016883105
"LOC725089",0.0469530307692308
"LOC725091",0.077922
"LOC725092",0.01818182
"LOC725093",0.0683021222222222
"LOC725097",0.02886
"LOC725098",0
"LOC725099",0.138528114285714
"LOC725101",0
"LOC725105",0.073593
"LOC725106",0.0339105222222222
"LOC725107",0
"LOC725108",0.074458825
"LOC725111",0
"LOC725114",0.11544
"LOC725117",0.0504019357142857
"LOC725118",0.047272736
"LOC725119",0.02886
"LOC725122",0.00909091
"LOC725123",0.1071428
"LOC725125",0
"LOC725127",0.0236652133333333
"LOC725128",0
"LOC725130",0.02886
"LOC725131",0.0937367736342043
"LOC725134",0
"LOC725135",0.04025971
"LOC725136",0
"LOC725140",0
"LOC725143",0
"LOC725148",0.111935571428571
"LOC725149",0
"LOC725150",0.083594524137931
"LOC725151",0.0247715166666667
"LOC725154",0.0129870142857143
"LOC725155",0.0764790166666667
"LOC725156",0
"LOC725157",0.06839821
"LOC725158",0.04935062
"LOC725159",0.0456348916666667
"LOC725161",0.021645
"LOC725164",0.0816814375
"LOC725165",0.0340548066666667
"LOC725167",0.0664810928571429
"LOC725169",0
"LOC725170",0
"LOC725171",0
"LOC725173",0
"LOC725174",0
"LOC725175",0
"LOC725178",0.0963924933333333
"LOC725179",0
"LOC725183",0
"LOC725186",0.017316
"LOC725187",0.0639730111111111
"LOC725189",0.00699300769230769
"LOC725190",0.0463563958333333
"LOC725191",0.0865801666666667
"LOC725192",0.0430195125
"LOC725194",0.0259740285714286
"LOC725196",0.0303030333333333
"LOC725197",0
"LOC725200",0.007272728
"LOC725201",0
"LOC725202",0
"LOC725204",0.0352980076923077
"LOC725205",0.0799201
"LOC725207",0
"LOC725208",0
"LOC725209",0.0155334764705882
"LOC725210",0.0625738363636364
"LOC725211",0.00911368421052632
"LOC725215",0.219696903571429
"LOC725216",0
"LOC725217",0
"LOC725218",0.02727273
"LOC725219",0
"LOC725220",0
"LOC725224",0
"LOC725225",0.02886
"LOC725226",0.09567091
"LOC725232",0.04545455
"LOC725234",0
"LOC725237",0.102715381818182
"LOC725239",0.00443459024390244
"LOC725240",0
"LOC725241",0.0602730423076923
"LOC725243",0
"LOC725244",0.01443
"LOC725245",0.0194805214285714
"LOC725246",0.0879199773809524
"LOC725247",0.0591630933333333
"LOC725248",0
"LOC725250",0.107503513888889
"LOC725251",0
"LOC725252",0.02886
"LOC725253",0
"LOC725254",0
"LOC725255",0.119047516666667
"LOC725258",0.0389610769230769
"LOC725260",0.0909091
"LOC725261",0.095021615
"LOC725263",0.17316
"LOC725267",0
"LOC725268",0
"LOC725269",0.0345674313432836
"LOC725270",0.0253555857142857
"LOC725272",0.161616
"LOC725273",0.0411255
"LOC725274",0
"LOC725278",0.0357142666666667
"LOC725279",0.0586820666666667
"LOC725280",0.2521645
"LOC725281",0
"LOC725283",0.0188620785714286
"LOC725284",0
"LOC725286",0
"LOC725287",0
"LOC725288",0.0382628064516129
"LOC725289",0.0611707086956522
"LOC725290",0.0665299315789474
"LOC725291",0
"LOC725292",0.04329
"LOC725294",0.0838459894736842
"LOC725295",0
"LOC725298",0
"LOC725302",0.09870124
"LOC725303",0
"LOC725305",0.170686304761905
"LOC725306",0
"LOC725309",0.04545455
"LOC725310",0.16883105
"LOC725311",0
"LOC725314",0
"LOC725315",0.253247
"LOC725316",0
"LOC725317",0
"LOC725318",0.0303030333333333
"LOC725320",0
"LOC725323",0
"LOC725324",0.115440111111111
"LOC725325",0.0129870142857143
"LOC725326",0
"LOC725327",0.0985363666666667
"LOC725328",0
"LOC725329",0.02727273
"LOC725330",0.01818182
"LOC725331",0.2012986375
"LOC725332",0.00757575833333333
"LOC725334",0.05772
"LOC725335",0.0340909125
"LOC725336",0.05005409375
"LOC725337",0
"LOC725341",0.0101010111111111
"LOC725343",0.0723561571428571
"LOC725346",0.120891414814815
"LOC725348",0
"LOC725350",0.0888718882352941
"LOC725351",0
"LOC725352",0
"LOC725353",0.0594405346153846
"LOC725354",0
"LOC725357",0
"LOC725358",0
"LOC725359",0
"LOC725360",0.0151515166666667
"LOC725361",0.00534759411764706
"LOC725362",0
"LOC725363",0
"LOC725364",0.00826446363636364
"LOC725365",0
"LOC725366",0.0782312428571429
"LOC725368",0
"LOC725376",0
"LOC725378",0
"LOC725379",0
"LOC725380",0
"LOC725386",0.0953776741935484
"LOC725388",0
"LOC725389",0.0169037238095238
"LOC725390",0
"LOC725391",0.0914676032258065
"LOC725393",0
"LOC725394",0.00909091
"LOC725395",0
"LOC725396",0
"LOC725400",0
"LOC725401",0.0113636375
"LOC725404",0.0303030333333333
"LOC725405",0.0644793736842105
"LOC725406",0
"LOC725407",0.062049
"LOC725408",0.089105275
"LOC725409",0
"LOC725410",0.08658
"LOC725413",0.236685637209302
"LOC725414",0.242424
"LOC725415",0
"LOC725416",0
"LOC725417",0.022727275
"LOC725418",0
"LOC725420",0.0955587333333333
"LOC725421",0
