Gene	dN_dS
LOC100577064	0.6498
LOC725345	0.0718
LOC411531	0.0010
LOC724666	0.0293
LOC726341	0.2103
LOC408573	0.0010
LOC724120	0.2509
LOC412929	0.4242
LOC100576381	0.0010
LOC725047	0.3381
LOC100578091	0.1496
LOC725625	0.0313
LOC551956	0.0010
LOC409488	0.0563
LOC102654121	0.0284
LOC551992	0.0143
LOC552586	0.0448
LOC552234	0.0394
LOC100578428	0.1412
LOC100577879	0.1729
eve	0.0667
LOC726852	0.2360
LOC551556	0.1959
LOC552140	0.0010
LOC550703	0.0578
LOC409734	0.0115
LOC727021	0.1407
LOC409546	0.2212
LOC727015	0.0288
LOC410563	0.4506
LOC408785	0.1670
LOC409011	0.0713
LOC100577324	0.2740
LOC411411	0.0720
LOC724315	0.0117
LOC413253	0.0010
LOC408417	0.0010
LOC412503	0.1824
LOC726361	0.1231
LOC724259	0.4196
LOC552735	0.0791
LOC411320	0.0010
LOC413051	0.1600
LOC100577533	0.4169
LOC725957	0.0317
LOC412816	0.0210
LOC413437	0.0156
LOC725760	0.0616
LOC100577844	0.3368
LOC102655009	0.4511
LOC552143	0.3025
LOC410547	0.0922
LOC408819	0.0383
LOC550738	0.1182
LOC552732	0.1062
LOC102656395	0.1185
LOC551264	0.0010
LOC409145	0.0249
LOC724126	0.5397
LOC413296	0.0010
LOC412524	0.1827
LOC724875	0.0997
LOC409602	0.1555
LOC409799	0.0010
LOC413674	0.0344
LOC410200	0.0870
LOC412294	0.3010
LOC100577192	0.1095
LOC551085	0.0119
LOC724679	0.0304
LOC410949	0.0010
LOC409995	0.0213
LOC725653	0.0177
LOC410889	0.0562
LOC552256	0.0537
LOC726900	0.1009
LOC410308	0.0933
LOC726605	0.0350
LOC411294	0.0228
LOC552124	0.0760
LOC100576543	0.0792
LOC107964335	0.3039
LOC552336	0.1170
LOC100578999	0.0551
LOC409388	0.0161
LOC724982	0.0161
LOC552601	0.0464
LOC724565	0.8198
LOC100576320	0.2085
LOC408833	0.1504
LOC408614	0.0621
LOC100576222	0.0550
LOC409626	0.6697
LOC724156	0.1445
LOC100577606	0.0386
LOC725594	0.5391
LOC100577202	0.1766
Imd	0.2839
LOC726528	0.1123
LOC551173	0.0010
LOC725260	0.5260
LOC102655563	0.1911
LOC413285	0.0965
LOC100578752	0.0269
LOC411088	0.0010
LOC409514	0.1725
LOC100576565	0.2581
LOC725502	0.0010
LOC552181	0.0756
LOC408615	0.0010
LOC410280	0.0010
LOC100578511	0.8401
LOC727515	0.1215
LOC408891	0.0010
LOC552334	0.0010
LOC409326	0.0010
LOC552027	0.0010
LOC409387	0.0241
LOC102653815	0.3004
LOC409201	0.0275
LOC726697	0.1465
LOC410102	0.0010
LOC411104	0.0638
LOC412644	0.1294
LOC409355	0.0010
LOC413614	0.0243
LOC410434	0.0106
LOC413520	0.0010
LOC100576956	0.1360
LOC100577992	0.2337
LOC412768	0.0137
LOC100576382	0.1214
LOC100576400	0.0410
mRpL16	0.3898
Sod2	0.0838
LOC409272	0.1608
LOC411408	0.0878
LOC408538	0.1198
LOC412452	0.0213
LOC100578157	0.4336
LOC100576994	0.1665
LOC411852	0.0153
LOC724435	0.1269
LOC552650	0.0010
LOC726206	0.0230
LOC725796	0.0260
LOC413204	0.0347
LOC726028	0.1144
LOC408814	0.0010
LOC413898	0.0248
LOC552773	0.2233
LOC550955	0.3001
LOC410469	0.2239
LOC724721	0.2491
LOC551529	0.0380
LOC408773	0.0314
LOC100577840	0.1110
LOC409976	0.0508
LOC408503	0.0835
LOC552373	0.1726
LOC552386	0.1542
LOC409802	0.0237
LOC102655189	0.0046
LOC100576492	0.1055
LOC551257	0.0010
LOC552449	0.0010
LOC725628	0.1982
LOC409079	0.0620
LOC725158	0.2982
LOC411144	0.1730
LOC725123	0.1140
LOC725234	0.3034
LOC412318	0.1689
LOC551684	0.0662
LOC411114	0.0696
LOC410838	0.0010
LOC410533	0.0273
LOC100576488	0.4574
LOC100577805	0.2763
LOC412504	0.0010
LOC100577596	0.2352
LOC726427	0.1317
LOC552649	0.1333
LOC725729	0.0494
LOC551982	0.0010
LOC726981	0.3259
LOC100576118	0.3606
LOC100576410	0.0010
LOC725629	0.1736
LOC552493	0.1059
LOC100578890	0.3871
LOC724355	0.0340
LOC550996	0.0746
LOC102654737	0.2697
LOC552492	0.1425
LOC552480	0.0010
LOC408516	0.1369
LOC552103	0.0144
LOC726139	0.0250
LOC412254	0.1017
LOC100576559	0.3709
LOC725478	0.1302
LOC725734	0.0389
LOC413976	0.0010
LOC726509	0.1731
LOC551978	0.0010
LOC726197	0.0010
LOC412642	0.0121
LOC551877	0.0010
LOC725171	0.1508
LOC551222	0.0010
LOC408527	0.0010
LOC411295	0.0010
LOC724783	0.1393
TpnT	0.1239
LOC100577899	0.0694
LOC409728	0.0010
LOC411191	0.0130
LOC552372	0.0275
LOC551557	0.6717
LOC413649	0.0148
GstS4	0.0010
LOC100576361	0.0441
LOC102654014	0.0010
LOC725856	0.0747
LOC551901	0.2709
LOC551418	0.0010
LOC725757	0.0010
LOC551954	0.0010
LOC727419	0.0903
LOC408909	0.1401
LOC412189	0.0010
LOC100578892	0.1107
LOC724267	0.1731
LOC413398	0.1552
LOC552023	0.1639
LOC725135	0.1485
LOC724125	0.4558
LOC410349	0.2523
LOC552038	0.0813
LOC410294	0.0397
LOC552517	0.0010
LOC100576434	0.0996
LOC725660	0.0720
LOC726033	0.2226
LOC725274	2.1514
LOC411524	0.0164
LOC409511	0.0253
LOC412348	0.0010
LOC726745	0.0249
LOC414042	0.1832
LOC413645	0.2941
LOC100576982	0.5446
LOC725626	0.0493
LOC725050	0.2005
LOC100576737	0.5430
LOC552440	0.0010
LOC724393	0.2299
LOC410425	0.0010
LOC412674	0.0460
LOC409614	0.0578
LOC726866	0.0669
LOC409531	0.0114
LOC725040	0.6759
LOC726200	0.0207
LOC727522	0.2893
LOC409806	0.2340
LOC107963962	0.1739
LOC724921	0.0893
LOC100578798	0.3598
LOC107964911	0.2408
LOC412969	0.4588
LOC727266	0.0010
LOC724983	0.2379
LOC726043	0.0676
LOC725097	0.0668
LOC503505	0.1442
LOC726495	0.1218
LOC726163	0.0010
LOC100577889	0.0148
LOC726781	0.0419
LOC408981	0.0314
LOC413179	0.0145
LOC550664	0.0010
LOC726269	0.0307
LOC552072	0.0010
LOC100576262	0.1275
LOC412160	0.0238
LOC724374	0.2353
LOC726220	0.0915
LOC412302	0.0010
LOC410429	0.1688
LOC724378	0.1075
LOC411448	0.1218
LOC725085	0.0183
LOC102655948	0.0937
LOC409613	0.0010
LOC100577491	0.0250
LOC550981	0.0773
LOC551844	0.2067
LOC552555	0.0738
LOC552138	0.0010
Apime-ASTA	0.0663
LOC726185	0.0562
LOC102656337	0.0189
LOC410420	0.0606
LOC100577344	0.0368
LOC725894	0.0010
Rps8	0.0163
LOC100578067	0.3448
LOC102653658	0.2016
LOC100579047	0.3913
LOC411197	0.0695
LOC107965313	0.0082
LOC413619	0.0010
LOC725530	0.0681
LOC414036	0.0690
LOC409367	0.1070
LOC413313	0.0010
LOC725784	0.1300
LOC724118	0.0584
LOC411693	0.0010
LOC107964653	0.5018
LOC100576484	0.3734
LOC725173	0.2301
LOC410890	0.1002
LOC410130	0.0257
LOC724636	0.2291
LOC552308	0.0530
LOC107965285	0.9625
LOC726569	0.1404
LOC100577895	0.3971
LOC551483	0.6049
LOC411546	0.0010
LOC411570	0.1027
LOC100578347	0.4219
LOC412445	0.1995
LOC551690	0.0010
LOC724235	0.0010
LOC100578476	0.0217
LOC100578548	0.1524
Gtpx1	0.1504
LOC410347	0.0117
LOC552583	0.2982
LOC726205	0.0635
Coq7	0.0283
LOC725459	0.1859
LOC413121	0.3585
LOC411134	0.0010
LOC102656779	0.1421
LOC107965608	0.0690
LOC409141	0.1663
LOC409558	0.0010
LOC726449	0.1053
LOC102655130	0.0901
LOC100576735	0.4547
LOC552356	0.2681
LOC726265	0.2789
LOC411343	0.0802
LOC551201	0.0500
LOC551839	0.0647
LOC551078	0.0689
LOC725299	0.0881
LOC102656587	0.0010
LOC725018	0.0137
LOC413881	0.0010
LOC410013	0.0010
LOC413207	0.0343
LOC724275	0.0570
LOC410094	0.0888
LOC100577699	0.2976
LOC726145	0.0010
LOC408939	0.0010
LOC551338	0.0241
LOC100577213	0.0296
LOC100577875	0.3296
LOC100576964	0.0791
LOC411077	0.0010
LOC413794	0.0797
LOC100576794	0.0113
LOC412870	0.0310
LOC410857	0.2017
LOC410034	0.4966
LOC408572	0.0010
LOC409225	0.0010
LOC100578649	0.2959
LOC724494	0.2554
LOC726443	0.1227
LOC726611	0.3171
LOC726096	0.0226
LOC724158	0.1238
LOC411366	0.0010
LOC724801	0.0658
LOC552209	0.2744
LOC724363	0.1337
LOC725070	0.0625
LOC100578763	0.1294
LOC408424	0.0010
Pgrp-s2	0.1785
LOC551679	0.0010
LOC102655202	0.6851
LOC724432	0.1492
LOC102654398	0.7172
LOC410992	0.0010
LOC100577488	0.0010
LOC727599	0.0915
LOC552148	0.2522
LOC409681	0.0540
LOC100578025	0.0955
LOC724720	0.0367
LOC408982	0.0010
LOC551107	0.0117
LOC726086	0.0707
Dll	0.0168
LOC726308	0.0795
LOC413997	0.1540
LOC100576957	0.4182
LOC551962	0.1474
LOC726009	0.0010
LOC413928	0.0608
LOC551678	0.1703
LOC408323	0.0010
LOC552419	0.4345
LOC100578137	0.2874
LOC100576935	0.2743
LOC725186	0.0010
LOC726031	0.0417
LOC411902	0.1764
LOC410676	0.0965
LOC551034	0.0010
LOC409236	0.0657
LOC412864	0.0846
LOC100579055	0.1119
LOC725678	0.0312
LOC413612	0.1235
LOC724992	0.1106
LOC726410	0.3744
LOC102654481	0.0497
LOC727647	0.1030
LOC409397	0.0010
LOC551248	0.3214
LOC552437	0.0710
LOC725084	0.0308
LOC726151	0.3800
LOC552429	0.1332
LOC412966	0.0010
LOC411493	0.0010
LOC409350	0.0618
LOC107965473	0.5097
LOC552509	0.1837
LOC724934	0.0583
LOC552067	0.4848
LOC551106	0.0010
LOC409832	0.0263
LOC724594	0.0010
LOC107965854	0.1132
LOC100577466	0.3166
LOC726657	0.0010
LOC727165	0.4972
LOC726864	0.1544
LOC100577982	0.3327
LOC724676	0.0010
LOC551413	0.2152
LOC408493	0.3896
LOC100576130	0.0453
LOC100576487	0.3416
LOC100578928	0.5432
LOC410964	0.0682
LOC552362	0.0010
LOC100578123	0.3795
LOC412349	0.0169
LOC725981	0.1963
LOC412330	0.0010
LOC552730	0.0903
LOC551516	0.0425
LOC100576784	0.0010
LOC724164	0.2019
LOC412549	0.2452
LOC725904	0.0270
LOC551383	0.0438
LOC408883	0.2922
LOC100577579	0.3214
LOC410643	0.0062
LOC411757	0.0010
LOC552366	0.6363
LOC411335	0.1647
LOC409861	0.0626
LOC726453	0.1304
LOC408532	0.0168
LOC726896	0.1659
LOC724716	0.3385
LOC726731	0.4058
LOC408663	0.2580
LOC408863	0.0638
LOC107965748	0.2267
LOC726074	0.1100
LOC100578713	0.1376
CPR27	0.0289
LOC413877	0.0229
LOC100577293	0.1469
LOC410557	0.2748
LOC410218	0.0230
LOC726229	0.0851
LOC727505	0.8971
LOC107965235	0.3447
LOC102654371	0.1724
LOC724186	0.0010
LOC552261	0.0010
LOC100578227	0.3832
LOC411832	0.0010
LOC100578730	0.2510
LOC410607	0.0010
LOC725538	0.4005
LOC724895	0.1495
LOC100578978	0.1063
LOC551696	0.0254
LOC552539	0.0380
LOC551313	0.0010
LOC102656473	0.0010
LOC412197	0.0152
LOC100576355	0.2383
LOC408457	0.2813
LOC100577661	0.9265
LOC409195	0.0010
LOC412396	0.0010
LOC409019	0.0218
LOC408648	0.0010
LOC551820	0.0342
LOC726987	0.3991
LOC725578	0.0278
LOC100578877	0.0609
LOC102653952	0.1645
LOC410027	0.0010
LOC100576289	0.0764
LOC410370	0.0502
LOC552105	0.1961
LOC725789	0.0704
LOC551559	0.0268
LOC552424	0.1501
LOC102654567	2.1158
LOC726072	0.8888
otd2	0.0010
LOC724366	0.0010
LOC552686	0.0010
LOC552628	0.3276
LOC725659	0.2312
LOC726677	0.0447
LOC552232	0.1498
LOC724996	0.0010
LOC552123	0.0375
LOC552786	0.0697
LOC408346	0.0010
LOC408748	0.3375
LOC409913	0.0010
LOC107965825	0.1916
LOC102656311	0.0010
LOC724653	0.1284
LOC409473	0.0530
LOC102653960	0.1885
LOC725988	0.0458
LOC724791	0.0955
LOC100577327	0.3927
LOC100578130	0.0869
LOC552849	0.0010
LOC100577300	0.0321
LOC102655765	0.0870
LOC100577489	0.1069
LOC410812	0.0010
LOC551660	0.3346
LOC726825	0.1618
LOC107965004	0.2439
LOC408370	0.0010
LOC550715	0.0010
LOC550992	0.0010
LOC100578935	0.3942
LOC412449	0.0010
LOC552462	0.5093
LOC551528	0.0010
LOC551031	0.5305
LOC726301	0.0010
LOC727524	0.1346
LOC724790	0.1835
LOC107965534	0.3294
LOC409130	0.0668
LOC727019	0.1059
LOC413799	0.0010
LOC408477	0.2327
LOC551546	0.2470
LOC725128	0.1865
LOC100578068	0.0736
LOC413822	0.0010
LOC551794	0.0480
LOC725848	0.3388
LOC726056	0.0010
LOC410244	0.0635
LOC100577132	0.7277
LOC100578090	0.3453
LOC102654345	0.6530
LOC102656579	0.7544
LOC551426	0.6159
LOC552667	0.0196
LOC408751	0.0010
LOC726740	0.0309
Burs	0.2282
LOC100576741	0.1415
LOC100578903	0.0378
LOC409187	0.1387
LOC551831	0.1798
LOC100576165	0.3089
LOC552645	0.0277
LOC551177	0.0420
LOC726132	0.2008
LOC724600	0.0534
LOC102655047	0.0765
LOC409723	0.5350
LOC413746	0.1535
LOC410663	0.0277
LOC100579024	0.0693
LOC551158	0.1497
LOC100578277	0.1631
LOC411924	1.6639
LOC408733	0.2463
LOC551934	99.0000
LOC724793	0.0010
LOC726437	0.0945
LOC724451	0.1244
LOC409749	0.0309
LOC724128	0.0010
LOC100578592	0.1432
LOC551157	0.0010
LOC726160	0.2004
cad	0.1615
LOC551079	0.3624
LOC100578472	0.0970
LOC102655904	0.0010
LOC727501	0.0010
LOC102653693	0.1868
LOC552306	0.0787
LOC410883	0.2913
LOC726253	0.2456
LOC727135	0.1985
LOC552791	0.0450
LOC551742	0.0010
LOC408875	0.0010
LOC726486	0.1164
LOC413137	0.0010
LOC551539	0.0682
LOC408837	0.0591
LOC409854	0.0010
LOC552047	0.1872
LOC413280	0.2416
LOC552682	0.1848
Tmem98	0.0168
LOC100576758	0.0575
LOC724628	0.0010
LOC726330	0.0010
LOC412769	0.3774
LOC409951	0.1700
LOC724169	0.0010
CPR17	0.0781
LOC100577161	0.5677
LOC725871	0.0010
LOC100577829	0.7756
LOC100577268	0.0010
LOC724659	0.1302
LOC100576688	0.3624
LOC726039	0.1662
LOC552053	0.1197
Vha16	0.0010
LOC102655942	1.2271
LOC100576918	0.1465
LOC409881	0.0370
LOC552534	0.0010
LOC725718	0.0010
LOC410525	0.0010
LOC724270	0.4300
LOC409920	0.0010
LOC725076	0.0010
LOC725316	0.1970
LOC107965378	0.2653
LOC413508	0.0010
LOC102654911	0.0010
CPR6	0.0370
LOC726995	0.0010
LOC726617	0.4143
LOC724413	0.2237
LOC551832	0.0010
LOC409327	0.0841
LOC100577453	0.3035
LOC100578957	0.0010
LOC726527	0.0506
LOC412015	0.1160
LOC726962	0.0440
LOC726441	0.6407
LOC100576226	0.0180
LOC725712	0.2884
LOC552460	0.1248
LOC410063	0.5749
LOC725804	0.0558
LOC726804	0.0010
LOC100577362	0.1596
LOC726323	0.1966
LOC725144	0.1074
LOC102656464	0.3713
LOC102656594	0.6302
LOC726125	0.0225
LOC100578532	0.7445
LOC726268	0.4801
LOC100577155	0.4823
LOC552266	0.0010
LOC100576152	0.0478
LOC408632	0.0268
LOC725961	0.0275
LOC724681	0.1306
LOC551727	0.0010
LOC100576983	0.2130
Obp5	0.2072
LOC408520	0.0010
LOC100577682	0.2932
LOC413378	0.2303
LOC100576614	0.6446
LOC725823	0.0892
LOC724708	0.6358
LOC100578389	0.6740
LOC551206	0.0367
LOC409505	0.0010
LOC551411	0.0552
LOC551584	0.5404
LOC726321	0.0935
LOC725210	0.0387
LOC100577641	0.3093
LOC100576834	0.0010
LOC102655679	0.0419
LOC409552	0.0010
LOC727210	0.3124
LOC726094	0.2199
LOC100577573	0.8357
LOC724281	0.0778
LOC412266	0.0010
LOC100578061	0.0010
LOC100578218	0.4159
LOC552470	0.1144
LOC100577387	0.1913
LOC551099	0.1697
LOC724121	0.0768
LOC724329	0.1035
LOC726711	0.1749
LOC100578334	0.0010
LOC409294	0.0010
LOC100578316	0.3822
LOC100578156	0.2006
LOC100577810	0.4170
LOC100577997	0.1763
LOC409549	0.1893
LOC409706	0.0010
LOC410837	0.3322
LOC724899	0.1144
LOC100576796	0.1004
LOC726337	0.0370
LOC724263	0.2003
LOC724630	0.0565
LOC102655090	0.1472
LOC100576621	0.8942
LOC724896	0.1250
LOC410033	0.0010
RpL32	0.0010
LOC410973	0.0010
LOC102655617	0.1696
LOC100576174	0.0481
Obp7	0.9797
LOC725291	0.1704
CPR28	0.0789
Obp2	0.2047
LOC107965231	0.0928
LOC410120	0.1081
LOC552835	0.0956
LOC725417	0.2506
LOC551131	0.0010
LOC411607	0.0981
LOC727014	0.5001
LOC552318	0.0010
LOC726653	0.1966
LOC100577541	0.5025
LOC409406	0.0010
LOC551126	0.3089
LOC552726	0.0010
LOC725573	0.1442
LOC725054	0.0010
LOC411936	0.0010
LOC551644	0.0010
LOC409500	0.0010
LOC102653596	0.3277
LOC100577464	0.3291
Obp13	0.0938
LOC552303	0.0168
LOC725049	0.0788
LOC412328	0.1098
LOC409926	0.7318
LOC725311	0.0010
LOC727294	0.0490
LOC408713	0.1018
LOC410897	0.0155
LOC409930	0.2404
LOC724644	0.9952
Pburs	0.1038
LOC102655307	0.2811
Obp9	0.3138
LOC725379	0.0720
LOC551255	0.0010
LOC552807	0.0010
LOC107964975	0.1905
LOC724719	0.1674
LOC102654159	0.3581
LOC551146	0.0793
LOC551654	0.0010
LOC727473	0.0010
LOC100576891	0.2874
LOC409637	0.1356
LOC724113	0.1331
LOC551350	0.0010
LOC412578	0.0102
LOC552802	0.0541
LOC410058	0.0319
LOC724499	0.2865
LOC551850	0.0342
LOC100576759	0.1898
LOC107965929	0.0010
LOC724794	0.0010
LOC100578560	0.2473
LOC725225	0.1660
LOC100578232	0.0260
Obp3	0.6826
LOC102656136	0.0010
LOC552159	0.1639
LOC552560	0.0010
LOC726689	0.0884
LOC413186	0.1182
LOC107963984	0.3818
LOC100576612	0.6770
LOC551042	0.1160
LOC102656116	0.1546
LOC102654936	0.2883
LOC408415	0.0010
LOC406142	0.2754
LOC726129	0.0010
LOC100579021	0.3865
LOC411099	0.0010
LOC725918	0.2062
LOC552076	0.0010
LOC413884	0.0010
LOC100577151	0.0010
LOC100577839	0.2804
LOC726013	0.0010
LOC725835	0.4448
LOC552675	0.5211
LOC551998	0.0321
LOC107964284	0.2749
LOC724624	0.0275
LOC100576512	0.0010
LOC102655690	0.2564
LOC726279	0.0475
LOC726850	0.4931
LOC727142	0.2237
LOC552213	0.0221
LOC100576736	0.2416
LOC726789	0.0010
Lin-52	0.0010
LOC724580	0.2176
LOC551607	0.0010
LOC102653938	0.0010
CPR5	0.0892
LOC726174	0.0631
LOC724769	0.0010
LOC551200	0.0455
LOC726950	0.2550
LOC725364	0.0392
LOC551652	0.0010
Smb	0.0010
LOC725370	0.8703
LOC727568	0.0010
LOC725587	0.0090
LOC100576945	0.9062
LOC724178	0.0010
LOC726782	0.0010
LOC726629	0.0347
LOC726480	1.3036
CytC	0.0010
Obp11	0.3492
LOC551870	0.1417
LOC100578191	0.0898
LOC552115	0.0010
LOC411380	0.0010
LOC724802	0.0010
LOC409586	0.2025
LOC725811	0.0010
LOC725372	0.0010
LOC102655710	0.0931
LOC100577527	0.5461
LOC413845	0.0010
LOC100578442	0.1238
LOC724436	0.5756
LOC725102	0.0010
LOC724365	0.0470
LOC100576748	0.1086
Obp4	1.0090
LOC726913	0.3470
LOC550799	0.0010
LOC552719	0.0010
LOC725357	0.5785
LOC550665	0.0010
LOC725558	0.1928
LOC100578341	0.0785
LOC410305	0.2317
LOC551586	0.0288
LOC100577932	0.4361
LOC724343	0.0010
LOC725540	0.0738
LOC102654166	0.0234
LOC726543	99.0000
LOC412806	0.0010
LOC726757	0.1418
LOC727306	0.0010
LOC411677	0.0010
LOC100578668	0.7924
LOC100578193	0.1354
LOC410494	0.0010
LOC725557	0.3049
LOC552531	0.0010
LOC408799	0.0010
LOC725850	0.0010
LOC724543	0.0856
CPR19	0.0463
LOC409451	0.0745
LOC724241	0.0010
LOC408515	0.0010
LOC725196	1.4080
LOC726662	0.3186
LOC102654968	1.0706
LOC107964997	0.2461
Obp16	0.8303
LOC409862	0.0010
LOC100578553	0.3406
LOC551580	0.2935
LOC551511	0.0010
LOC724920	0.0010
LOC552471	0.8942
LOC726861	0.0335
LOC726131	0.0339
LOC107964405	0.1251
LOC725620	0.2024
CPR4	0.7442
LOC724913	0.0010
LOC102656730	0.5657
LOC100578609	0.9110
LOC725536	0.0010
LOC552639	0.0010
LOC100576840	0.1377
LOC725881	0.3087
LOC725572	0.0010
LOC725426	0.3981
LOC102654380	0.3748
LOC724532	0.0010
LOC724264	0.2413
LOC100576730	0.0603
LOC552553	0.0010
LOC100577269	0.5577
LOC551318	0.6478
LOC100578418	0.0823
LOC725774	0.0438
Def2	0.3892
LOC725818	0.3725
Grp	0.0778
LOC724142	0.0010
LOC100576225	0.3327
LOC409796	0.0852
LOC102655811	0.2729
LOC725240	0.0010
LOC100577341	0.3089
LOC552323	0.0584
LOC552322	0.0010
LOC725568	0.0010
LOC102655057	0.4624
LOC552410	0.0261
LOC107965564	0.9697
LOC100577381	0.0685
LOC551912	0.1070
LOC725312	0.0010
LOC102655217	0.0010
LOC100577577	0.3057
LOC725686	0.1208
LOC100577057	0.3952
LOC726061	0.0010
LOC726120	0.1841
LOC100578725	0.0576
LOC725310	0.0010
LOC102655756	0.3438
LOC725641	0.0010
LOC100577727	0.0010
LOC726230	0.1617
LOC725705	0.0010
LOC725616	0.0888
LOC725688	0.3434
Obp17	1.1352
LOC726498	0.0010
LOC100576820	0.3186
LOC107965706	0.0763
LOC726118	0.0819
LOC727423	0.0010
LOC727049	0.3113
LOC550834	0.0010
LOC551695	0.0665
LOC551479	0.0010
LOC725746	0.0010
LOC552559	0.0010
LOC726196	0.0133
LOC100577073	0.1760
LOC726720	0.0457
LOC725380	0.1751
LOC725880	0.3517
LOC100578734	0.4677
LOC726747	0.1492
LOC725743	0.0010
Wat	0.5705
LOC100578551	0.0884
LOC102654729	1.0243
LOC726746	0.8719
LOC724398	0.0212
LOC727280	0.1015
LOC725416	0.0010
LOC724199	0.3582
LOC107963967	0.6422
LOC725947	0.0010
LOC725202	0.2122
LOC724489	0.0010
LOC724583	0.4187
LOC724768	0.1757
Def1	0.4033
LOC102655670	0.1269
LOC100577754	0.5483
LOC725401	0.0010
LOC102654920	0.2852
LOC726277	0.0010
LOC725580	0.0681
LOC725383	0.0010
CPR1	0.0596
LOC100576961	0.1420
LOC102654012	0.0010
LOC102656224	0.1412
LOC725725	0.6471
LOC726669	0.0572
LOC100578666	0.2752
LOC725043	0.2929
LOC100576679	0.0010
LOC726902	0.3461
LOC552190	0.3315
LOC724638	0.0010
LOC726047	0.0010
LOC102656479	0.2878
LOC100578943	0.0010
LOC551861	0.2160
LOC100576193	0.1900
CPR2	0.1775
LOC100577178	0.5888
LOC725147	0.0010
LOC100576936	0.4771
LOC727025	0.0010
LOC724988	0.2527
LOC100302106	0.2408
LOC551961	0.0010
LOC724631	0.0010
LOC726408	0.0010
Tom7	0.0010
LOC726297	0.2186
LOC100578873	1.4580
LOC406145	0.5595
LOC100576542	0.0010
LOC726779	0.2047
LOC552459	0.9731
LOC725960	0.1107
LOC102653856	0.1104
LOC551774	0.0010
LOC551044	0.0797
LOC100577778	0.1036
LOC100578100	0.2438
LOC102656570	0.2495
LOC727246	0.0238
LOC102655639	0.2050
LOC102656838	0.1747
LOC100578716	0.1276
LOC102655243	0.0775
LOC100576370	0.1252
LOC107965860	0.4918
LOC727562	0.0878
LOC107965480	0.1227
LOC727241	0.3375
LOC551016	0.2314
LOC411133	0.2324
LOC725736	0.1266
LOC725504	0.0674
LOC726855	1.0948
LOC409060	0.2176
LOC102655788	1.6845
LOC725978	0.4825
LOC100578881	0.1205
LOC409981	0.3590
