LOC105827748	XP_012521288.1
LOC105837509	XP_012537813.1
LOC105837509	XP_012537814.1
LOC105837510	XP_012537815.1
LOC105837511	XP_012537816.1
LOC105837511	XP_012537817.1
LOC105837511	XP_012537818.1
LOC105837512	XP_012537821.1
LOC105837512	XP_012537827.1
LOC105837513	XP_012537819.1
LOC105837513	XP_012537820.1
LOC105837513	XP_012537822.1
LOC105837514	XP_012537860.1
LOC105837514	XP_012537938.1
LOC105837514	XP_012538021.1
LOC105837516	XP_012537823.1
LOC105837517	XP_012537824.1
LOC105837518	XP_012537825.1
LOC105837519	XP_012537826.1
LOC105837520	XP_012537828.1
LOC105837520	XP_012537829.1
LOC105837520	XP_012537830.1
LOC105837520	XP_012537831.1
LOC105837520	XP_012537832.1
LOC105837521	XP_012537833.1
LOC105837522	XP_012537834.1
LOC105837522	XP_012537835.1
LOC105837522	XP_012537836.1
LOC105837523	XP_012537840.1
LOC105837523	XP_012537848.1
LOC105837524	XP_012537837.1
LOC105837525	XP_012537838.1
LOC105837526	XP_012537839.1
LOC105837527	XP_012537841.1
LOC105837527	XP_012537842.1
LOC105837528	XP_012537843.1
LOC105837530	XP_012537844.1
LOC105837530	XP_012537845.1
LOC105837530	XP_012537846.1
LOC105837530	XP_012537847.1
LOC105837530	XP_012537849.1
LOC105837530	XP_012537850.1
LOC105837530	XP_012537851.1
LOC105837531	XP_012537852.1
LOC105837532	XP_012537853.1
LOC105837533	XP_012537854.1
LOC105837534	XP_012537855.1
LOC105837535	XP_012537856.1
LOC105837536	XP_012537861.1
LOC105837536	XP_012537870.1
LOC105837536	XP_012537877.1
LOC105837536	XP_012537886.1
LOC105837536	XP_012537895.1
LOC105837537	XP_012537857.1
LOC105837538	XP_012537858.1
LOC105837539	XP_012537859.1
LOC105837540	XP_012537862.1
LOC105837541	XP_012537863.1
LOC105837542	XP_012537864.1
LOC105837543	XP_012537865.1
LOC105837543	XP_012537866.1
LOC105837543	XP_012537867.1
LOC105837544	XP_012537868.1
LOC105837544	XP_012537869.1
LOC105837544	XP_012537871.1
LOC105837544	XP_012537872.1
LOC105837545	XP_012537873.1
LOC105837547	XP_012537874.1
LOC105837548	XP_012537875.1
LOC105837549	XP_012537876.1
LOC105837550	XP_012537878.1
LOC105837551	XP_012537879.1
LOC105837551	XP_012537880.1
LOC105837551	XP_012537881.1
LOC105837551	XP_012537882.1
LOC105837552	XP_012537883.1
LOC105837553	XP_012537884.1
LOC105837553	XP_012537885.1
LOC105837553	XP_012537887.1
LOC105837554	XP_012537888.1
LOC105837554	XP_012537889.1
LOC105837555	XP_012537890.1
LOC105837555	XP_012537891.1
LOC105837556	XP_012537892.1
LOC105837556	XP_012537893.1
LOC105837557	XP_012537894.1
LOC105837558	XP_012537896.1
LOC105837558	XP_012537897.1
LOC105837558	XP_012537898.1
LOC105837560	XP_012537899.1
LOC105837561	XP_012537900.1
LOC105837562	XP_012537901.1
LOC105837562	XP_012537902.1
LOC105837563	XP_012537907.1
LOC105837563	XP_012537913.1
LOC105837563	XP_012537921.1
LOC105837563	XP_012537930.1
LOC105837564	XP_012537903.1
LOC105837565	XP_012537904.1
LOC105837566	XP_012537905.1
LOC105837566	XP_012537906.1
LOC105837568	XP_012537908.1
LOC105837568	XP_012537909.1
LOC105837568	XP_012537910.1
LOC105837569	XP_012537911.1
LOC105837570	XP_012537912.1
LOC105837571	XP_012537914.1
LOC105837572	XP_012537915.1
LOC105837573	XP_012537916.1
LOC105837573	XP_012537917.1
LOC105837574	XP_012537918.1
LOC105837575	XP_012537919.1
LOC105837575	XP_012537920.1
LOC105837576	XP_012537922.1
LOC105837577	XP_012537923.1
LOC105837577	XP_012537924.1
LOC105837578	XP_012537925.1
LOC105837579	XP_012537926.1
LOC105837580	XP_012537927.1
LOC105837581	XP_012537928.1
LOC105837581	XP_012537929.1
LOC105837582	XP_012537931.1
LOC105837582	XP_012537932.1
LOC105837583	XP_012537933.1
LOC105837584	XP_012537934.1
LOC105837585	XP_012537935.1
LOC105837586	XP_012537936.1
LOC105837587	XP_012537939.1
LOC105837589	XP_012537937.1
LOC105837590	XP_012537940.1
LOC105837590	XP_012537941.1
LOC105837590	XP_012537942.1
LOC105837591	XP_012537943.1
LOC105837592	XP_012537944.1
LOC105837592	XP_012537945.1
LOC105837593	XP_012537946.1
LOC105837594	XP_012537947.1
LOC105837594	XP_012537948.1
LOC105837594	XP_012537949.1
LOC105837594	XP_012537950.1
LOC105837594	XP_012537951.1
LOC105837594	XP_012537952.1
LOC105837595	XP_012537953.1
LOC105837596	XP_012537954.1
LOC105837597	XP_012537955.1
LOC105837597	XP_012537956.1
LOC105837598	XP_012537957.1
LOC105837599	XP_012537958.1
LOC105837599	XP_012537959.1
LOC105837599	XP_012537960.1
LOC105837599	XP_012537961.1
LOC105837599	XP_012537962.1
LOC105837599	XP_012537963.1
LOC105837599	XP_012537964.1
LOC105837599	XP_012537965.1
LOC105837599	XP_012537966.1
LOC105837599	XP_012537968.1
LOC105837599	XP_012537969.1
LOC105837600	XP_012537967.1
LOC105837601	XP_012537970.1
LOC105837602	XP_012537971.1
LOC105837603	XP_012537972.1
LOC105837603	XP_012537973.1
LOC105837604	XP_012537974.1
LOC105837605	XP_012537975.1
LOC105837606	XP_012537978.1
LOC105837607	XP_012537976.1
LOC105837608	XP_012537977.1
LOC105837609	XP_012537979.1
LOC105837609	XP_012537980.1
LOC105837610	XP_012537981.1
LOC105837611	XP_012537982.1
LOC105837612	XP_012537983.1
LOC105837612	XP_012537984.1
LOC105837612	XP_012537985.1
LOC105837613	XP_012537986.1
LOC105837614	XP_012537990.1
LOC105837615	XP_012537987.1
LOC105837615	XP_012537988.1
LOC105837616	XP_012537989.1
LOC105837617	XP_012537991.1
LOC105837618	XP_012537992.1
LOC105837618	XP_012537993.1
LOC105837619	XP_012537994.1
LOC105837619	XP_012537995.1
LOC105837619	XP_012537996.1
LOC105837620	XP_012537997.1
LOC105837620	XP_012537998.1
LOC105837621	XP_012538003.1
LOC105837622	XP_012537999.1
LOC105837622	XP_012538000.1
LOC105837623	XP_012538001.1
LOC105837623	XP_012538002.1
LOC105837623	XP_012538004.1
LOC105837624	XP_012538005.1
LOC105837626	XP_012538006.1
LOC105837627	XP_012538007.1
LOC105837628	XP_012538008.1
LOC105837628	XP_012538009.1
LOC105837629	XP_012538010.1
LOC105837630	XP_012538011.1
LOC105837631	XP_012538012.1
LOC105837631	XP_012538013.1
LOC105837631	XP_012538014.1
LOC105837631	XP_012538015.1
LOC105837632	XP_012538016.1
LOC105837632	XP_012538017.1
LOC105837633	XP_012538018.1
LOC105837633	XP_012538019.1
LOC105837634	XP_012538020.1
LOC105837635	XP_012538022.1
LOC105837635	XP_012538023.1
LOC105837636	XP_012538026.1
LOC105837637	XP_012538024.1
LOC105837638	XP_012538025.1
LOC105837638	XP_012538027.1
LOC105837639	XP_012538028.1
LOC105837640	XP_012538029.1
LOC105837641	XP_012538030.1
LOC105837641	XP_012538031.1
LOC105837642	XP_012538032.1
LOC105837642	XP_012538033.1
LOC105837642	XP_012538034.1
LOC105837642	XP_012538035.1
LOC105837643	XP_012538036.1
LOC105837644	XP_012538037.1
LOC105837645	XP_012538038.1
LOC105837646	XP_012538039.1
LOC105837646	XP_012538040.1
LOC105837647	XP_012538041.1
LOC105837648	XP_012538042.1
LOC105837648	XP_012538043.1
LOC105837648	XP_012538044.1
LOC105837648	XP_012538045.1
LOC105837648	XP_012538046.1
LOC105837648	XP_012538047.1
LOC105837648	XP_012538048.1
LOC105837648	XP_012538049.1
LOC105837648	XP_012538050.1
LOC105837648	XP_012538052.1
LOC105837648	XP_012538053.1
LOC105837648	XP_012538054.1
LOC105837648	XP_012538055.1
LOC105837648	XP_012538056.1
LOC105837648	XP_012538057.1
LOC105837648	XP_012538058.1
LOC105837648	XP_012538059.1
LOC105837649	XP_012538051.1
LOC105837649	XP_012538061.1
LOC105837650	XP_012538060.1
LOC105837651	XP_012538062.1
LOC105837652	XP_012538063.1
LOC105837654	XP_012538064.1
LOC105837655	XP_012538484.1
LOC105837656	XP_012538065.1
LOC105837656	XP_012538066.1
LOC105837657	XP_012538067.1
LOC105837658	XP_012538071.1
LOC105837658	XP_012538080.1
LOC105837658	XP_012538088.1
LOC105837659	XP_012538068.1
LOC105837660	XP_012538069.1
LOC105837661	XP_012538070.1
LOC105837662	XP_012538072.1
LOC105837663	XP_012538073.1
LOC105837663	XP_012538074.1
LOC105837663	XP_012538075.1
LOC105837663	XP_012538076.1
LOC105837663	XP_012538077.1
LOC105837664	XP_012538078.1
LOC105837665	XP_012538079.1
LOC105837666	XP_012538081.1
LOC105837667	XP_012538082.1
LOC105837668	XP_012538083.1
LOC105837669	XP_012538084.1
LOC105837669	XP_012538085.1
LOC105837670	XP_012538086.1
LOC105837671	XP_012538087.1
LOC105837672	XP_012538089.1
LOC105837672	XP_012538090.1
LOC105837672	XP_012538091.1
LOC105837672	XP_012538092.1
LOC105837672	XP_012538093.1
LOC105837673	XP_012538094.1
LOC105837673	XP_012538095.1
LOC105837674	XP_012538096.1
LOC105837675	XP_012538097.1
LOC105837676	XP_012538102.1
LOC105837677	XP_012538098.1
LOC105837677	XP_012538099.1
LOC105837677	XP_012538100.1
LOC105837677	XP_012538101.1
LOC105837678	XP_012538103.1
LOC105837679	XP_012538104.1
LOC105837680	XP_012538105.1
LOC105837680	XP_012538106.1
LOC105837680	XP_012538107.1
LOC105837680	XP_012538108.1
LOC105837681	XP_012538149.1
LOC105837682	XP_012538109.1
LOC105837683	XP_012538110.1
LOC105837683	XP_012538111.1
LOC105837683	XP_012538112.1
LOC105837684	XP_012538115.1
LOC105837685	XP_012538113.1
LOC105837686	XP_012538114.1
LOC105837687	XP_012538116.1
LOC105837687	XP_012538117.1
LOC105837688	XP_012538118.1
LOC105837689	XP_012538119.1
LOC105837690	XP_012538120.1
LOC105837691	XP_012538121.1
LOC105837691	XP_012538122.1
LOC105837691	XP_012538123.1
LOC105837691	XP_012538124.1
LOC105837691	XP_012538125.1
LOC105837691	XP_012538126.1
LOC105837691	XP_012538127.1
LOC105837692	XP_012538128.1
LOC105837692	XP_012538135.1
LOC105837693	XP_012538129.1
LOC105837694	XP_012538130.1
LOC105837694	XP_012538131.1
LOC105837695	XP_012538132.1
LOC105837697	XP_012538133.1
LOC105837698	XP_012538134.1
LOC105837699	XP_012538136.1
LOC105837699	XP_012538137.1
LOC105837700	XP_012538138.1
LOC105837701	XP_012538139.1
LOC105837702	XP_012538140.1
LOC105837702	XP_012538141.1
LOC105837702	XP_012538142.1
LOC105837702	XP_012538143.1
LOC105837702	XP_012538144.1
LOC105837702	XP_012538145.1
LOC105837702	XP_012538146.1
LOC105837702	XP_012538147.1
LOC105837702	XP_012538148.1
LOC105837702	XP_012538151.1
LOC105837702	XP_012538152.1
LOC105837702	XP_012538153.1
LOC105837702	XP_012538154.1
LOC105837702	XP_012538155.1
LOC105837702	XP_012538156.1
LOC105837702	XP_012538157.1
LOC105837702	XP_012538158.1
LOC105837702	XP_012538159.1
LOC105837702	XP_012538160.1
LOC105837702	XP_012538161.1
LOC105837702	XP_012538162.1
LOC105837702	XP_012538163.1
LOC105837702	XP_012538164.1
LOC105837703	XP_012538150.1
LOC105837704	XP_012538165.1
LOC105837704	XP_012538166.1
LOC105837705	XP_012538167.1
LOC105837705	XP_012538168.1
LOC105837705	XP_012538169.1
LOC105837706	XP_012538170.1
LOC105837706	XP_012538171.1
LOC105837707	XP_012538172.1
LOC105837708	XP_012538173.1
LOC105837709	XP_012538177.1
LOC105837710	XP_012538174.1
LOC105837711	XP_012538175.1
LOC105837711	XP_012538176.1
LOC105837712	XP_012538178.1
LOC105837713	XP_012538179.1
LOC105837713	XP_012538180.1
LOC105837713	XP_012538181.1
LOC105837713	XP_012538182.1
LOC105837713	XP_012538183.1
LOC105837714	XP_012538184.1
LOC105837716	XP_012538185.1
LOC105837716	XP_012538186.1
LOC105837717	XP_012538189.1
LOC105837718	XP_012538187.1
LOC105837719	XP_012538188.1
LOC105837720	XP_012538190.1
LOC105837720	XP_012538191.1
LOC105837721	XP_012538192.1
LOC105837722	XP_012538193.1
LOC105837722	XP_012538194.1
LOC105837722	XP_012538195.1
LOC105837722	XP_012538196.1
LOC105837722	XP_012538197.1
LOC105837722	XP_012538198.1
LOC105837722	XP_012538199.1
LOC105837722	XP_012538200.1
LOC105837722	XP_012538201.1
LOC105837722	XP_012538202.1
LOC105837722	XP_012538203.1
LOC105837722	XP_012538204.1
LOC105837723	XP_012538205.1
LOC105837723	XP_012538206.1
LOC105837723	XP_012538207.1
LOC105837723	XP_012538208.1
LOC105837723	XP_012538209.1
LOC105837723	XP_012538210.1
LOC105837723	XP_012538211.1
LOC105837723	XP_012538212.1
LOC105837723	XP_012538213.1
LOC105837723	XP_012538214.1
LOC105837724	XP_012538217.1
LOC105837724	XP_012538224.1
LOC105837724	XP_012538233.1
LOC105837724	XP_012538239.1
LOC105837725	XP_012538215.1
LOC105837726	XP_012538216.1
LOC105837727	XP_012538218.1
LOC105837728	XP_012538219.1
LOC105837729	XP_012538220.1
LOC105837730	XP_012538221.1
LOC105837731	XP_012538222.1
LOC105837732	XP_012538223.1
LOC105837733	XP_012538225.1
LOC105837734	XP_012538226.1
LOC105837735	XP_012538227.1
LOC105837736	XP_012538228.1
LOC105837737	XP_012538229.1
LOC105837738	XP_012538230.1
LOC105837738	XP_012538231.1
LOC105837738	XP_012538232.1
LOC105837739	XP_012538234.1
LOC105837739	XP_012538235.1
LOC105837740	XP_012538276.1
LOC105837740	XP_012538359.1
LOC105837740	XP_012538442.1
LOC105837741	XP_012538236.1
LOC105837742	XP_012538237.1
LOC105837743	XP_012538238.1
LOC105837744	XP_012538240.1
LOC105837745	XP_012538241.1
LOC105837746	XP_012538242.1
LOC105837747	XP_012538243.1
LOC105837747	XP_012538244.1
LOC105837748	XP_012538245.1
LOC105837748	XP_012538246.1
LOC105837748	XP_012538247.1
LOC105837749	XP_012538251.1
LOC105837749	XP_012538259.1
LOC105837750	XP_012538248.1
LOC105837751	XP_012538249.1
LOC105837751	XP_012538250.1
LOC105837751	XP_012538252.1
LOC105837752	XP_012538253.1
LOC105837754	XP_012538254.1
LOC105837755	XP_012538255.1
LOC105837756	XP_012538256.1
LOC105837756	XP_012538257.1
LOC105837756	XP_012538258.1
LOC105837756	XP_012538260.1
LOC105837756	XP_012538261.1
LOC105837756	XP_012538262.1
LOC105837756	XP_012538263.1
LOC105837756	XP_012538264.1
LOC105837756	XP_012538265.1
LOC105837756	XP_012538266.1
LOC105837756	XP_012538267.1
LOC105837757	XP_012538268.1
LOC105837758	XP_012538272.1
LOC105837759	XP_012538269.1
LOC105837760	XP_012538270.1
LOC105837761	XP_012538271.1
LOC105837763	XP_012538273.1
LOC105837764	XP_012538274.1
LOC105837765	XP_012538275.1
LOC105837766	XP_012538277.1
LOC105837767	XP_012538278.1
LOC105837767	XP_012538279.1
LOC105837767	XP_012538280.1
LOC105837767	XP_012538281.1
LOC105837767	XP_012538282.1
LOC105837768	XP_012538285.1
LOC105837769	XP_012538283.1
LOC105837770	XP_012538284.1
LOC105837771	XP_012538286.1
LOC105837771	XP_012538287.1
LOC105837772	XP_012538288.1
LOC105837772	XP_012538289.1
LOC105837773	XP_012538290.1
LOC105837774	XP_012538291.1
LOC105837775	XP_012538292.1
LOC105837775	XP_012538293.1
LOC105837775	XP_012538294.1
LOC105837775	XP_012538295.1
LOC105837775	XP_012538296.1
LOC105837776	XP_012538297.1
LOC105837777	XP_012538298.1
LOC105837778	XP_012538299.1
LOC105837778	XP_012538300.1
LOC105837778	XP_012538301.1
LOC105837778	XP_012538302.1
LOC105837778	XP_012538303.1
LOC105837778	XP_012538304.1
LOC105837778	XP_012538305.1
LOC105837779	XP_012538306.1
LOC105837779	XP_012538307.1
LOC105837780	XP_012538312.1
LOC105837781	XP_012538308.1
LOC105837781	XP_012538309.1
LOC105837781	XP_012538310.1
LOC105837781	XP_012538311.1
LOC105837783	XP_012538313.1
LOC105837784	XP_012538314.1
LOC105837784	XP_012538315.1
LOC105837785	XP_012538316.1
LOC105837785	XP_012538317.1
LOC105837786	XP_012538318.1
LOC105837787	XP_012538319.1
LOC105837788	XP_012538323.1
LOC105837789	XP_012538320.1
LOC105837790	XP_012538321.1
LOC105837791	XP_012538322.1
LOC105837792	XP_012538324.1
LOC105837792	XP_012538325.1
LOC105837792	XP_012538326.1
LOC105837792	XP_012538327.1
LOC105837792	XP_012538328.1
LOC105837793	XP_012538329.1
LOC105837794	XP_012538330.1
LOC105837795	XP_012538334.1
LOC105837795	XP_012538342.1
LOC105837795	XP_012538352.1
LOC105837796	XP_012538331.1
LOC105837797	XP_012538332.1
LOC105837798	XP_012538333.1
LOC105837799	XP_012538335.1
LOC105837800	XP_012538336.1
LOC105837801	XP_012538337.1
LOC105837801	XP_012538338.1
LOC105837802	XP_012538339.1
LOC105837803	XP_012538340.1
LOC105837804	XP_012538341.1
LOC105837804	XP_012538343.1
LOC105837804	XP_012538344.1
LOC105837804	XP_012538345.1
LOC105837804	XP_012538346.1
LOC105837804	XP_012538347.1
LOC105837805	XP_012538348.1
LOC105837806	XP_012538349.1
LOC105837806	XP_012538350.1
LOC105837806	XP_012538351.1
LOC105837806	XP_012538353.1
LOC105837808	XP_012538354.1
LOC105837809	XP_012538355.1
LOC105837810	XP_012538356.1
LOC105837811	XP_012538357.1
LOC105837812	XP_012538358.1
LOC105837813	XP_012538360.1
LOC105837814	XP_012538364.1
LOC105837814	XP_012538374.1
LOC105837814	XP_012538383.1
LOC105837814	XP_012538391.1
LOC105837814	XP_012538399.1
LOC105837814	XP_012538405.1
LOC105837815	XP_012538361.1
LOC105837816	XP_012538362.1
LOC105837816	XP_012538363.1
LOC105837816	XP_012538365.1
LOC105837816	XP_012538366.1
LOC105837816	XP_012538367.1
LOC105837817	XP_012538368.1
LOC105837817	XP_012538369.1
LOC105837818	XP_012538370.1
LOC105837818	XP_012538371.1
LOC105837819	XP_012538372.1
LOC105837819	XP_012538373.1
LOC105837819	XP_012538375.1
LOC105837820	XP_012538376.1
LOC105837821	XP_012538377.1
LOC105837822	XP_012538378.1
LOC105837822	XP_012538379.1
LOC105837822	XP_012538380.1
LOC105837822	XP_012538381.1
LOC105837823	XP_012538382.1
LOC105837824	XP_012538384.1
LOC105837825	XP_012538385.1
LOC105837826	XP_012538386.1
LOC105837827	XP_012538387.1
LOC105837827	XP_012538388.1
LOC105837827	XP_012538389.1
LOC105837828	XP_012538390.1
LOC105837828	XP_012538392.1
LOC105837829	XP_012538393.1
LOC105837829	XP_012538394.1
LOC105837829	XP_012538395.1
LOC105837831	XP_012538396.1
LOC105837831	XP_012538397.1
LOC105837832	XP_012538398.1
LOC105837832	XP_012538400.1
LOC105837833	XP_012538401.1
LOC105837833	XP_012538402.1
LOC105837835	XP_012538403.1
LOC105837836	XP_012538404.1
LOC105837837	XP_012538406.1
LOC105837837	XP_012538407.1
LOC105837838	XP_012538408.1
LOC105837839	XP_012538409.1
LOC105837840	XP_012538410.1
LOC105837841	XP_012538411.1
LOC105837842	XP_012538412.1
LOC105837842	XP_012538413.1
LOC105837842	XP_012538414.1
LOC105837842	XP_012538415.1
LOC105837842	XP_012538416.1
LOC105837842	XP_012538417.1
LOC105837843	XP_012538418.1
LOC105837843	XP_012538419.1
LOC105837844	XP_012538420.1
LOC105837844	XP_012538421.1
LOC105837844	XP_012538422.1
LOC105837844	XP_012538423.1
LOC105837844	XP_012538424.1
LOC105837844	XP_012538425.1
LOC105837844	XP_012538426.1
LOC105837844	XP_012538427.1
LOC105837846	XP_012538428.1
LOC105837847	XP_012538429.1
LOC105837847	XP_012538430.1
LOC105837847	XP_012538431.1
LOC105837847	XP_012538432.1
LOC105837848	XP_012538433.1
LOC105837848	XP_012538434.1
LOC105837849	XP_012538435.1
LOC105837849	XP_012538436.1
LOC105837850	XP_012538437.1
LOC105837851	XP_012538438.1
LOC105837851	XP_012538439.1
LOC105837852	XP_012538440.1
LOC105837852	XP_012538441.1
LOC105837853	XP_012538443.1
LOC105837853	XP_012538444.1
LOC105837853	XP_012538445.1
LOC105837853	XP_012538446.1
LOC105837854	XP_012538447.1
LOC105837854	XP_012538448.1
LOC105837856	XP_012538449.1
LOC105837857	XP_012538450.1
LOC105837857	XP_012538451.1
LOC105837858	XP_012538452.1
LOC105837858	XP_012538453.1
LOC105837858	XP_012538454.1
LOC105837858	XP_012538455.1
LOC105837859	XP_012538458.1
LOC105837861	XP_012538456.1
LOC105837862	XP_012538457.1
LOC105837863	XP_012538459.1
LOC105837864	XP_012538460.1
LOC105837864	XP_012538461.1
LOC105837864	XP_012538462.1
LOC105837864	XP_012538463.1
LOC105837865	XP_012538464.1
LOC105837866	XP_012538465.1
LOC105837866	XP_012538466.1
LOC105837866	XP_012538467.1
LOC105837867	XP_012538471.1
LOC105837868	XP_012538468.1
LOC105837869	XP_012538469.1
LOC105837869	XP_012538470.1
LOC105837870	XP_012538472.1
LOC105837871	XP_012538473.1
LOC105837871	XP_012538474.1
LOC105837871	XP_012538475.1
LOC105837871	XP_012538476.1
LOC105837871	XP_012538477.1
LOC105837872	XP_012538478.1
LOC105837873	XP_012538479.1
LOC105837873	XP_012538480.1
LOC105837874	XP_012538485.1
LOC105837875	XP_012538481.1
LOC105837875	XP_012538482.1
LOC105837876	XP_012538483.1
LOC105837877	XP_012538486.1
LOC105837877	XP_012538487.1
LOC105837877	XP_012538488.1
LOC105837878	XP_012538489.1
LOC105837879	XP_012538490.1
LOC105837879	XP_012538491.1
LOC105837880	XP_012538492.1
LOC105837881	XP_012538493.1
LOC105837882	XP_012538496.1
LOC105837883	XP_012538494.1
LOC105837884	XP_012538495.1
LOC105837885	XP_012538497.1
LOC105837885	XP_012538498.1
LOC105837886	XP_012538499.1
LOC105837886	XP_012538500.1
LOC105837886	XP_012538501.1
LOC105837887	XP_012538502.1
LOC105837888	XP_012538503.1
LOC105837888	XP_012538504.1
LOC105837888	XP_012538505.1
LOC105837889	XP_012538508.1
LOC105837890	XP_012538506.1
LOC105837891	XP_012538507.1
LOC105837892	XP_012538509.1
LOC105837893	XP_012538510.1
LOC105837893	XP_012538511.1
LOC105837893	XP_012538512.1
LOC105837894	XP_012538513.1
LOC105837894	XP_012538514.1
LOC105837894	XP_012538515.1
LOC105837894	XP_012538516.1
LOC105837894	XP_012538517.1
LOC105837894	XP_012538518.1
LOC105837894	XP_012538519.1
LOC105837894	XP_012538521.1
LOC105837894	XP_012538522.1
LOC105837895	XP_012538520.1
LOC105837896	XP_012538523.1
LOC105837897	XP_012538524.1
LOC105837898	XP_012538565.1
LOC105837898	XP_012538645.1
LOC105837899	XP_012538525.1
LOC105837901	XP_012538526.1
LOC105837901	XP_012538527.1
LOC105837902	XP_012538528.1
LOC105837903	XP_012538529.1
LOC105837903	XP_012538530.1
LOC105837904	XP_012538531.1
LOC105837904	XP_012538532.1
LOC105837905	XP_012538533.1
LOC105837905	XP_012538534.1
LOC105837905	XP_012538535.1
LOC105837906	XP_012538536.1
LOC105837907	XP_012538537.1
LOC105837908	XP_012538538.1
LOC105837908	XP_012538539.1
LOC105837908	XP_012538540.1
LOC105837909	XP_012538544.1
LOC105837909	XP_012538553.1
LOC105837910	XP_012538541.1
LOC105837910	XP_012538542.1
LOC105837910	XP_012538543.1
LOC105837911	XP_012538545.1
LOC105837912	XP_012538546.1
LOC105837913	XP_012538547.1
LOC105837913	XP_012538548.1
LOC105837913	XP_012538549.1
LOC105837914	XP_012538550.1
LOC105837914	XP_012538551.1
LOC105837915	XP_012538552.1
LOC105837916	XP_012538554.1
LOC105837917	XP_012538555.1
LOC105837917	XP_012538556.1
LOC105837918	XP_012538557.1
LOC105837918	XP_012538558.1
LOC105837919	XP_012538559.1
LOC105837920	XP_012538560.1
LOC105837921	XP_012538566.1
LOC105837921	XP_012538574.1
LOC105837921	XP_012538583.1
LOC105837922	XP_012538561.1
LOC105837922	XP_012538562.1
LOC105837922	XP_012538563.1
LOC105837922	XP_012538564.1
LOC105837923	XP_012538567.1
LOC105837924	XP_012538568.1
LOC105837924	XP_012538569.1
LOC105837924	XP_012538570.1
LOC105837925	XP_012538571.1
LOC105837926	XP_012538572.1
LOC105837928	XP_012538573.1
LOC105837928	XP_012538575.1
LOC105837928	XP_012538576.1
LOC105837928	XP_012538577.1
LOC105837929	XP_012538578.1
LOC105837930	XP_012538579.1
LOC105837930	XP_012538580.1
LOC105837930	XP_012538581.1
LOC105837931	XP_012538582.1
LOC105837932	XP_012538584.1
LOC105837933	XP_012538585.1
LOC105837933	XP_012538586.1
LOC105837935	XP_012538587.1
LOC105837935	XP_012538588.1
LOC105837936	XP_012538589.1
LOC105837937	XP_012538590.1
LOC105837938	XP_012538595.1
LOC105837939	XP_012538591.1
LOC105837940	XP_012538592.1
LOC105837941	XP_012538593.1
LOC105837941	XP_012538594.1
LOC105837941	XP_012538596.1
LOC105837941	XP_012538597.1
LOC105837942	XP_012538598.1
LOC105837942	XP_012538599.1
LOC105837942	XP_012538600.1
LOC105837942	XP_012538601.1
LOC105837942	XP_012538602.1
LOC105837943	XP_012538603.1
LOC105837944	XP_012538604.1
LOC105837945	XP_012538605.1
LOC105837946	XP_012538606.1
LOC105837947	XP_012538607.1
LOC105837948	XP_012538608.1
LOC105837949	XP_012538609.1
LOC105837949	XP_012538610.1
LOC105837949	XP_012538611.1
LOC105837950	XP_012538612.1
LOC105837950	XP_012538613.1
LOC105837950	XP_012538614.1
LOC105837950	XP_012538615.1
LOC105837950	XP_012538616.1
LOC105837950	XP_012538617.1
LOC105837950	XP_012538618.1
LOC105837950	XP_012538619.1
LOC105837952	XP_012538620.1
LOC105837953	XP_012538621.1
LOC105837954	XP_012538622.1
LOC105837955	XP_012538623.1
LOC105837955	XP_012538624.1
LOC105837955	XP_012538625.1
LOC105837956	XP_012538626.1
LOC105837957	XP_012538627.1
LOC105837958	XP_012538630.1
LOC105837958	XP_012538635.1
LOC105837959	XP_012538628.1
LOC105837960	XP_012538629.1
LOC105837961	XP_012538631.1
LOC105837961	XP_012538632.1
LOC105837962	XP_012538633.1
LOC105837963	XP_012538634.1
LOC105837964	XP_012538636.1
LOC105837964	XP_012538637.1
LOC105837965	XP_012538638.1
LOC105837965	XP_012538639.1
LOC105837965	XP_012538640.1
LOC105837965	XP_012538641.1
LOC105837965	XP_012538642.1
LOC105837965	XP_012538643.1
LOC105837966	XP_012538644.1
LOC105837966	XP_012538646.1
LOC105837967	XP_012538650.1
LOC105837968	XP_012538647.1
LOC105837968	XP_012538648.1
LOC105837968	XP_012538649.1
LOC105837969	XP_012538651.1
LOC105837969	XP_012538652.1
LOC105837969	XP_012538653.1
LOC105837970	XP_012538654.1
LOC105837970	XP_012538655.1
LOC105837971	XP_012538656.1
LOC105837971	XP_012538657.1
LOC105837972	XP_012538658.1
LOC105837973	XP_012538659.1
LOC105837974	XP_012538660.1
LOC105837974	XP_012538661.1
LOC105837975	XP_012538662.1
LOC105837975	XP_012538663.1
LOC105837976	XP_012538664.1
LOC105837977	XP_012538665.1
LOC105837978	XP_012538666.1
LOC105837979	XP_012538667.1
LOC105837980	XP_012538668.1
LOC105837981	XP_012538669.1
LOC105837982	XP_012538670.1
LOC105837983	XP_012538671.1
LOC105837984	XP_012538672.1
LOC105837984	XP_012538673.1
LOC105837984	XP_012538674.1
LOC105837985	XP_012538677.1
LOC105837986	XP_012538675.1
LOC105837987	XP_012538676.1
LOC105837988	XP_012538678.1
LOC105837988	XP_012538679.1
LOC105837989	XP_012538680.1
LOC105837989	XP_012538681.1
LOC105837990	XP_012538682.1
LOC105837990	XP_012538683.1
LOC105837990	XP_012538684.1
LOC105837990	XP_012538685.1
LOC105837991	XP_012538686.1
