NP_001011562.1	gnl|BL_ORD_ID|7560 7460:001d88
XP_016769479.1	gnl|BL_ORD_ID|12822 7460:003216
XP_016769477.1	gnl|BL_ORD_ID|11284 7460:002c14
XP_016769478.1	gnl|BL_ORD_ID|11284 7460:002c14
XP_016769480.1	gnl|BL_ORD_ID|12713 7460:0031a9
XP_016769481.1	gnl|BL_ORD_ID|12713 7460:0031a9
XP_016769483.1	gnl|BL_ORD_ID|2700 7460:000a8c
XP_016769482.1	gnl|BL_ORD_ID|2540 7460:0009ec
XP_016769484.1	gnl|BL_ORD_ID|2703 7460:000a8f
XP_016769464.1	gnl|BL_ORD_ID|2670 7460:000a6e
XP_016769491.1	gnl|BL_ORD_ID|2608 7460:000a30
XP_016769489.1	gnl|BL_ORD_ID|2621 7460:000a3d
XP_016769490.1	gnl|BL_ORD_ID|11286 7460:002c16
XP_016769492.1	gnl|BL_ORD_ID|12751 7460:0031cf
XP_016769485.1	gnl|BL_ORD_ID|2607 7460:000a2f
XP_016769486.1	gnl|BL_ORD_ID|2607 7460:000a2f
XP_016769488.1	gnl|BL_ORD_ID|2607 7460:000a2f
XP_016769487.1	gnl|BL_ORD_ID|2607 7460:000a2f
XP_016769465.1	gnl|BL_ORD_ID|2670 7460:000a6e
XP_016769493.1	gnl|BL_ORD_ID|11286 7460:002c16
XP_016769495.1	gnl|BL_ORD_ID|2677 7460:000a75
XP_016769496.1	gnl|BL_ORD_ID|2681 7460:000a79
XP_016769494.1	gnl|BL_ORD_ID|12801 7460:003201
XP_016769498.1	gnl|BL_ORD_ID|12722 7460:0031b2
XP_016769497.1	gnl|BL_ORD_ID|12721 7460:0031b1
XP_016769499.1	gnl|BL_ORD_ID|12722 7460:0031b2
XP_016769501.1	gnl|BL_ORD_ID|12722 7460:0031b2
XP_016769500.1	gnl|BL_ORD_ID|12722 7460:0031b2
XP_016769502.1	gnl|BL_ORD_ID|12817 7460:003211
XP_016769503.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769505.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769504.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769506.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769508.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769507.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769509.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769510.1	gnl|BL_ORD_ID|3586 7460:000e02
XP_016769512.1	gnl|BL_ORD_ID|2471 7460:0009a7
XP_016769513.1	gnl|BL_ORD_ID|2471 7460:0009a7
XP_016769521.1	gnl|BL_ORD_ID|1339 7460:00053b
XP_016769515.1	gnl|BL_ORD_ID|2470 7460:0009a6
XP_016769519.1	gnl|BL_ORD_ID|1338 7460:00053a
XP_016769516.1	gnl|BL_ORD_ID|2470 7460:0009a6
XP_016769522.1	gnl|BL_ORD_ID|1339 7460:00053b
XP_016769523.1	gnl|BL_ORD_ID|2364 7460:00093c
XP_016769517.1	gnl|BL_ORD_ID|4599 7460:0011f7
XP_016769511.1	gnl|BL_ORD_ID|2757 7460:000ac5
XP_016769524.1	gnl|BL_ORD_ID|12732 7460:0031bc
XP_016769528.1	gnl|BL_ORD_ID|12728 7460:0031b8
XP_016769520.1	gnl|BL_ORD_ID|1318 7460:000526
XP_016769529.1	gnl|BL_ORD_ID|12725 7460:0031b5
XP_016769525.1	gnl|BL_ORD_ID|12730 7460:0031ba
XP_016769527.1	gnl|BL_ORD_ID|12730 7460:0031ba
XP_016769530.1	gnl|BL_ORD_ID|12726 7460:0031b6
XP_016769531.1	gnl|BL_ORD_ID|2622 7460:000a3e
XP_016769526.1	gnl|BL_ORD_ID|14189 7460:00376d
XP_016769533.1	gnl|BL_ORD_ID|2626 7460:000a42
XP_016769537.1	gnl|BL_ORD_ID|2551 7460:0009f7
XP_016769535.1	gnl|BL_ORD_ID|2552 7460:0009f8
XP_016769536.1	gnl|BL_ORD_ID|2551 7460:0009f7
XP_016769534.1	gnl|BL_ORD_ID|14190 7460:00376e
XP_016769538.1	gnl|BL_ORD_ID|2551 7460:0009f7
XP_016769541.1	gnl|BL_ORD_ID|2547 7460:0009f3
XP_016769539.1	gnl|BL_ORD_ID|2548 7460:0009f4
XP_016769540.1	gnl|BL_ORD_ID|14190 7460:00376e
XP_016769546.1	gnl|BL_ORD_ID|2453 7460:000995
XP_016769544.1	gnl|BL_ORD_ID|2453 7460:000995
XP_016769545.1	gnl|BL_ORD_ID|2453 7460:000995
XP_016769542.1	gnl|BL_ORD_ID|13372 7460:00343c
XP_016769543.1	gnl|BL_ORD_ID|13372 7460:00343c
XP_016769532.1	gnl|BL_ORD_ID|2604 7460:000a2c
XP_016769547.1	gnl|BL_ORD_ID|2453 7460:000995
XP_016769549.1	gnl|BL_ORD_ID|2672 7460:000a70
XP_016769548.1	gnl|BL_ORD_ID|14152 7460:003748
XP_016769550.1	gnl|BL_ORD_ID|2489 7460:0009b9
XP_016769559.1	gnl|BL_ORD_ID|2521 7460:0009d9
XP_016769552.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769554.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769553.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769551.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769558.1	gnl|BL_ORD_ID|14158 7460:00374e
XP_016769557.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769555.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769556.1	gnl|BL_ORD_ID|2522 7460:0009da
XP_016769560.1	gnl|BL_ORD_ID|5284 7460:0014a4
XP_016769561.1	gnl|BL_ORD_ID|5265 7460:001491
XP_016769562.1	gnl|BL_ORD_ID|5265 7460:001491
XP_016769565.1	gnl|BL_ORD_ID|2462 7460:00099e
XP_016769566.1	gnl|BL_ORD_ID|2462 7460:00099e
XP_016769567.1	gnl|BL_ORD_ID|2462 7460:00099e
XP_016769564.1	gnl|BL_ORD_ID|2461 7460:00099d
XP_016769563.1	gnl|BL_ORD_ID|14158 7460:00374e
XP_016769568.1	gnl|BL_ORD_ID|2656 7460:000a60
XP_016769569.1	gnl|BL_ORD_ID|2656 7460:000a60
XP_016769570.1	gnl|BL_ORD_ID|14158 7460:00374e
XP_016769573.1	gnl|BL_ORD_ID|2762 7460:000aca
XP_016769571.1	gnl|BL_ORD_ID|2531 7460:0009e3
XP_016769572.1	gnl|BL_ORD_ID|2764 7460:000acc
XP_016769577.1	gnl|BL_ORD_ID|2715 7460:000a9b
XP_016769578.1	gnl|BL_ORD_ID|12709 7460:0031a5
XP_016769579.1	gnl|BL_ORD_ID|12709 7460:0031a5
XP_016769581.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769582.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769583.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769580.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769584.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769585.1	gnl|BL_ORD_ID|12706 7460:0031a2
XP_016769587.1	gnl|BL_ORD_ID|6803 7460:001a93
XP_016769586.1	gnl|BL_ORD_ID|2713 7460:000a99
XP_016769589.1	gnl|BL_ORD_ID|6803 7460:001a93
XP_016769590.1	gnl|BL_ORD_ID|6803 7460:001a93
XP_016769575.1	gnl|BL_ORD_ID|12719 7460:0031af
XP_016769574.1	gnl|BL_ORD_ID|12719 7460:0031af
XP_016769593.1	gnl|BL_ORD_ID|2499 7460:0009c3
XP_016769576.1	gnl|BL_ORD_ID|12718 7460:0031ae
XP_016769596.1	gnl|BL_ORD_ID|2683 7460:000a7b
XP_016769599.1	gnl|BL_ORD_ID|2558 7460:0009fe
XP_016769595.1	gnl|BL_ORD_ID|2682 7460:000a7a
XP_016769600.1	gnl|BL_ORD_ID|2664 7460:000a68
XP_016769597.1	gnl|BL_ORD_ID|2557 7460:0009fd
XP_016769601.1	gnl|BL_ORD_ID|2664 7460:000a68
XP_016769602.1	gnl|BL_ORD_ID|2664 7460:000a68
XP_016769588.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769604.1	gnl|BL_ORD_ID|2535 7460:0009e7
XP_016769592.1	gnl|BL_ORD_ID|2497 7460:0009c1
XP_016769607.1	gnl|BL_ORD_ID|12757 7460:0031d5
XP_016769591.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769610.1	gnl|BL_ORD_ID|2479 7460:0009af
XP_016769594.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769611.1	gnl|BL_ORD_ID|2479 7460:0009af
XP_016769605.1	gnl|BL_ORD_ID|2534 7460:0009e6
XP_016769598.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769612.1	gnl|BL_ORD_ID|2479 7460:0009af
XP_016769613.1	gnl|BL_ORD_ID|2479 7460:0009af
XP_016769614.1	gnl|BL_ORD_ID|2479 7460:0009af
XP_016769603.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769620.1	gnl|BL_ORD_ID|5277 7460:00149d
XP_016769609.1	gnl|BL_ORD_ID|12786 7460:0031f2
XP_016769616.1	gnl|BL_ORD_ID|2685 7460:000a7d
XP_016769617.1	gnl|BL_ORD_ID|2685 7460:000a7d
XP_016769618.1	gnl|BL_ORD_ID|2685 7460:000a7d
XP_016769608.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769619.1	gnl|BL_ORD_ID|2685 7460:000a7d
XP_016769606.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769622.1	gnl|BL_ORD_ID|5268 7460:001494
XP_016769625.1	gnl|BL_ORD_ID|3592 7460:000e08
XP_016769623.1	gnl|BL_ORD_ID|5268 7460:001494
XP_016769626.1	gnl|BL_ORD_ID|3592 7460:000e08
XP_016769624.1	gnl|BL_ORD_ID|5268 7460:001494
XP_016769627.1	gnl|BL_ORD_ID|3590 7460:000e06
XP_016769631.1	gnl|BL_ORD_ID|2542 7460:0009ee
XP_016769630.1	gnl|BL_ORD_ID|2694 7460:000a86
XP_016769615.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769635.1	gnl|BL_ORD_ID|12693 7460:003195
XP_016769633.1	gnl|BL_ORD_ID|2456 7460:000998
XP_016769634.1	gnl|BL_ORD_ID|2456 7460:000998
XP_016769637.1	gnl|BL_ORD_ID|5103 7460:0013ef
XP_016769641.1	gnl|BL_ORD_ID|12743 7460:0031c7
XP_016769621.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769629.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769642.1	gnl|BL_ORD_ID|2606 7460:000a2e
XP_016769639.1	gnl|BL_ORD_ID|12742 7460:0031c6
XP_016769640.1	gnl|BL_ORD_ID|12742 7460:0031c6
XP_016769628.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769643.1	gnl|BL_ORD_ID|2545 7460:0009f1
XP_016769632.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769644.1	gnl|BL_ORD_ID|12811 7460:00320b
XP_016769636.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769645.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769646.1	gnl|BL_ORD_ID|12811 7460:00320b
XP_016769647.1	gnl|BL_ORD_ID|12811 7460:00320b
XP_016769649.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769650.1	gnl|BL_ORD_ID|2579 7460:000a13
XP_016769638.1	gnl|BL_ORD_ID|14316 7460:0037ec
XP_016769648.1	gnl|BL_ORD_ID|2767 7460:000acf
XP_016769652.1	gnl|BL_ORD_ID|5266 7460:001492
XP_016769653.1	gnl|BL_ORD_ID|5266 7460:001492
XP_016769654.1	gnl|BL_ORD_ID|5266 7460:001492
XP_016769651.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769655.1	gnl|BL_ORD_ID|5266 7460:001492
XP_016769657.1	gnl|BL_ORD_ID|5279 7460:00149f
XP_016769658.1	gnl|BL_ORD_ID|5279 7460:00149f
XP_016769659.1	gnl|BL_ORD_ID|12775 7460:0031e7
XP_016769661.1	gnl|BL_ORD_ID|2504 7460:0009c8
XP_016769656.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769662.1	gnl|BL_ORD_ID|2502 7460:0009c6
XP_016769660.1	gnl|BL_ORD_ID|2501 7460:0009c5
XP_016769664.1	gnl|BL_ORD_ID|2469 7460:0009a5
XP_016769663.1	gnl|BL_ORD_ID|2528 7460:0009e0
XP_016769665.1	gnl|BL_ORD_ID|2469 7460:0009a5
XP_016769667.1	gnl|BL_ORD_ID|5275 7460:00149b
XP_016769668.1	gnl|BL_ORD_ID|2755 7460:000ac3
XP_016769672.1	gnl|BL_ORD_ID|2477 7460:0009ad
XP_016769671.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769673.1	gnl|BL_ORD_ID|8852 7460:002294
XP_016769675.1	gnl|BL_ORD_ID|2514 7460:0009d2
XP_016769676.1	gnl|BL_ORD_ID|2514 7460:0009d2
XP_016769674.1	gnl|BL_ORD_ID|2738 7460:000ab2
XP_016769669.1	gnl|BL_ORD_ID|2750 7460:000abe
XP_016769670.1	gnl|BL_ORD_ID|2750 7460:000abe
XP_016769677.1	gnl|BL_ORD_ID|2517 7460:0009d5
XP_016769679.1	gnl|BL_ORD_ID|2634 7460:000a4a
XP_016769678.1	gnl|BL_ORD_ID|2516 7460:0009d4
XP_016769680.1	gnl|BL_ORD_ID|2634 7460:000a4a
XP_016769682.1	gnl|BL_ORD_ID|8824 7460:002278
XP_016769681.1	gnl|BL_ORD_ID|12736 7460:0031c0
XP_016769683.1	gnl|BL_ORD_ID|6800 7460:001a90
XP_016769684.1	gnl|BL_ORD_ID|8824 7460:002278
XP_016769685.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769686.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769687.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769688.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769689.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769693.1	gnl|BL_ORD_ID|2466 7460:0009a2
XP_016769690.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769692.1	gnl|BL_ORD_ID|8823 7460:002277
XP_016769691.1	gnl|BL_ORD_ID|2464 7460:0009a0
XP_016769696.1	gnl|BL_ORD_ID|8823 7460:002277
XP_016769697.1	gnl|BL_ORD_ID|2467 7460:0009a3
XP_016769698.1	gnl|BL_ORD_ID|2466 7460:0009a2
XP_016769700.1	gnl|BL_ORD_ID|10599 7460:002967
XP_016769699.1	gnl|BL_ORD_ID|2040 7460:0007f8
XP_016769701.1	gnl|BL_ORD_ID|10599 7460:002967
XP_016769694.1	gnl|BL_ORD_ID|2771 7460:000ad3
XP_016769703.1	gnl|BL_ORD_ID|7959 7460:001f17
XP_016769705.1	gnl|BL_ORD_ID|15304 7460:003bc8
XP_016769708.1	gnl|BL_ORD_ID|13916 7460:00365c
XP_016769706.1	gnl|BL_ORD_ID|6067 7460:0017b3
XP_016769707.1	gnl|BL_ORD_ID|15149 7460:003b2d
XP_016769709.1	gnl|BL_ORD_ID|8007 7460:001f47
XP_016769711.1	gnl|BL_ORD_ID|7954 7460:001f12
XP_016769712.1	gnl|BL_ORD_ID|8052 7460:001f74
XP_016769714.1	gnl|BL_ORD_ID|12074 7460:002f2a
XP_016769716.1	gnl|BL_ORD_ID|10392 7460:002898
XP_016769713.1	gnl|BL_ORD_ID|13590 7460:003516
XP_016769710.1	gnl|BL_ORD_ID|7978 7460:001f2a
XP_016769666.1	gnl|BL_ORD_ID|2064 7460:000810
XP_016769702.1	gnl|BL_ORD_ID|10492 7460:0028fc
XP_016769715.1	gnl|BL_ORD_ID|12078 7460:002f2e
XP_016769718.1	gnl|BL_ORD_ID|10434 7460:0028c2
XP_016769720.1	gnl|BL_ORD_ID|10458 7460:0028da
XP_016769721.1	gnl|BL_ORD_ID|10580 7460:002954
XP_016769719.1	gnl|BL_ORD_ID|10612 7460:002974
XP_016769722.1	gnl|BL_ORD_ID|10506 7460:00290a
XP_016769726.1	gnl|BL_ORD_ID|6980 7460:001b44
XP_016769717.1	gnl|BL_ORD_ID|10431 7460:0028bf
XP_016769728.1	gnl|BL_ORD_ID|8036 7460:001f64
XP_016769724.1	gnl|BL_ORD_ID|8333 7460:00208d
XP_016769729.1	gnl|BL_ORD_ID|12613 7460:003145
XP_016769723.1	gnl|BL_ORD_ID|10544 7460:002930
XP_016769731.1	gnl|BL_ORD_ID|12613 7460:003145
XP_016769725.1	gnl|BL_ORD_ID|8360 7460:0020a8
XP_016769727.1	gnl|BL_ORD_ID|10589 7460:00295d
XP_016769730.1	gnl|BL_ORD_ID|10493 7460:0028fd
XP_016769737.1	gnl|BL_ORD_ID|10563 7460:002943
XP_016769738.1	gnl|BL_ORD_ID|10563 7460:002943
XP_016769735.1	gnl|BL_ORD_ID|10562 7460:002942
XP_016769734.1	gnl|BL_ORD_ID|10562 7460:002942
XP_016769739.1	gnl|BL_ORD_ID|10566 7460:002946
XP_016769740.1	gnl|BL_ORD_ID|10566 7460:002946
XP_016769732.1	gnl|BL_ORD_ID|10562 7460:002942
XP_016769733.1	gnl|BL_ORD_ID|10562 7460:002942
XP_016769741.1	gnl|BL_ORD_ID|10566 7460:002946
XP_016769751.1	gnl|BL_ORD_ID|8312 7460:002078
XP_016769750.1	gnl|BL_ORD_ID|8312 7460:002078
XP_016769754.1	gnl|BL_ORD_ID|8314 7460:00207a
XP_016769755.1	gnl|BL_ORD_ID|8314 7460:00207a
XP_016769757.1	gnl|BL_ORD_ID|10475 7460:0028eb
XP_016769756.1	gnl|BL_ORD_ID|12983 7460:0032b7
XP_016769753.1	gnl|BL_ORD_ID|8318 7460:00207e
XP_016769752.1	gnl|BL_ORD_ID|8318 7460:00207e
XP_016769758.1	gnl|BL_ORD_ID|10478 7460:0028ee
XP_016769761.1	gnl|BL_ORD_ID|10484 7460:0028f4
XP_016769762.1	gnl|BL_ORD_ID|10484 7460:0028f4
XP_016769765.1	gnl|BL_ORD_ID|15300 7460:003bc4
XP_016769744.1	gnl|BL_ORD_ID|7292 7460:001c7c
XP_016769764.1	gnl|BL_ORD_ID|15307 7460:003bcb
XP_016769759.1	gnl|BL_ORD_ID|10480 7460:0028f0
XP_016769768.1	gnl|BL_ORD_ID|10412 7460:0028ac
XP_016769767.1	gnl|BL_ORD_ID|10659 7460:0029a3
XP_016769769.1	gnl|BL_ORD_ID|10417 7460:0028b1
XP_016769760.1	gnl|BL_ORD_ID|10480 7460:0028f0
XP_016769766.1	gnl|BL_ORD_ID|10409 7460:0028a9
XP_016769770.1	gnl|BL_ORD_ID|10653 7460:00299d
XP_016769771.1	gnl|BL_ORD_ID|13938 7460:003672
XP_016769773.1	gnl|BL_ORD_ID|13926 7460:003666
XP_016769772.1	gnl|BL_ORD_ID|13938 7460:003672
XP_016769775.1	gnl|BL_ORD_ID|13921 7460:003661
XP_016769774.1	gnl|BL_ORD_ID|13936 7460:003670
XP_016769776.1	gnl|BL_ORD_ID|13944 7460:003678
XP_016769777.1	gnl|BL_ORD_ID|8371 7460:0020b3
XP_016769780.1	gnl|BL_ORD_ID|8366 7460:0020ae
XP_016769778.1	gnl|BL_ORD_ID|8371 7460:0020b3
XP_016769781.1	gnl|BL_ORD_ID|8355 7460:0020a3
XP_016769779.1	gnl|BL_ORD_ID|8356 7460:0020a4
XP_016769782.1	gnl|BL_ORD_ID|10614 7460:002976
XP_016769763.1	gnl|BL_ORD_ID|10482 7460:0028f2
XP_016769783.1	gnl|BL_ORD_ID|10614 7460:002976
XP_016769784.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769785.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769786.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769791.1	gnl|BL_ORD_ID|10615 7460:002977
XP_016769787.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769792.1	gnl|BL_ORD_ID|10615 7460:002977
XP_016769788.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769789.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769748.1	gnl|BL_ORD_ID|10559 7460:00293f
XP_016769790.1	gnl|BL_ORD_ID|10611 7460:002973
XP_016769798.1	gnl|BL_ORD_ID|15155 7460:003b33
XP_016769800.1	gnl|BL_ORD_ID|15163 7460:003b3b
XP_016769794.1	gnl|BL_ORD_ID|15159 7460:003b37
XP_016769801.1	gnl|BL_ORD_ID|15163 7460:003b3b
XP_016769797.1	gnl|BL_ORD_ID|15159 7460:003b37
XP_016769793.1	gnl|BL_ORD_ID|8519 7460:002147
XP_016769799.1	gnl|BL_ORD_ID|15155 7460:003b33
XP_016769796.1	gnl|BL_ORD_ID|15159 7460:003b37
XP_016769795.1	gnl|BL_ORD_ID|15159 7460:003b37
XP_016769802.1	gnl|BL_ORD_ID|15163 7460:003b3b
XP_016769803.1	gnl|BL_ORD_ID|15163 7460:003b3b
XP_016769807.1	gnl|BL_ORD_ID|8012 7460:001f4c
XP_016769806.1	gnl|BL_ORD_ID|8519 7460:002147
XP_016769804.1	gnl|BL_ORD_ID|8519 7460:002147
XP_016769810.1	gnl|BL_ORD_ID|7976 7460:001f28
XP_016769811.1	gnl|BL_ORD_ID|8015 7460:001f4f
XP_016769812.1	gnl|BL_ORD_ID|7979 7460:001f2b
XP_016769808.1	gnl|BL_ORD_ID|7981 7460:001f2d
XP_016769809.1	gnl|BL_ORD_ID|7977 7460:001f29
XP_016769813.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769814.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769818.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769816.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769817.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769815.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769820.1	gnl|BL_ORD_ID|6060 7460:0017ac
XP_016769819.1	gnl|BL_ORD_ID|6062 7460:0017ae
XP_016769822.1	gnl|BL_ORD_ID|6060 7460:0017ac
XP_016769821.1	gnl|BL_ORD_ID|6060 7460:0017ac
XP_016769824.1	gnl|BL_ORD_ID|8518 7460:002146
XP_016769823.1	gnl|BL_ORD_ID|10459 7460:0028db
XP_016769826.1	gnl|BL_ORD_ID|13629 7460:00353d
XP_016769825.1	gnl|BL_ORD_ID|13629 7460:00353d
XP_016769805.1	gnl|BL_ORD_ID|7983 7460:001f2f
XP_016769827.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769828.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769829.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769830.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769831.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769833.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769832.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769834.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769835.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769837.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769836.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769838.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769839.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769841.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769843.1	gnl|BL_ORD_ID|11099 7460:002b5b
XP_016769840.1	gnl|BL_ORD_ID|13631 7460:00353f
XP_016769842.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769847.1	gnl|BL_ORD_ID|13633 7460:003541
XP_016769844.1	gnl|BL_ORD_ID|13631 7460:00353f
XP_016769845.1	gnl|BL_ORD_ID|13631 7460:00353f
XP_016769849.1	gnl|BL_ORD_ID|10505 7460:002909
XP_016769851.1	gnl|BL_ORD_ID|10453 7460:0028d5
XP_016769852.1	gnl|BL_ORD_ID|10451 7460:0028d3
XP_016769850.1	gnl|BL_ORD_ID|10452 7460:0028d4
XP_016769846.1	gnl|BL_ORD_ID|13630 7460:00353e
XP_016769848.1	gnl|BL_ORD_ID|10549 7460:002935
XP_016769858.1	gnl|BL_ORD_ID|7992 7460:001f38
XP_016769854.1	gnl|BL_ORD_ID|7991 7460:001f37
XP_016769853.1	gnl|BL_ORD_ID|7991 7460:001f37
XP_016769857.1	gnl|BL_ORD_ID|7991 7460:001f37
XP_016769859.1	gnl|BL_ORD_ID|7995 7460:001f3b
XP_016769855.1	gnl|BL_ORD_ID|7991 7460:001f37
XP_016769861.1	gnl|BL_ORD_ID|7990 7460:001f36
XP_016769856.1	gnl|BL_ORD_ID|7991 7460:001f37
XP_016769860.1	gnl|BL_ORD_ID|11099 7460:002b5b
XP_016769867.1	gnl|BL_ORD_ID|8334 7460:00208e
XP_016769865.1	gnl|BL_ORD_ID|13623 7460:003537
XP_016769862.1	gnl|BL_ORD_ID|11095 7460:002b57
XP_016769868.1	gnl|BL_ORD_ID|8334 7460:00208e
XP_016769871.1	gnl|BL_ORD_ID|3210 7460:000c8a
XP_016769866.1	gnl|BL_ORD_ID|13623 7460:003537
XP_016769869.1	gnl|BL_ORD_ID|8391 7460:0020c7
XP_016769870.1	gnl|BL_ORD_ID|3217 7460:000c91
XP_016769864.1	gnl|BL_ORD_ID|11095 7460:002b57
XP_016769872.1	gnl|BL_ORD_ID|3212 7460:000c8c
XP_016769873.1	gnl|BL_ORD_ID|3219 7460:000c93
XP_016769874.1	gnl|BL_ORD_ID|10436 7460:0028c4
XP_016769875.1	gnl|BL_ORD_ID|10436 7460:0028c4
XP_016769876.1	gnl|BL_ORD_ID|10436 7460:0028c4
XP_016769877.1	gnl|BL_ORD_ID|10436 7460:0028c4
XP_016769879.1	gnl|BL_ORD_ID|10436 7460:0028c4
XP_016769878.1	gnl|BL_ORD_ID|11095 7460:002b57
XP_016769884.1	gnl|BL_ORD_ID|10441 7460:0028c9
XP_016769886.1	gnl|BL_ORD_ID|12044 7460:002f0c
XP_016769887.1	gnl|BL_ORD_ID|6064 7460:0017b0
XP_016769885.1	gnl|BL_ORD_ID|12046 7460:002f0e
XP_016769888.1	gnl|BL_ORD_ID|6064 7460:0017b0
XP_016769889.1	gnl|BL_ORD_ID|6064 7460:0017b0
XP_016769892.1	gnl|BL_ORD_ID|6063 7460:0017af
XP_016769890.1	gnl|BL_ORD_ID|6064 7460:0017b0
XP_016769891.1	gnl|BL_ORD_ID|6063 7460:0017af
XP_016769863.1	gnl|BL_ORD_ID|13644 7460:00354c
XP_016769894.1	gnl|BL_ORD_ID|11097 7460:002b59
XP_016769895.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769896.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769893.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769897.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769898.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769903.1	gnl|BL_ORD_ID|11097 7460:002b59
XP_016769899.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769904.1	gnl|BL_ORD_ID|10499 7460:002903
XP_016769900.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769901.1	gnl|BL_ORD_ID|15166 7460:003b3e
XP_016769902.1	gnl|BL_ORD_ID|10552 7460:002938
XP_016769906.1	gnl|BL_ORD_ID|10521 7460:002919
XP_016769908.1	gnl|BL_ORD_ID|10534 7460:002926
XP_016769907.1	gnl|BL_ORD_ID|10521 7460:002919
XP_016769910.1	gnl|BL_ORD_ID|10546 7460:002932
