NP_001014456.1	gnl|BL_ORD_ID|10184 7227:0027c8
NP_730892.2	gnl|BL_ORD_ID|12291 7227:003003
NP_730901.1	gnl|BL_ORD_ID|12503 7227:0030d7
NP_730906.1	gnl|BL_ORD_ID|13513 7227:0034c9
NP_730908.1	gnl|BL_ORD_ID|13513 7227:0034c9
NP_730911.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730909.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730912.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730910.2	gnl|BL_ORD_ID|1319 7227:000527
NP_730913.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730914.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730915.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730916.1	gnl|BL_ORD_ID|1319 7227:000527
NP_730917.1	gnl|BL_ORD_ID|10698 7227:0029ca
NP_730918.2	gnl|BL_ORD_ID|1319 7227:000527
NP_730922.1	gnl|BL_ORD_ID|12180 7227:002f94
NP_730923.1	gnl|BL_ORD_ID|7845 7227:001ea5
NP_730924.1	gnl|BL_ORD_ID|10699 7227:0029cb
NP_730928.2	gnl|BL_ORD_ID|312 7227:000138
NP_730931.1	gnl|BL_ORD_ID|7849 7227:001ea9
NP_730934.1	gnl|BL_ORD_ID|7855 7227:001eaf
NP_730935.1	gnl|BL_ORD_ID|1243 7227:0004db
NP_730939.1	gnl|BL_ORD_ID|10702 7227:0029ce
NP_730938.1	gnl|BL_ORD_ID|10702 7227:0029ce
NP_730940.1	gnl|BL_ORD_ID|1069 7227:00042d
NP_730937.1	gnl|BL_ORD_ID|10705 7227:0029d1
NP_730941.1	gnl|BL_ORD_ID|990 7227:0003de
NP_730945.1	gnl|BL_ORD_ID|7860 7227:001eb4
NP_730944.2	gnl|BL_ORD_ID|7860 7227:001eb4
NP_730891.1	gnl|BL_ORD_ID|12291 7227:003003
NP_730949.2	gnl|BL_ORD_ID|7862 7227:001eb6
NP_730942.1	gnl|BL_ORD_ID|990 7227:0003de
NP_730950.2	gnl|BL_ORD_ID|9975 7227:0026f7
NP_730951.2	gnl|BL_ORD_ID|9975 7227:0026f7
NP_730957.1	gnl|BL_ORD_ID|1492 7227:0005d4
NP_730952.1	gnl|BL_ORD_ID|1886 7227:00075e
NP_730954.2	gnl|BL_ORD_ID|1886 7227:00075e
NP_730958.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730959.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730961.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730960.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730962.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730963.1	gnl|BL_ORD_ID|12181 7227:002f95
NP_730968.1	gnl|BL_ORD_ID|10155 7227:0027ab
NP_730972.2	gnl|BL_ORD_ID|10704 7227:0029d0
NP_730973.1	gnl|BL_ORD_ID|10701 7227:0029cd
NP_730974.1	gnl|BL_ORD_ID|10703 7227:0029cf
NP_730978.1	gnl|BL_ORD_ID|12955 7227:00329b
NP_730979.1	gnl|BL_ORD_ID|12955 7227:00329b
NP_730976.1	gnl|BL_ORD_ID|2553 7227:0009f9
NP_730966.1	gnl|BL_ORD_ID|1668 7227:000684
NP_730982.1	gnl|BL_ORD_ID|10201 7227:0027d9
NP_730971.1	gnl|BL_ORD_ID|10706 7227:0029d2
NP_730988.1	gnl|BL_ORD_ID|12665 7227:003179
NP_730983.1	gnl|BL_ORD_ID|10201 7227:0027d9
NP_730984.1	gnl|BL_ORD_ID|1128 7227:000468
NP_730996.2	gnl|BL_ORD_ID|13780 7227:0035d4
NP_730989.2	gnl|BL_ORD_ID|12665 7227:003179
NP_730997.1	gnl|BL_ORD_ID|2506 7227:0009ca
NP_730998.1	gnl|BL_ORD_ID|2506 7227:0009ca
NP_731000.1	gnl|BL_ORD_ID|2506 7227:0009ca
NP_731002.1	gnl|BL_ORD_ID|7882 7227:001eca
NP_731006.1	gnl|BL_ORD_ID|7884 7227:001ecc
NP_731004.1	gnl|BL_ORD_ID|7883 7227:001ecb
NP_731012.1	gnl|BL_ORD_ID|12755 7227:0031d3
NP_731014.1	gnl|BL_ORD_ID|12755 7227:0031d3
NP_731017.1	gnl|BL_ORD_ID|7890 7227:001ed2
NP_731020.1	gnl|BL_ORD_ID|7893 7227:001ed5
NP_731021.1	gnl|BL_ORD_ID|7893 7227:001ed5
NP_731025.1	gnl|BL_ORD_ID|7895 7227:001ed7
NP_731024.1	gnl|BL_ORD_ID|7895 7227:001ed7
NP_731026.1	gnl|BL_ORD_ID|7895 7227:001ed7
NP_731042.1	gnl|BL_ORD_ID|10225 7227:0027f1
NP_731032.1	gnl|BL_ORD_ID|542 7227:00021e
NP_731031.1	gnl|BL_ORD_ID|542 7227:00021e
NP_731034.1	gnl|BL_ORD_ID|542 7227:00021e
NP_731043.1	gnl|BL_ORD_ID|10224 7227:0027f0
NP_731033.1	gnl|BL_ORD_ID|542 7227:00021e
NP_731035.2	gnl|BL_ORD_ID|542 7227:00021e
NP_731045.1	gnl|BL_ORD_ID|10707 7227:0029d3
NP_731062.1	gnl|BL_ORD_ID|7916 7227:001eec
NP_731052.2	gnl|BL_ORD_ID|7905 7227:001ee1
NP_731065.1	gnl|BL_ORD_ID|10709 7227:0029d5
NP_731058.1	gnl|BL_ORD_ID|7912 7227:001ee8
NP_731067.1	gnl|BL_ORD_ID|10708 7227:0029d4
NP_731073.1	gnl|BL_ORD_ID|13877 7227:003635
NP_731079.1	gnl|BL_ORD_ID|7930 7227:001efa
NP_731080.1	gnl|BL_ORD_ID|7930 7227:001efa
NP_731074.1	gnl|BL_ORD_ID|13877 7227:003635
NP_731093.2	gnl|BL_ORD_ID|10222 7227:0027ee
NP_731081.2	gnl|BL_ORD_ID|7931 7227:001efb
NP_731089.2	gnl|BL_ORD_ID|7935 7227:001eff
NP_731094.3	gnl|BL_ORD_ID|7938 7227:001f02
NP_731097.1	gnl|BL_ORD_ID|10683 7227:0029bb
NP_731103.1	gnl|BL_ORD_ID|10610 7227:002972
NP_731114.2	gnl|BL_ORD_ID|28 7227:00001c
NP_731113.2	gnl|BL_ORD_ID|59 7227:00003b
NP_731111.1	gnl|BL_ORD_ID|59 7227:00003b
NP_731118.3	gnl|BL_ORD_ID|1689 7227:000699
NP_731126.1	gnl|BL_ORD_ID|7948 7227:001f0c
NP_731127.1	gnl|BL_ORD_ID|7948 7227:001f0c
NP_731129.1	gnl|BL_ORD_ID|7950 7227:001f0e
NP_731084.1	gnl|BL_ORD_ID|13463 7227:003497
NP_731083.1	gnl|BL_ORD_ID|13463 7227:003497
NP_731135.2	gnl|BL_ORD_ID|10684 7227:0029bc
NP_731134.1	gnl|BL_ORD_ID|1433 7227:000599
NP_731085.2	gnl|BL_ORD_ID|13463 7227:003497
NP_731145.1	gnl|BL_ORD_ID|7960 7227:001f18
NP_731146.3	gnl|BL_ORD_ID|7960 7227:001f18
NP_731155.1	gnl|BL_ORD_ID|10686 7227:0029be
NP_731133.1	gnl|BL_ORD_ID|12657 7227:003171
NP_731156.1	gnl|BL_ORD_ID|10687 7227:0029bf
NP_731158.1	gnl|BL_ORD_ID|7969 7227:001f21
NP_731165.2	gnl|BL_ORD_ID|1535 7227:0005ff
NP_731174.1	gnl|BL_ORD_ID|7978 7227:001f2a
NP_731141.1	gnl|BL_ORD_ID|359 7227:000167
NP_731172.2	gnl|BL_ORD_ID|10549 7227:002935
NP_731131.2	gnl|BL_ORD_ID|12657 7227:003171
NP_731132.1	gnl|BL_ORD_ID|12657 7227:003171
NP_731187.1	gnl|BL_ORD_ID|10678 7227:0029b6
NP_731186.2	gnl|BL_ORD_ID|10678 7227:0029b6
NP_731188.1	gnl|BL_ORD_ID|10679 7227:0029b7
NP_731175.2	gnl|BL_ORD_ID|7978 7227:001f2a
NP_731190.3	gnl|BL_ORD_ID|11986 7227:002ed2
NP_731192.2	gnl|BL_ORD_ID|7985 7227:001f31
NP_731193.1	gnl|BL_ORD_ID|12446 7227:00309e
NP_731194.1	gnl|BL_ORD_ID|12446 7227:00309e
NP_731170.2	gnl|BL_ORD_ID|11789 7227:002e0d
NP_731211.1	gnl|BL_ORD_ID|253 7227:0000fd
NP_731206.1	gnl|BL_ORD_ID|7998 7227:001f3e
NP_731216.2	gnl|BL_ORD_ID|8011 7227:001f4b
NP_731214.1	gnl|BL_ORD_ID|8009 7227:001f49
NP_731226.2	gnl|BL_ORD_ID|10674 7227:0029b2
NP_731223.1	gnl|BL_ORD_ID|1088 7227:000440
NP_731198.1	gnl|BL_ORD_ID|159 7227:00009f
NP_731197.1	gnl|BL_ORD_ID|159 7227:00009f
NP_731227.1	gnl|BL_ORD_ID|10673 7227:0029b1
NP_731238.1	gnl|BL_ORD_ID|8027 7227:001f5b
NP_731237.1	gnl|BL_ORD_ID|8027 7227:001f5b
NP_731191.2	gnl|BL_ORD_ID|7985 7227:001f31
NP_731241.1	gnl|BL_ORD_ID|1717 7227:0006b5
NP_731242.1	gnl|BL_ORD_ID|1717 7227:0006b5
NP_731221.2	gnl|BL_ORD_ID|12468 7227:0030b4
NP_731250.1	gnl|BL_ORD_ID|10669 7227:0029ad
NP_731251.1	gnl|BL_ORD_ID|10598 7227:002966
NP_731252.1	gnl|BL_ORD_ID|10667 7227:0029ab
NP_731253.1	gnl|BL_ORD_ID|10672 7227:0029b0
NP_731247.3	gnl|BL_ORD_ID|13799 7227:0035e7
NP_731264.1	gnl|BL_ORD_ID|8040 7227:001f68
NP_731263.2	gnl|BL_ORD_ID|8040 7227:001f68
NP_731254.2	gnl|BL_ORD_ID|13802 7227:0035ea
NP_731269.2	gnl|BL_ORD_ID|8045 7227:001f6d
NP_731272.1	gnl|BL_ORD_ID|8049 7227:001f71
NP_731278.1	gnl|BL_ORD_ID|8056 7227:001f78
NP_731246.2	gnl|BL_ORD_ID|13799 7227:0035e7
NP_731295.1	gnl|BL_ORD_ID|476 7227:0001dc
NP_731292.2	gnl|BL_ORD_ID|13064 7227:003308
NP_731267.1	gnl|BL_ORD_ID|266 7227:00010a
NP_731268.1	gnl|BL_ORD_ID|266 7227:00010a
NP_731302.1	gnl|BL_ORD_ID|8076 7227:001f8c
NP_731293.3	gnl|BL_ORD_ID|13064 7227:003308
NP_731291.2	gnl|BL_ORD_ID|13064 7227:003308
NP_731299.1	gnl|BL_ORD_ID|10525 7227:00291d
NP_731303.2	gnl|BL_ORD_ID|8076 7227:001f8c
NP_731309.1	gnl|BL_ORD_ID|458 7227:0001ca
NP_731310.1	gnl|BL_ORD_ID|458 7227:0001ca
NP_731311.1	gnl|BL_ORD_ID|458 7227:0001ca
NP_731305.2	gnl|BL_ORD_ID|8079 7227:001f8f
NP_731308.1	gnl|BL_ORD_ID|13396 7227:003454
NP_731306.2	gnl|BL_ORD_ID|8079 7227:001f8f
NP_731319.1	gnl|BL_ORD_ID|132 7227:000084
NP_731320.1	gnl|BL_ORD_ID|132 7227:000084
NP_731326.2	gnl|BL_ORD_ID|8093 7227:001f9d
NP_731333.1	gnl|BL_ORD_ID|8099 7227:001fa3
NP_731334.1	gnl|BL_ORD_ID|8099 7227:001fa3
NP_731331.1	gnl|BL_ORD_ID|8098 7227:001fa2
NP_731340.1	gnl|BL_ORD_ID|8101 7227:001fa5
NP_731339.1	gnl|BL_ORD_ID|8100 7227:001fa4
NP_731341.1	gnl|BL_ORD_ID|216 7227:0000d8
NP_731343.1	gnl|BL_ORD_ID|216 7227:0000d8
NP_731342.1	gnl|BL_ORD_ID|216 7227:0000d8
NP_731345.1	gnl|BL_ORD_ID|8103 7227:001fa7
NP_731316.2	gnl|BL_ORD_ID|521 7227:000209
NP_731347.1	gnl|BL_ORD_ID|8105 7227:001fa9
NP_731351.3	gnl|BL_ORD_ID|12749 7227:0031cd
NP_731352.3	gnl|BL_ORD_ID|12749 7227:0031cd
NP_731354.1	gnl|BL_ORD_ID|12749 7227:0031cd
NP_731358.1	gnl|BL_ORD_ID|8109 7227:001fad
NP_731356.1	gnl|BL_ORD_ID|12749 7227:0031cd
NP_731355.1	gnl|BL_ORD_ID|12749 7227:0031cd
NP_731376.1	gnl|BL_ORD_ID|8122 7227:001fba
NP_731370.1	gnl|BL_ORD_ID|2552 7227:0009f8
NP_731377.1	gnl|BL_ORD_ID|2405 7227:000965
NP_731378.1	gnl|BL_ORD_ID|2405 7227:000965
NP_731384.1	gnl|BL_ORD_ID|8130 7227:001fc2
NP_731315.1	gnl|BL_ORD_ID|521 7227:000209
NP_731314.1	gnl|BL_ORD_ID|521 7227:000209
NP_731389.2	gnl|BL_ORD_ID|12504 7227:0030d8
NP_731390.1	gnl|BL_ORD_ID|12504 7227:0030d8
NP_731391.1	gnl|BL_ORD_ID|12504 7227:0030d8
NP_731366.1	gnl|BL_ORD_ID|8114 7227:001fb2
NP_731385.1	gnl|BL_ORD_ID|567 7227:000237
NP_731398.1	gnl|BL_ORD_ID|973 7227:0003cd
NP_731392.2	gnl|BL_ORD_ID|12504 7227:0030d8
NP_731401.3	gnl|BL_ORD_ID|8142 7227:001fce
NP_731402.3	gnl|BL_ORD_ID|8145 7227:001fd1
NP_731407.2	gnl|BL_ORD_ID|12779 7227:0031eb
NP_731395.1	gnl|BL_ORD_ID|10653 7227:00299d
NP_731403.2	gnl|BL_ORD_ID|2005 7227:0007d5
NP_731367.2	gnl|BL_ORD_ID|8114 7227:001fb2
NP_731439.2	gnl|BL_ORD_ID|10650 7227:00299a
NP_731435.1	gnl|BL_ORD_ID|10649 7227:002999
NP_731419.1	gnl|BL_ORD_ID|8162 7227:001fe2
NP_731426.1	gnl|BL_ORD_ID|10170 7227:0027ba
NP_731449.1	gnl|BL_ORD_ID|10681 7227:0029b9
NP_731451.1	gnl|BL_ORD_ID|895 7227:00037f
NP_731446.1	gnl|BL_ORD_ID|2706 7227:000a92
NP_731452.1	gnl|BL_ORD_ID|895 7227:00037f
NP_731453.1	gnl|BL_ORD_ID|895 7227:00037f
NP_731443.1	gnl|BL_ORD_ID|2706 7227:000a92
NP_731444.1	gnl|BL_ORD_ID|2706 7227:000a92
NP_731445.1	gnl|BL_ORD_ID|2706 7227:000a92
NP_731457.2	gnl|BL_ORD_ID|810 7227:00032a
NP_731461.1	gnl|BL_ORD_ID|2203 7227:00089b
NP_731458.2	gnl|BL_ORD_ID|810 7227:00032a
NP_731476.1	gnl|BL_ORD_ID|10648 7227:002998
NP_731469.2	gnl|BL_ORD_ID|13065 7227:003309
NP_731459.2	gnl|BL_ORD_ID|810 7227:00032a
NP_731472.1	gnl|BL_ORD_ID|8185 7227:001ff9
NP_731474.1	gnl|BL_ORD_ID|8186 7227:001ffa
NP_731477.1	gnl|BL_ORD_ID|10648 7227:002998
NP_731473.1	gnl|BL_ORD_ID|8185 7227:001ff9
NP_731479.3	gnl|BL_ORD_ID|10165 7227:0027b5
NP_731492.1	gnl|BL_ORD_ID|10676 7227:0029b4
NP_731491.2	gnl|BL_ORD_ID|10646 7227:002996
NP_731489.2	gnl|BL_ORD_ID|1748 7227:0006d4
NP_731490.1	gnl|BL_ORD_ID|1748 7227:0006d4
NP_731494.1	gnl|BL_ORD_ID|10607 7227:00296f
NP_731495.1	gnl|BL_ORD_ID|10641 7227:002991
NP_731500.1	gnl|BL_ORD_ID|10645 7227:002995
NP_731505.1	gnl|BL_ORD_ID|13737 7227:0035a9
NP_731506.1	gnl|BL_ORD_ID|13734 7227:0035a6
NP_731503.2	gnl|BL_ORD_ID|8200 7227:002008
NP_731502.2	gnl|BL_ORD_ID|8200 7227:002008
NP_731510.1	gnl|BL_ORD_ID|12602 7227:00313a
NP_731522.1	gnl|BL_ORD_ID|13841 7227:003611
NP_731523.1	gnl|BL_ORD_ID|13841 7227:003611
NP_731524.1	gnl|BL_ORD_ID|13841 7227:003611
NP_731525.2	gnl|BL_ORD_ID|13841 7227:003611
NP_731527.1	gnl|BL_ORD_ID|8216 7227:002018
NP_731529.1	gnl|BL_ORD_ID|10039 7227:002737
NP_731539.2	gnl|BL_ORD_ID|12844 7227:00322c
NP_731544.1	gnl|BL_ORD_ID|12098 7227:002f42
NP_731547.1	gnl|BL_ORD_ID|1806 7227:00070e
NP_731540.2	gnl|BL_ORD_ID|12844 7227:00322c
NP_731548.2	gnl|BL_ORD_ID|1806 7227:00070e
NP_731550.2	gnl|BL_ORD_ID|1806 7227:00070e
NP_731561.1	gnl|BL_ORD_ID|5342 7227:0014de
NP_731558.1	gnl|BL_ORD_ID|10664 7227:0029a8
NP_731575.1	gnl|BL_ORD_ID|8251 7227:00203b
NP_731570.2	gnl|BL_ORD_ID|8245 7227:002035
NP_731576.1	gnl|BL_ORD_ID|8251 7227:00203b
NP_731580.1	gnl|BL_ORD_ID|8252 7227:00203c
NP_731574.1	gnl|BL_ORD_ID|10642 7227:002992
NP_731578.1	gnl|BL_ORD_ID|10202 7227:0027da
NP_731593.1	gnl|BL_ORD_ID|8259 7227:002043
NP_731595.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731596.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731597.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731598.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731594.1	gnl|BL_ORD_ID|8260 7227:002044
NP_731599.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731600.1	gnl|BL_ORD_ID|10636 7227:00298c
NP_731573.1	gnl|BL_ORD_ID|10642 7227:002992
NP_731605.2	gnl|BL_ORD_ID|8264 7227:002048
NP_731602.1	gnl|BL_ORD_ID|8262 7227:002046
NP_731615.1	gnl|BL_ORD_ID|8268 7227:00204c
NP_731607.1	gnl|BL_ORD_ID|12939 7227:00328b
NP_731608.1	gnl|BL_ORD_ID|12939 7227:00328b
NP_731616.1	gnl|BL_ORD_ID|1177 7227:000499
NP_731617.2	gnl|BL_ORD_ID|1177 7227:000499
NP_731609.1	gnl|BL_ORD_ID|12939 7227:00328b
NP_731632.1	gnl|BL_ORD_ID|8281 7227:002059
NP_731611.2	gnl|BL_ORD_ID|12939 7227:00328b
NP_731633.2	gnl|BL_ORD_ID|2179 7227:000883
NP_731624.1	gnl|BL_ORD_ID|1679 7227:00068f
NP_731623.1	gnl|BL_ORD_ID|8279 7227:002057
NP_731634.2	gnl|BL_ORD_ID|10535 7227:002927
NP_731635.2	gnl|BL_ORD_ID|10535 7227:002927
NP_731640.1	gnl|BL_ORD_ID|12245 7227:002fd5
NP_731641.1	gnl|BL_ORD_ID|1681 7227:000691
NP_731643.2	gnl|BL_ORD_ID|8282 7227:00205a
NP_731644.2	gnl|BL_ORD_ID|8282 7227:00205a
NP_731647.3	gnl|BL_ORD_ID|10638 7227:00298e
NP_731651.1	gnl|BL_ORD_ID|1294 7227:00050e
NP_731654.2	gnl|BL_ORD_ID|12539 7227:0030fb
NP_731639.1	gnl|BL_ORD_ID|12245 7227:002fd5
NP_731649.2	gnl|BL_ORD_ID|8287 7227:00205f
NP_731657.2	gnl|BL_ORD_ID|8289 7227:002061
NP_731661.1	gnl|BL_ORD_ID|12542 7227:0030fe
NP_731664.1	gnl|BL_ORD_ID|8295 7227:002067
NP_731666.2	gnl|BL_ORD_ID|8300 7227:00206c
NP_731668.3	gnl|BL_ORD_ID|8300 7227:00206c
NP_731667.2	gnl|BL_ORD_ID|8300 7227:00206c
NP_731565.4	gnl|BL_ORD_ID|824 7227:000338
NP_731670.1	gnl|BL_ORD_ID|10635 7227:00298b
NP_731671.1	gnl|BL_ORD_ID|10635 7227:00298b
NP_731669.2	gnl|BL_ORD_ID|8303 7227:00206f
NP_731676.2	gnl|BL_ORD_ID|8307 7227:002073
NP_731675.1	gnl|BL_ORD_ID|8306 7227:002072
NP_731682.1	gnl|BL_ORD_ID|640 7227:000280
NP_731685.1	gnl|BL_ORD_ID|8323 7227:002083
NP_731672.1	gnl|BL_ORD_ID|8305 7227:002071
NP_731681.1	gnl|BL_ORD_ID|640 7227:000280
NP_731673.1	gnl|BL_ORD_ID|12822 7227:003216
NP_731699.2	gnl|BL_ORD_ID|8332 7227:00208c
NP_731674.1	gnl|BL_ORD_ID|12822 7227:003216
NP_731709.1	gnl|BL_ORD_ID|12121 7227:002f59
NP_731710.1	gnl|BL_ORD_ID|12121 7227:002f59
NP_731688.2	gnl|BL_ORD_ID|8325 7227:002085
NP_731711.1	gnl|BL_ORD_ID|12121 7227:002f59
NP_731712.1	gnl|BL_ORD_ID|12121 7227:002f59
NP_731727.2	gnl|BL_ORD_ID|8352 7227:0020a0
NP_731716.1	gnl|BL_ORD_ID|1295 7227:00050f
NP_731726.1	gnl|BL_ORD_ID|963 7227:0003c3
NP_731735.1	gnl|BL_ORD_ID|10629 7227:002985
NP_731737.1	gnl|BL_ORD_ID|1633 7227:000661
NP_731744.1	gnl|BL_ORD_ID|10628 7227:002984
NP_731748.1	gnl|BL_ORD_ID|8372 7227:0020b4
NP_731739.1	gnl|BL_ORD_ID|413 7227:00019d
NP_731749.3	gnl|BL_ORD_ID|9798 7227:002646
NP_731751.1	gnl|BL_ORD_ID|8373 7227:0020b5
NP_731760.1	gnl|BL_ORD_ID|8381 7227:0020bd
NP_731754.1	gnl|BL_ORD_ID|8375 7227:0020b7
NP_731762.1	gnl|BL_ORD_ID|1765 7227:0006e5
NP_731755.2	gnl|BL_ORD_ID|8375 7227:0020b7
NP_731763.1	gnl|BL_ORD_ID|1765 7227:0006e5
NP_731764.1	gnl|BL_ORD_ID|1765 7227:0006e5
NP_731765.1	gnl|BL_ORD_ID|8385 7227:0020c1
NP_731776.1	gnl|BL_ORD_ID|8393 7227:0020c9
NP_731777.1	gnl|BL_ORD_ID|8395 7227:0020cb
NP_731779.1	gnl|BL_ORD_ID|8396 7227:0020cc
NP_731771.3	gnl|BL_ORD_ID|851 7227:000353
NP_731781.1	gnl|BL_ORD_ID|8398 7227:0020ce
NP_731783.1	gnl|BL_ORD_ID|8401 7227:0020d1
NP_731780.1	gnl|BL_ORD_ID|8397 7227:0020cd
NP_731785.1	gnl|BL_ORD_ID|8404 7227:0020d4
NP_731787.1	gnl|BL_ORD_ID|11081 7227:002b49
NP_731788.1	gnl|BL_ORD_ID|8405 7227:0020d5
NP_731789.1	gnl|BL_ORD_ID|8405 7227:0020d5
NP_731786.1	gnl|BL_ORD_ID|11081 7227:002b49
NP_731793.1	gnl|BL_ORD_ID|2508 7227:0009cc
NP_731791.2	gnl|BL_ORD_ID|10164 7227:0027b4
NP_731790.1	gnl|BL_ORD_ID|8406 7227:0020d6
NP_731761.3	gnl|BL_ORD_ID|8382 7227:0020be
NP_731796.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731797.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731802.1	gnl|BL_ORD_ID|8409 7227:0020d9
NP_731803.1	gnl|BL_ORD_ID|10149 7227:0027a5
NP_731798.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731799.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731804.1	gnl|BL_ORD_ID|8410 7227:0020da
NP_731800.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731801.1	gnl|BL_ORD_ID|8408 7227:0020d8
NP_731809.1	gnl|BL_ORD_ID|9819 7227:00265b
NP_731805.1	gnl|BL_ORD_ID|8410 7227:0020da
NP_731806.1	gnl|BL_ORD_ID|8410 7227:0020da
NP_731807.1	gnl|BL_ORD_ID|8410 7227:0020da
NP_731810.1	gnl|BL_ORD_ID|8413 7227:0020dd
NP_731812.1	gnl|BL_ORD_ID|17 7227:000011
NP_731817.1	gnl|BL_ORD_ID|10624 7227:002980
NP_731821.1	gnl|BL_ORD_ID|8422 7227:0020e6
NP_731826.1	gnl|BL_ORD_ID|13292 7227:0033ec
NP_731825.1	gnl|BL_ORD_ID|13292 7227:0033ec
NP_731840.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731841.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731842.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731843.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731844.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731845.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731846.1	gnl|BL_ORD_ID|8427 7227:0020eb
NP_731828.1	gnl|BL_ORD_ID|1568 7227:000620
NP_731829.1	gnl|BL_ORD_ID|1568 7227:000620
NP_731830.2	gnl|BL_ORD_ID|1568 7227:000620
NP_731852.2	gnl|BL_ORD_ID|2613 7227:000a35
NP_731853.2	gnl|BL_ORD_ID|10677 7227:0029b5
NP_731864.1	gnl|BL_ORD_ID|144 7227:000090
NP_731863.1	gnl|BL_ORD_ID|144 7227:000090
NP_731866.1	gnl|BL_ORD_ID|10685 7227:0029bd
NP_731871.1	gnl|BL_ORD_ID|10240 7227:002800
NP_731872.1	gnl|BL_ORD_ID|1627 7227:00065b
NP_731849.2	gnl|BL_ORD_ID|2020 7227:0007e4
NP_731868.1	gnl|BL_ORD_ID|185 7227:0000b9
NP_731873.1	gnl|BL_ORD_ID|1475 7227:0005c3
NP_731875.2	gnl|BL_ORD_ID|13461 7227:003495
NP_731876.2	gnl|BL_ORD_ID|13461 7227:003495
NP_731850.2	gnl|BL_ORD_ID|2020 7227:0007e4
NP_731880.1	gnl|BL_ORD_ID|8445 7227:0020fd
NP_731877.1	gnl|BL_ORD_ID|13461 7227:003495
NP_731887.1	gnl|BL_ORD_ID|10697 7227:0029c9
NP_731898.1	gnl|BL_ORD_ID|874 7227:00036a
NP_731888.1	gnl|BL_ORD_ID|10623 7227:00297f
NP_731895.1	gnl|BL_ORD_ID|8464 7227:002110
NP_731894.1	gnl|BL_ORD_ID|8464 7227:002110
NP_731899.1	gnl|BL_ORD_ID|10619 7227:00297b
NP_731903.1	gnl|BL_ORD_ID|8467 7227:002113
NP_731897.1	gnl|BL_ORD_ID|634 7227:00027a
NP_731900.1	gnl|BL_ORD_ID|1190 7227:0004a6
NP_731905.1	gnl|BL_ORD_ID|10618 7227:00297a
NP_731907.1	gnl|BL_ORD_ID|12149 7227:002f75
NP_731919.1	gnl|BL_ORD_ID|10617 7227:002979
NP_731917.1	gnl|BL_ORD_ID|8477 7227:00211d
NP_731923.2	gnl|BL_ORD_ID|1731 7227:0006c3
NP_731924.1	gnl|BL_ORD_ID|1731 7227:0006c3
NP_731925.1	gnl|BL_ORD_ID|8481 7227:002121
NP_731926.1	gnl|BL_ORD_ID|522 7227:00020a
NP_731927.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_731928.1	gnl|BL_ORD_ID|11605 7227:002d55
NP_731922.1	gnl|BL_ORD_ID|8480 7227:002120
NP_731904.1	gnl|BL_ORD_ID|2002 7227:0007d2
NP_731940.1	gnl|BL_ORD_ID|8487 7227:002127
NP_731939.1	gnl|BL_ORD_ID|8487 7227:002127
NP_731932.1	gnl|BL_ORD_ID|8485 7227:002125
NP_731941.1	gnl|BL_ORD_ID|1149 7227:00047d
NP_731930.3	gnl|BL_ORD_ID|8482 7227:002122
NP_731942.1	gnl|BL_ORD_ID|8488 7227:002128
NP_731951.2	gnl|BL_ORD_ID|8494 7227:00212e
NP_731954.1	gnl|BL_ORD_ID|8496 7227:002130
NP_731967.2	gnl|BL_ORD_ID|13674 7227:00356a
NP_731969.1	gnl|BL_ORD_ID|8511 7227:00213f
NP_731968.1	gnl|BL_ORD_ID|13674 7227:00356a
NP_731971.1	gnl|BL_ORD_ID|8511 7227:00213f
NP_731970.1	gnl|BL_ORD_ID|8511 7227:00213f
NP_731972.1	gnl|BL_ORD_ID|8511 7227:00213f
NP_731964.2	gnl|BL_ORD_ID|12872 7227:003248
NP_731978.1	gnl|BL_ORD_ID|12535 7227:0030f7
