OGG gene_Mphar gene_Amel
EOG80S39M LOC105830686 LOC100577091
EOG80S39M LOC105830685 LOC100577091
EOG80S39M LOC105830786 LOC100577091
EOG80S39M LOC105833308 LOC100577091
EOG80S39M LOC105834677 LOC100577091
EOG80S39M LOC105834679 LOC100577091
EOG80S39M LOC105834681 LOC100577091
EOG80S39M LOC105834688 LOC100577091
EOG80S39M LOC105834684 LOC100577091
EOG80S39M LOC105834685 LOC100577091
EOG80S39M LOC105834686 LOC100577091
EOG80S39M LOC105834682 LOC100577091
EOG8BZQWV LOC105833443 LOC413596
EOG8P2SX4 LOC105835998 LOC410464
EOG8TQQ4R LOC105831152 LOC410465
EOG8TQQ4R LOC105831152 LOC100577567
EOG8BVVPF LOC105831151 LOC408435
EOG8VX511 LOC105832670 LOC724914
EOG8HMN5J LOC105829176 LOC100576460
EOG8CC6VM LOC105829177 LOC410467
EOG83FKS1 LOC105831360 LOC410468
EOG80CMC6 LOC105832311 LOC410469
EOG8HMN59 LOC105835675 LOC725158
EOG88PQFR LOC105835676 LOC100576758
EOG85F0J7 LOC105835678 LOC551249
EOG873SMB LOC105840024 LOC100576843
EOG8PP1BS LOC105835679 LOC102655841
EOG844PDK LOC105837844 LOC100576879
EOG8CJZBM LOC105837219 LOC410144
EOG8N33HJ LOC105839349 LOC410470
EOG866ZFW LOC105839344 LOC550732
EOG86DPXS LOC105839513 LOC100578423
EOG8KPX64 LOC105832669 LOC100577092
EOG8P5P4F LOC105832656 LOC724505
EOG818FGP LOC105832649 LOC724548
EOG8N8V0S LOC105840206 LOC724687
EOG8N8V0S LOC105840146 LOC724687
EOG8HMN4W LOC105834501 LOC724728
EOG8Q2H9K LOC105834883 LOC724773
EOG8NKFQR LOC105835613 LOC100578853
EOG8C8BN2 LOC105835616 LOC408439
EOG88PQFV LOC105828175 LOC724961
EOG876NVH LOC105829447 LOC725003
EOG8B2WS7 LOC105833896 LOC725053
EOG80ZTRZ LOC105833897 LOC408438
EOG83501G LOC105833898 LOC725111
EOG8NS66M LOC105828215 LOC724120
EOG8JMBJ2 LOC105839100 LOC551250
EOG86Q9NG LOC105839099 LOC724246
EOG8VQDHQ LOC105839096 LOC412541
EOG82JRMS LOC105839098 LOC551363
EOG86X241 LOC105839097 LOC550798
EOG879J28 LOC105832885 LOC551272
EOG8HQHDH LOC105837811 LOC725099
EOG8HDWPG LOC105828176 LOC410399
EOG8XPT9K LOC105838196 LOC412934
EOG8CRPTR LOC105840879 LOC724645
EOG8N5ZRF LOC105836898 LOC412935
EOG8ZGS79 LOC105836905 LOC412935
EOG898XV7 LOC105836902 LOC409676
EOG8RFPNG LOC105836907 LOC724463
EOG81K26T LOC105829820 LOC412936
EOG81K26T LOC105835281 LOC412936
EOG81K26T LOC105835256 LOC412936
EOG81K26T LOC105832463 LOC412936
EOG8RR9BQ LOC105838891 LOC551028
EOG8J6VKV LOC105829014 LOC550956
EOG8FXV2W LOC105834947 LOC409715
EOG8NS65T LOC105832341 LOC409714
EOG8FN7C1 LOC105839415 LOC412876
EOG84BDWT LOC105830679 LOC409736
EOG89CT3S LOC105838358 LOC725393
EOG8GF68K LOC105834866 LOC410078
EOG8ZSCZH LOC105834871 LOC409187
EOG82C13X LOC105834872 LOC100578220
EOG8RNF4Z LOC105834868 LOC726240
EOG8897FW LOC105833542 LOC411780
EOG854CTP LOC105833537 LOC411779
EOG8ZW85T LOC105836291 LOC409198
EOG8WT04W LOC105839511 LOC411617
EOG87H8JK LOC105837718 LOC412007
EOG8RNF49 LOC105833767 LOC724157
EOG8KD9FD LOC105834671 LOC413525
EOG8K9F6V LOC105835576 LOC413688
EOG8SR0RT LOC105831442 LOC724464
EOG8V9XKQ LOC105839393 LOC411790
EOG8JHGB0 LOC105828430 LOC409202
EOG8TTKCH LOC105835652 LOC552697
EOG87H8JP LOC105835654 LOC552703
EOG81RSP7 LOC105835656 LOC410174
EOG8CVK2V LOC105839154 LOC100577145
EOG8N0799 LOC105839155 LOC550981
EOG8030N5 LOC105831409 LOC551100
EOG81G5ZQ LOC105835458 LOC413879
EOG8NKFQ1 LOC105835457 LOC410100
EOG86T5W7 LOC105829403 LOC413878
EOG8VT8SN LOC105831955 LOC102653862
EOG8KH5Q7 LOC105832489 LOC551768
EOG8JHG94 LOC105837405 LOC409711
EOG8FXV30 LOC105840425 LOC100578294
EOG8FXV30 LOC105831812 LOC100578294
EOG8FXV30 LOC105840425 LOC100578990
EOG8FXV30 LOC105831812 LOC100578990
EOG8PK53P LOC105829715 LOC410475
EOG8N5ZR6 LOC105833692 LOC725543
EOG87Q116 LOC105837074 LOC413481
EOG8WQ3ZB LOC105837076 LOC725453
EOG86X24Z LOC105837078 LOC725620
EOG84QWVG LOC105839810 LOC413623
EOG8MD0VS LOC105829615 LOC100576136
EOG8936CT LOC105839812 LOC102656900
EOG8Z65HM LOC105830440 LOC552443
EOG8R7Z54 LOC105830437 LOC413854
EOG82RH2M LOC105832968 LOC552477
EOG8N8V04 LOC105834225 LOC724752
EOG8DRD6P LOC105840659 LOC413977
EOG8RFPN4 LOC105840657 LOC724804
EOG8KH5Q2 LOC105834027 LOC412424
EOG8N5ZRP LOC105832085 LOC100577849
EOG8HTCNF LOC105834030 LOC409822
EOG87SW98 LOC105834033 LOC102656505
EOG8NS661 LOC105834028 LOC413213
EOG8Q5CJX LOC105834032 LOC724465
EOG8SN4J2 LOC105831127 LOC100578067
EOG8TF3F5 LOC105831135 LOC411373
EOG8HMN5D LOC105832736 LOC411374
EOG8PCDN8 LOC105832746 LOC100577694
EOG8DRD6J LOC105832748 LOC100577739
EOG8GMXRP LOC105839287 LOC411839
EOG8K0TH5 LOC105829244 LOC100576738
EOG87WRHH LOC105829253 LOC551931
EOG80GGKH LOC105829255 LOC726768
EOG8PZN2F LOC105831403 LOC550858
EOG805VWB LOC105836322 LOC550914
EOG84BDXG LOC105839255 LOC550958
EOG80CMBP LOC105833193 LOC100576591
EOG8Z91RX LOC105840190 LOC725054
EOG8CVK31 LOC105830091 LOC412928
EOG8STW0S LOC105834337 LOC551118
EOG82JRM4 LOC105834333 LOC724915
EOG8258N3 LOC105834335 LOC412927
EOG8ZSCZD LOC105827830 LOC100576834
EOG8RV5KP LOC105829243 LOC410480
EOG81K26X LOC105833124 LOC725033
EOG8GF696 LOC105829620 LOC408443
EOG8SFD15 LOC105832786 LOC408444
EOG8RZ1V0 LOC105834668 LOC410482
EOG8GXJHC LOC105834669 LOC100577682
EOG8284X2 LOC105834670 LOC100577641
EOG837V84 LOC105838987 LOC102653655
EOG8J6VK8 LOC105838981 LOC408446
EOG8B8N8F LOC105838977 LOC410483
EOG83JG08 LOC105838980 LOC410484
EOG87WRHN LOC105836596 LOC413582
EOG844PDV LOC105832593 LOC413579
EOG85QM7S LOC105831131 LOC412313
EOG8P5P5M LOC105839536 LOC100577121
EOG80KBTP LOC105829950 LOC724247
EOG85781X LOC105839236 LOC412057
EOG87M4SJ LOC105839232 LOC724338
EOG8MD0TR LOC105832047 LOC409331
EOG8PVRTK LOC105832472 LOC100578443
EOG8SR0RB LOC105834657 LOC551704
EOG8WQ3X8 LOC105829692 LOC100578406
EOG8FN7CB LOC105837418 LOC724550
EOG82JRKR LOC105837417 LOC724593
EOG8GQT0H LOC105836296 LOC724646
EOG8JDM22 LOC105829199 LOC409429
EOG8QNQRD LOC105831404 LOC552373
EOG8HDWNR LOC105831428 LOC725179
EOG8HDWNR LOC105836264 LOC725179
EOG85XBRG LOC105831427 LOC107965534
EOG8F20Z6 LOC105839206 LOC409578
EOG8C2M55 LOC105828191 LOC409577
EOG8QG088 LOC105830392 LOC552361
EOG8JHG97 LOC105830389 LOC100579015
EOG83BQH9 LOC105840040 LOC408447
EOG8DZ4PK LOC105832893 LOC410485
EOG8PK53Z LOC105840613 LOC410486
EOG8DBX85 LOC105837838 LOC408448
EOG8C2M5F LOC105840932 LOC410487
EOG8C2M5F LOC105837443 LOC410487
EOG8SBHT3 LOC105836050 LOC550857
EOG8C8BNM LOC105836042 LOC413110
EOG8C8BNM LOC105836042 LOC551142
EOG870XC6 LOC105831134 GluCl
EOG837V8X LOC105837131 LOC552071
EOG8F7RF1 LOC105831095 LOC100577506
EOG87SW90 LOC105830151 LOC408449
EOG8V462X LOC105837263 LOC412623
EOG8J6VK6 LOC105835582 LOC551212
EOG8JMBJS LOC105840029 LOC726153
EOG8TTKCP LOC105833220 LOC409299
EOG8FXV35 LOC105835501 LOC551428
EOG89GP9Z LOC105834781 LOC411661
EOG8JWZ8D LOC105838008 LOC411662
EOG8SFD1V LOC105838009 LOC726020
EOG8ZGS7P LOC105833152 LOC551651
EOG83BQJ5 LOC105833151 LOC551684
EOG85QM7G LOC105833149 LOC551709
EOG8W9MZV LOC105831572 LOC551846
EOG8PG8VX LOC105841043 LOC102656882
EOG8PG8VX LOC105829365 LOC102656882
EOG8DBX8D LOC105828072 LOC725621
EOG8DBX8D LOC105839538 LOC725621
EOG8DBX8D LOC105832923 LOC725621
EOG8DBX8D LOC105832920 LOC725621
EOG8DBX8D LOC105832918 LOC725621
EOG8DBX8D LOC105833783 LOC725621
EOG8DBX8D LOC105833782 LOC725621
EOG8DBX8D LOC105834810 LOC725621
EOG8DBX8D LOC105836753 LOC725621
EOG8DBX8D LOC105838250 LOC725621
EOG8DBX8D LOC105839811 LOC725621
EOG88PQDM LOC105828721 LOC552017
EOG89GP9X LOC105833684 LOC408451
EOG81C9RQ LOC105829766 LOC552116
EOG81C9RQ LOC105832779 LOC552116
EOG81C9RQ LOC105832780 LOC552116
EOG81C9RQ LOC105835378 LOC552116
EOG81C9RQ LOC105829766 LOC726692
EOG81C9RQ LOC105832779 LOC726692
EOG81C9RQ LOC105832780 LOC726692
EOG81C9RQ LOC105835378 LOC726692
EOG8D821Z LOC105836545 LOC552088
EOG8Q2H9F LOC105838503 LOC727486
EOG8TMTWC LOC105838551 LOC726906
EOG8NCQ7P LOC105833803 LOC412320
EOG8NCQ7P LOC105836594 LOC412320
EOG8VX50H LOC105839063 LOC550686
EOG8GBB28 LOC105838696 LOC412070
EOG87DD9J LOC105831319 LOC726867
EOG8JQ6SB LOC105841080 LOC726961
EOG84QWV7 LOC105841004 LOC412074
EOG8VT8RX LOC105827943 LOC102655994
EOG8SFD2B LOC105838043 LOC551882
EOG8962M3 LOC105833351 LOC409084
EOG84J5CJ LOC105833348 LOC726928
EOG8BZQX6 LOC105833349 LOC412617
EOG8WHCF8 LOC105840451 LOC494509
EOG89PDTC LOC105828898 LOC551618
EOG89PDTC LOC105836262 LOC551618
EOG8KM1XW LOC105836271 LOC726922
EOG8J144M LOC105836270 LOC100577279
EOG8D8211 LOC105830877 LOC413466
EOG8004DW LOC105829498 LOC724365
EOG8WM7PS LOC105829497 LOC551191
EOG8SFD1G LOC105834784 LOC724506
EOG8WWVD9 LOC105834783 LOC409300
EOG8X3KW8 LOC105841010 LOC102654890
EOG80GGKD LOC105835972 LOC100577050
EOG8NW2DM LOC105833660 LOC409902
EOG8J9QVC LOC105833430 LOC100576983
EOG8BCHHF LOC105835170 LOC411857
EOG8BCHHF LOC105835889 LOC411857
EOG8GTP89 LOC105832625 LOC552492
EOG8NW2DQ LOC105833179 LOC552508
EOG8C8BNP LOC105835325 LOC552517
EOG8RZ1TK LOC105835322 LOC552532
EOG84XNB8 LOC105837749 LOC552569
EOG80KBTV LOC105839144 LOC102653879
EOG80KBTV LOC105839144 LOC725292
EOG8HB1DZ LOC105831540 LOC551378
EOG8XD6KM LOC105828232 LOC725200
EOG81K27H LOC105831545 LOC413601
EOG8VMJ8W LOC105831544 LOC724206
EOG8KH5QJ LOC105835967 LOC409984
EOG8XPTB5 LOC105839140 LOC724158
EOG8SBHS7 LOC105837149 LOC409985
EOG8T7BZ7 LOC105836319 LOC408455
EOG86X23Q LOC105831910 LOC410493
EOG85B493 LOC105830787 LOC100578931
EOG8QZBG4 LOC105830788 LOC725583
EOG8ZCX11 LOC105838356 LOC410494
EOG86X244 LOC105835342 LOC408456
EOG8RFPN6 LOC105835338 LOC410495
EOG8ZKNFH LOC105837920 LOC100578862
EOG85XBR0 LOC105837922 LOC410497
EOG84N1M9 LOC105831066 LOC410498
EOG8QRM0B LOC105836670 LOC100577065
EOG8DZ4QB LOC105829382 LOC100577030
EOG8RBTCV LOC105839033 LOC410501
EOG8F4W58 LOC105839032 LOC410502
EOG8C5GCS LOC105839052 LOC408458
EOG812Q18 LOC105840330 LOC726184
EOG8XSPJN LOC105840244 LOC726227
EOG8BK7ZV LOC105831400 LOC100576814
EOG8TB767 LOC105831414 LOC410505
EOG8Z91QT LOC105831411 LOC410506
EOG88PQDQ LOC105831412 LOC410507
EOG8DBX86 LOC105831408 LOC726392
EOG83FKRD LOC105837337 LOC410510
EOG8PG8VW LOC105836342 LOC410512
EOG8X9BBF LOC105836333 LOC410515
EOG83BQHD LOC105836332 LOC726600
EOG89KJKQ LOC105833876 LOC410516
EOG8CVK2N LOC105840621 LOC408461
EOG8XKZ2K LOC105833872 LOC552776
EOG8004DM LOC105833257 LOC726697
EOG857836 LOC105835516 LOC102656485
EOG84BDWS LOC105835510 LOC408462
EOG8C2M5C LOC105835508 LOC408463
EOG8THZNZ LOC105829174 LOC100576236
EOG8ZKNGD LOC105838522 LOC408464
EOG8SJ891 LOC105838523 LOC552735
EOG841T5Q LOC105828200 LOC726791
EOG841T5Q LOC105832659 LOC726791
EOG8T7BZ6 LOC105839130 LOC100578515
EOG8HB1FB LOC105831162 LOC551561
EOG8KWNN6 LOC105831140 LOC726670
EOG8VMJ96 LOC105837621 LOC100578703
EOG8BCHH4 LOC105831438 LOC726649
EOG8RZ1TM LOC105839931 LOC100578743
EOG80VZJ7 LOC105836061 LOC413909
EOG8GJ2HJ LOC105833172 LOC551708
EOG8RV5MM LOC105839558 LOC551740
EOG8N078N LOC105828172 LOC551766
EOG8N078N LOC105832216 LOC551766
EOG83BQJB LOC105835841 LOC726527
EOG83NB87 LOC105833030 LOC550799
EOG83R6G7 LOC105831657 LOC551823
EOG808R3Z LOC105830574 LOC412301
EOG8PVRTH LOC105833860 LOC726493
EOG8VHP2R LOC105833862 LOC726474
EOG82NMV0 LOC105840245 LOC409945
EOG8X6G4D LOC105840102 LOC551944
EOG8PK54C LOC105835330 LOC409549
EOG83R6GK LOC105835329 LOC551990
EOG8TXFMF LOC105835323 LOC410542
EOG8RZ1V8 LOC105829165 LOC552043
EOG8W3WGD LOC105839302 LOC410541
EOG8W3WGD LOC105839303 LOC410541
EOG8S7NJH LOC105838002 LOC726373
EOG890B4K LOC105838003 LOC410539
EOG8DFSH4 LOC105833424 LOC408474
EOG8TMTX9 LOC105833421 LOC408473
EOG8TF3G0 LOC105833422 LOC726276
EOG8JQ6S3 LOC105833417 LOC726322
EOG86HK56 LOC105833418 LOC410538
EOG8BS0DW LOC105833416 LOC408471
EOG82NMVC LOC105833419 LOC410537
EOG83V2QC LOC105830001 LOC410535
EOG8ZW863 LOC105834864 LOC726124
EOG8TQQ4P LOC105835738 LOC410534
EOG8S1X3B LOC105828621 LOC410533
EOG8JDM2C LOC105828620 LOC410532
EOG8QG07S LOC105830141 LOC100578776
EOG8QG07S LOC105831038 LOC100578776
EOG87SW8J LOC105831039 LOC408470
EOG8NP9Z7 LOC105830710 LOC100578813
EOG8D29K1 LOC105838079 LOC100576805
EOG84N1MN LOC105829069 LOC410530
EOG8D55T1 LOC105829071 LOC725784
EOG86X24P LOC105831857 LOC100578877
EOG8TTKCK LOC105831858 LOC552485
EOG890B4X LOC105831859 LOC406146
EOG8Z0F0W LOC105839882 LOC410527
EOG8FBMNG LOC105839881 LOC410526
EOG8QC41T LOC105831210 LOC410525
EOG85XBR9 LOC105831186 LOC725502
EOG84XNB7 LOC105831150 LOC725467
EOG82Z7KD LOC105831219 LOC552579
EOG8Z3997 LOC105838555 LOC107965473
EOG8P2SWZ LOC105838553 LOC552592
EOG8RBTD5 LOC105838552 LOC410521
EOG8BCHG8 LOC105838550 LOC408467
EOG8RZ1V3 LOC105838554 LOC410520
EOG8NW2FZ LOC105838556 LOC408465
EOG8ZW86G LOC105838559 LOC552632
EOG8NW2F0 LOC105829293 LOC552640
EOG8N078P LOC105829294 LOC552652
EOG8Z65HG LOC105829295 LOC725161
EOG8KPX5G LOC105829291 LOC412941
EOG84TS44 LOC105831333 LOC413794
EOG8323T4 LOC105831327 LOC725056
EOG8M3D41 LOC105831320 LOC413793
EOG8DJNQV LOC105834583 LOC100577784
EOG8TF3FC LOC105834705 LOC552701
EOG8N0790 LOC105829248 LOC724879
EOG8B5S11 LOC105829258 LOC551344
EOG8TTKCN LOC105837822 LOC409276
EOG8GF69M LOC105827846 LOC102656425
EOG8BCHGG LOC105832592 LOC100576128
EOG89GPBX LOC105838994 LOC724594
EOG8897H2 LOC105835790 LOC724487
EOG8ZPHPX LOC105833545 LOC413305
EOG8ZPHPX LOC105834490 LOC413305
EOG8MSGSS LOC105834385 LOC724420
EOG8N078C LOC105839210 LOC410121
EOG8D29JK LOC105835577 LOC724339
EOG8PCDNS LOC105835581 LOC100576195
EOG8RR9CT LOC105835578 LOC100576226
EOG873SMS LOC105835579 LOC410120
EOG8PP1BV LOC105839466 LOC724293
EOG8PP1BV LOC105840195 LOC724293
EOG8VHP22 LOC105833744 LOC411920
EOG8WDH7C LOC105841090 LOC409405
EOG851HKG LOC105831269 LOC410566
EOG8WWVCZ LOC105835918 LOC408501
EOG8XWJS6 LOC105838462 LOC724294
EOG866ZFK LOC105838849 LOC408442
EOG8004D7 LOC105830639 LOC551446
EOG8ZGS78 LOC105830640 LOC408441
EOG8Q2H8S LOC105830638 LOC724159
EOG8KPX62 LOC105830641 LOC409614
EOG85MR1Z LOC105830643 LOC727309
EOG8MKR9K LOC105830058 LOC727312
EOG86X24H LOC105830057 LOC413285
EOG8H756K LOC105830056 LOC413286
EOG8MPMK6 LOC105830055 LOC727335
EOG8XPT9Z LOC105834661 LOC102653748
EOG86X23S LOC105835451 LOC408500
EOG84QWVP LOC105834717 LOC100576461
EOG85TGGJ LOC105832989 LOC410565
EOG8BP46V LOC105837804 LOC100576608
EOG8C5GD2 LOC105834379 LOC411495
EOG879J3S LOC105834380 LOC727280
EOG84BDX2 LOC105836169 LOC727320
EOG84BDX2 LOC105836169 LOC100576601
EOG8CC6W2 LOC105836165 LOC412296
EOG8NZXP0 LOC105836164 LOC727313
EOG80CMBC LOC105835195 LOC552355
EOG8RV5MF LOC105836162 LOC727311
EOG8QRKZM LOC105836168 LOC409253
EOG8WT04T LOC105829218 LOC410571
EOG8MKRBW LOC105829222 LOC727294
EOG8SFD1B LOC105829220 LOC410570
EOG83R6GH LOC105829221 LOC727287
EOG818FHC LOC105837186 LOC727284
EOG85MR19 LOC105837187 LOC410567
EOG8ZW86D LOC105840162 LOC408503
EOG8XD6M6 LOC105839440 LOC410563
EOG8HX7W1 LOC105839444 Blop
EOG8K3PRV LOC105838692 LOC727254
EOG8V19VM LOC105838690 LOC410562
EOG8CZF9S LOC105839133 LOC410561
EOG8NZXNR LOC105836217 LOC408497
EOG8S7NJ7 LOC105836216 LOC727238
EOG83JG0M LOC105829203 LOC727235
EOG8MPMJK LOC105841108 LOC727232
EOG8MPMJK LOC105836218 LOC727232
EOG8J6VMB LOC105840798 LOC102655815
EOG8HX7VT LOC105829097 LOC410559
EOG81K26N LOC105834832 LOC408494
EOG8323TB LOC105834836 LOC408493
EOG87Q115 LOC105834831 LOC410558
EOG8D55RW LOC105834767 LOC727185
EOG8FBMPC LOC105834765 LOC410557
EOG8Z0F0Z LOC105834762 LOC727150
EOG87SW8M LOC105841011 LOC552671
EOG83V2Q3 LOC105841009 LOC727174
EOG8H1DQB LOC105834966 LOC100579005
EOG8ZGS7V LOC105838850 LOC727128
EOG8XPT98 LOC105838852 EphR
EOG80P72K LOC105829455 LOC410556
EOG8X9BC2 LOC105829453 LOC100577180
EOG8DZ4QR LOC105830480 LOC727135
EOG8V72B5 LOC105828533 LOC552724
EOG81C9R8 LOC105828547 LOC727121
EOG8C5GDW LOC105828575 LOC727129
EOG81C9RN LOC105828582 LOC100577362
EOG80ZTT3 LOC105828481 LOC100576152
EOG84J5D3 LOC105828501 LOC107963969
EOG8X3KWW LOC105828493 LOC102653936
EOG8XSPKC LOC105828486 LOC100577387
EOG88PQDF LOC105828474 LOC107965485
EOG84TS4C LOC105828523 LOC100576184
EOG8RJJVZ LOC105839399 LOC410555
EOG8FBMNQ LOC105839400 LOC727081
EOG8HQHCZ LOC105839402 LOC410554
EOG8BVVPH LOC105837269 LOC410553
EOG8DZ4Q8 LOC105831787 LOC100576251
EOG8QZBFR LOC105831786 LOC410550
EOG8X0QMV LOC105833445 LOC410549
EOG837V88 LOC105833432 Reck
EOG876NTM LOC105833423 LOC727008
EOG8M0HW4 LOC105841149 LOC726997
EOG8CVK27 LOC105841148 LOC107963986
EOG82RH2X LOC105828458 LOC726979
EOG8C5GDM LOC105828460 LOC410547
EOG8V9XKS LOC105828459 LOC408481
EOG89KJKB LOC105828461 LOC408480
EOG8D8216 LOC105828462 LOC410546
EOG8CC6VK LOC105830350 LOC410545
EOG8DNJ01 LOC105840009 LOC408478
EOG8F4W6M LOC105840010 LOC408477
EOG870XC1 LOC105834426 LOC726839
EOG8T1MFT LOC105831273 LOC552812
EOG866ZF9 LOC105831272 LOC100576374
EOG83V2QH LOC105831275 LOC552815
EOG8897FQ LOC105839125 LOC726723
EOG8B8N7V LOC105832335 LOC725987
EOG898XV6 LOC105832331 LOC408504
EOG8W117T LOC105832332 LOC551005
EOG83NB7F LOC105832334 LOC412453
EOG883H04 LOC105832337 LOC726067
EOG8ZCX0M LOC105834257 LOC409185
EOG85HVRZ LOC105834256 LOC411746
EOG84TS32 LOC105838170 LOC411466
EOG8H48Z3 LOC105838172 LOC411463
EOG8936CP LOC105837655 LOC413973
EOG8936CP LOC105838173 LOC413973
EOG8RNF4X LOC105838174 LOC410636
EOG8G4KK7 LOC105833775 LOC724789
EOG86MFDK LOC105828410 LOC550915
EOG8FN7CW LOC105829329 LOC409204
EOG85QM81 LOC105829663 LOC411797
EOG85QM81 LOC105829663 LOC726052
EOG85F0HT LOC105835531 LOC409200
EOG8V9XKW LOC105835533 LOC725889
EOG844PF0 LOC105835532 LOC100577679
EOG8WM7PJ LOC105837163 LOC411827
EOG8NS674 LOC105837165 LOC552553
EOG81RSPX LOC105831803 LOC102654708
EOG8W117K LOC105831802 LOC100578260
EOG8QVG6D LOC105831801 LOC411958
EOG8NZXNX LOC105831590 LOC409573
EOG8HX7VC LOC105831583 LOC100578556
EOG8PG8VK LOC105831585 LOC726792
EOG87WRHV LOC105831586 LOC552750
EOG89S92P LOC105828383 LOC726745
EOG8ZSCXX LOC105828388 LOC100577836
EOG8XH2V7 LOC105828389 LOC552736
EOG83NB7X LOC105828386 LOC552730
EOG8W1188 LOC105828384 LOC409508
EOG8VQDHV LOC105835363 LOC412489
EOG84XNB5 LOC105835362 LOC409485
EOG8GF69B LOC105835373 LOC726631
EOG8QRKZP LOC105835371 LOC412430
EOG8FJC49 LOC105828284 LOC726601
EOG83501H LOC105841132 LOC726566
EOG8WDH72 LOC105841133 LOC726528
EOG8HQHCW LOC105834403 LOC726435
EOG8ZCX00 LOC105836904 LOC551984
EOG8ZCX00 LOC105836904 LOC100577399
EOG8DJNRM LOC105840858 LOC725717
EOG8DJNRM LOC105837414 LOC725717
EOG86DPX5 LOC105830905 LOC413200
EOG8NS66P LOC105830899 LOC409835
EOG8WM7P1 LOC105829433 LOC727223
EOG83XXXT LOC105832357 LOC727228
EOG83NB75 LOC105835286 LOC726887
EOG83NB75 LOC105835286 LOC100577960
EOG8K3PQZ LOC105835284 LOC412203
EOG8MKRB9 LOC105835285 LOC409090
EOG8CVK39 LOC105835287 LOC413557
EOG8GTP7F LOC105834875 LOC552757
EOG8RZ1V4 LOC105840739 LOC724123
EOG81ZJ60 LOC105840737 LOC102654768
EOG8GJ2J5 LOC105840738 LOC410151
EOG8897G9 LOC105834340 Argk
EOG8P8JD8 LOC105834342 LOC724207
EOG8NW2FN LOC105834343 LOC724366
EOG8BGCQC LOC105834346 LOC724249
EOG8ZW86F LOC105835008 LOC551839
EOG873SM3 LOC105835007 LOC414008
EOG88KV61 LOC105832807 LOC411901
EOG837V92 LOC105830523 LOC411902
EOG88GZXM LOC105838389 LOC409918
EOG85MR0R LOC105840224 LOC551958
EOG85MR0R LOC105828716 LOC551958
EOG8KD9G8 LOC105829520 LOC552006
EOG89GPB2 LOC105832637 LOC724647
EOG8NCQ73 LOC105837587 LOC724732
EOG890B58 LOC105835418 LOC410040
EOG8D821X LOC105835413 LOC552158
EOG8D821X LOC105835413 LOC551640
EOG873SKJ LOC105835414 LOC409137
EOG873SKJ LOC105835414 LOC102655345
EOG8STW07 LOC105835416 LOC552795
EOG8STW07 LOC105835416 LOC727465
EOG89W59P LOC105835419 LOC725201
EOG8KM1XH LOC105834312 LOC552784
EOG8FJC4K LOC105834039 LOC727622
EOG841T74 LOC105830878 LOC100577797
EOG8CRPV6 LOC105836610 LOC551413
EOG8NW2DX LOC105836606 LOC411897
EOG80KBTJ LOC105836605 LOC552028
EOG8962N4 LOC105836609 LOC552053
EOG8X0QMP LOC105835491 LOC552082
EOG8X0QMP LOC105838585 LOC552082
EOG89GPBN LOC105838582 LOC411742
EOG85TGHV LOC105837224 LOC552155
EOG82C140 LOC105837226 LOC409447
EOG8HDWPC LOC105837593 LOC551147
EOG84TS3D LOC105837592 LOC551194
EOG8N33HT LOC105837594 LOC551237
EOG8VDST9 LOC105830525 LOC550659
EOG8JT31X LOC105828385 LOC725379
EOG8WQ3Z9 LOC105828387 LOC100577909
EOG815K8Z LOC105840311 LOC100578560
EOG82C14H LOC105835994 LOC413517
EOG8KH5PM LOC105835988 LOC413515
EOG8NW2DJ LOC105834798 LOC725503
EOG8NCQ7C LOC105834799 LOC552258
EOG808R41 LOC105834803 LOC725584
EOG8ZCX12 LOC105836999 LOC725659
EOG8QNQR4 LOC105837000 LOC410635
EOG8X6G4G LOC105831757 LOC552099
EOG8TTKD6 LOC105831760 LOC552072
EOG83R6GP LOC105831758 LOC725786
EOG8GMXR8 LOC105831755 LOC408546
EOG8BVVPK LOC105831756 LOC102653759
EOG85TGGX LOC105830742 LOC551969
EOG8KPX5Q LOC105830734 LOC102653832
EOG8PP1B5 LOC105830741 LOC413755
EOG8XSPJX LOC105835417 LOC551847
EOG80P729 LOC105829534 LOC551825
EOG8MKRB3 LOC105829535 LOC100576213
EOG8MKRB3 LOC105829535 LOC551213
EOG8VDSTQ LOC105829537 LOC409355
EOG8TMTW9 LOC105829673 LOC727591
EOG8DZ4PX LOC105829536 LOC411772
EOG82NMTV LOC105829530 LOC410632
EOG8Q2H96 LOC105829531 LOC408544
EOG844PDX LOC105829529 LOC726228
EOG8T1MGC LOC105829532 LOC726278
EOG89S91N LOC105829527 LOC410630
EOG88GZZQ LOC105829538 LOC726330
EOG8G7FT7 LOC105838232 LOC413795
EOG86Q9P3 LOC105828963 LOC726543
EOG8W9MZM LOC105836958 LOC408543
EOG89PDST LOC105834598 LOC726416
EOG8TB764 LOC105839159 LOC726436
EOG8RFPN3 LOC105836252 LOC411849
EOG8HTCMQ LOC105839157 LOC409440
EOG8WT05G LOC105832661 LOC726494
EOG80KBTX LOC105830789 LOC726509
EOG879J2J LOC105830783 LOC551770
EOG8ZCWZQ LOC105836251 LOC726728
EOG8B8N86 LOC105836257 LOC726718
EOG84XNBJ LOC105837740 LOC726706
EOG8897G2 LOC105834801 LOC551551
EOG80P724 LOC105836069 LOC102653576
EOG8D821C LOC105837212 LOC411720
EOG8HQHD2 LOC105837211 LOC409180
EOG8030MV LOC105835122 LOC102653965
