Gene,SwissProt,UniProt,L2,L3,L4,L5,Head,Gaster,Larval,Overall,Fixed Synonymous,Fixed Non-Synonymous,Polymorphic Synonymous,Polymorphic Non-Synonymous,Number Synonymous,Number Non-Synonymous,BSnIPRE.class,BSnIPRE.est,BSnIPRE.gamma,NI.class,NI.class.BFcorrect,MKtest P-value,"""-LOG(Neutrality Index)""",Raw PS,PS1,PS2
LOC105839928,Probable complex I intermediate-associated protein 30  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839929,Synaptotagmin-14,Synaptotagmin-14,NDE,NDE,Worker,Worker,NDE,NDE,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839930,Probable cardiolipin synthase (CMP-forming),Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839931,Zinc finger protein 595,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839932,Pre-mRNA-splicing factor ISY1 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839934,JNK-interacting protein 1,Uncharacterized protein,NDE,Worker,Worker,Worker,Worker,Worker,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839935,Cytochrome b-c1 complex subunit Rieske  mitochondrial,Cytochrome b-c1 complex subunit Rieske  mitochondrial (Fragment),NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,20,5,5,3,165.6666667,449.3333333,neut,-0.228696683,-0.290655473,neut,neut,0.59516099,-0.875468737,cellular organisms,cellular,cellular
LOC105839936,Aryl hydrocarbon receptor nuclear translocator-like protein 1,Aryl hydrocarbon receptor nuclear translocator-like protein 1,NDE,Worker,NDE,NDE,NDE,NDE,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839937,Tryptophan 5-hydroxylase 1,Tryptophan 5-hydroxylase 1,NDE,NDE,Worker,NDE,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839938,-,-,NDE,NDE,Worker,NDE,NDE,Worker,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839939,Steroid receptor seven-up  isoforms B/C,Svp protein,NDE,Reproductive,Reproductive,Reproductive,Worker,Reproductive,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839940,Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839941,Kynurenine/alpha-aminoadipate aminotransferase  mitochondrial,Kynurenine/alpha-aminoadipate aminotransferase mitochondrial,NDE,NDE,Reproductive,Reproductive,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839942,-,Uncharacterized protein,NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,Reproductive,60,96,4,8,338.6666667,1008.333333,neut,0.349885109,0.498327454,neut,neut,0.964854004,-0.223143551,Metazoa,bilaterian,bilaterian
LOC105839943,Homeobox protein orthopedia,Uncharacterized protein,NDE,NDE,Worker,Worker,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839944,Retinal homeobox protein Rx,Retinal homeobox protein Rx3 (Fragment),NDE,Worker,Worker,Worker,Reproductive,NDE,Worker,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839945,CAS1 domain-containing protein 1,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839946,Mpv17-like protein 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839947,Protein HIRA homolog,HIRA-like protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839948,Ribosomal RNA-processing protein 8,Ribosomal RNA-processing protein 8,NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839949,Profilin,Profilin,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839950,Nucleolar protein 10,Nucleolar protein 10,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839951,-,Uncharacterized protein,NDE,NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839952,DCN1-like protein 4,Defective in cullin neddylation protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839953,Insulin receptor,Receptor protein-tyrosine kinase,NDE,NDE,Worker,Worker,NDE,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839954,ATP-binding cassette sub-family A member 3,ATP-binding cassette sub-family A member 3,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839955,-,Uncharacterized protein,NDE,Reproductive,NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,21,30,3,1,360.6666667,977.3333333,neut,0.960957335,1.702152737,neut,neut,0.42952692,1.455287233,Protostomia,bilaterian,bilaterian
LOC105839956,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839957,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839958,-,Circadian clock-controlled protein,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839959,-,Circadian clock-controlled protein,Reproductive,NDE,Worker,Worker,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839960,Ankyrin repeat domain-containing protein 17,Ankyrin repeat and KH domain-containing protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839961,Magnesium transporter NIPA2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839962,Protein cornichon,Protein cornichon,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839964,NAD-dependent histone deacetylase Sir2,NAD-dependent deacetylase sirtuin-1,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839966,MFS-type transporter SLC18B1,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,Reproductive,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839967,Roquin-1,Roquin,NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839969,-,Protein takeout,NDE,NDE,NDE,Reproductive,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839970,Transcription factor IIIB 90 kDa subunit,Transcription factor IIIB 90 kDa subunit (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839971,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (Fragment),NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839972,-,Kinesin-like protein (Fragment),NDE,NDE,Worker,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839973,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839974,Cytochrome P450 6a2,Probable cytochrome P450 6a20,NDE,NDE,NDE,Worker,NDE,Reproductive,NDE,Reproductive,4,6,4,3,148,494,neut,-0.024979774,-0.034237203,neut,neut,0.838922558,0.693147181,cellular organisms,cellular,cellular
LOC105839975,Pro-resilin,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839976,Activator of 90 kDa heat shock protein ATPase homolog 1,Activator of 90 kDa heat shock protein ATPase-like protein 1,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839978,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839979,Septin-4,Septin-4,NDE,Worker,Worker,Worker,NDE,NDE,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839980,Fructose-1 6-bisphosphatase 1,Fructose-1 6-bisphosphatase,NDE,NDE,Reproductive,Reproductive,Worker,Reproductive,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839981,Cytochrome P450 CYP12A2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Worker,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839982,Inactive rhomboid protein 1,Putative uncharacterized protein (Fragment),NDE,Worker,NDE,NDE,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839983,Neurotrimin,Neurotrimin (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839984,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839985,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839987,Importin-4,Importin-4,NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839988,Forkhead box protein F1-B,Forkhead box protein F1-B,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839989,Centrosomal protein of 290 kDa,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839990,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839992,Mitochondrial amidoxime-reducing component 1,MOSC domain-containing protein 1  mitochondrial,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839993,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,16,24,0,3,100,329,neut,0.264033208,0.36839449,NA,NA,NA,NA,Endopterygota,ant,hymenopteran_ant
LOC105839994,Smoothelin-like protein 2,Smoothelin-like protein 2,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839995,Protein mago nashi homolog 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839996,Dual oxidase maturation factor 1,Putative uncharacterized protein (Fragment),NDE,Worker,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839997,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839998,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105839999,Dual oxidase,Dual oxidase,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840000,MIF4G domain-containing protein A,MIF4G domain-containing protein B,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840001,Ribosomal protein S6 kinase beta-1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840002,Gamma-aminobutyric acid type B receptor subunit 1,Gamma-aminobutyric acid type B receptor subunit 1,NDE,Worker,Worker,Worker,NDE,Worker,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840003,Probable nucleoporin Nup54,Putative nucleoporin Nup54,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840004,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840005,Glycerophosphodiester phosphodiesterase domain-containing protein 1,Glycerophosphodiester phosphodiesterase domain-containing protein 1,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840006,Synergin gamma,AP1 subunit gamma-binding protein 1,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840007,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840008,Transcription elongation factor SPT4,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840009,Facilitated trehalose transporter Tret1,Facilitated trehalose transporter Tret1 (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840010,NADH dehydrogenase  ubiquinone  1 beta subcomplex subunit 5  mitochondrial,NADH dehydrogenase  ubiquinone  1 beta subcomplex subunit 5  mitochondrial,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840011,-,Putative uncharacterized protein (Fragment),NDE,NDE,Worker,Worker,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840012,SEC14 domain and spectrin repeat-containing protein 1,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840013,Titin,SEC14 domain and spectrin repeat-containing protein 1,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840014,Nose resistant to fluoxetine protein 6,Uncharacterized protein,Worker,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,1,6,0,1,144,384,neut,0.165583456,0.230387908,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105840016,Inosine triphosphate pyrophosphatase,Inosine triphosphate pyrophosphatase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840017,DNA primase large subunit,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840018,DNA primase large subunit,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840019,L-threonine 3-dehydrogenase  mitochondrial,Uncharacterized protein,NDE,NDE,Reproductive,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840020,26S proteasome non-ATPase regulatory subunit 7,26S proteasome non-ATPase regulatory subunit,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840021,-,Vitellogenin-6,NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840022,Serine/threonine-protein kinase-transforming protein Rmil,A-Raf proto-oncogene serine/threonine-protein kinase,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,179,152,40,16,784.6666667,2323.333333,pos,0.696051677,1.12470108,pos,neut,0.02279435,0.752785447,cellular organisms,cellular,cellular
LOC105840023,Insulin-like growth factor-binding protein complex acid labile subunit,Insulin-like growth factor-binding protein complex acid labile chain,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840024,-,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840025,SID1 transmembrane family member 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Reproductive,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840026,Ecdysone receptor,Ecdysone receptor A isoform,NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840027,Rho GTPase-activating protein 18,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840028,Immunoglobulin-binding protein 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840029,Heterogeneous nuclear ribonucleoprotein C,Uncharacterized protein,NDE,Worker,NDE,NDE,Worker,Worker,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840031,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Reproductive,NDE,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840032,Suppressor of cytokine signaling 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840033,Dehydrodolichyl diphosphate syntase complex subunit NUS1,Nogo-B receptor,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840034,Protein winged eye,Protein winged eye,NDE,NDE,NDE,NDE,NDE,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840035,Armadillo repeat-containing protein 4,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840036,Receptor expression-enhancing protein 5,Receptor expression-enhancing protein,NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840037,28S ribosomal protein S21  mitochondrial,28S ribosomal protein S21  mitochondrial,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840038,-,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840040,Neurotactin,Neurotactin,NDE,Worker,Worker,NDE,Reproductive,NDE,Worker,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840041,Microphthalmia-associated transcription factor,Microphthalmia-associated transcription factor,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840042,Hexamerin,Hexamerin,NDE,NDE,Reproductive,NDE,Worker,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840043,Ester hydrolase C11orf54 homolog,Ester hydrolase C11orf54-like protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840044,Protein piccolo (Fragment),Uncharacterized protein,NDE,NDE,Worker,Worker,Worker,Worker,Worker,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840045,Myotubularin-related protein 2,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,89,2,3,3,599.6666667,1521.333333,neut,-0.801815743,-0.894289237,neg,neut,2.97E-05,-3.795489189,Eukaryota,eukaryote,eukaryote
LOC105840046,CLK4-associating serine/arginine rich protein,Gephyrin,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840047,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840048,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,31,27,2,6,386.3333333,903.6666667,neut,-0.194797764,-0.244528999,neut,neut,0.25786698,-1.236762627,Aculeata,ant,hymenopteran_ant
LOC105840049,Pro-resilin,Uncharacterized protein,NDE,Worker,NDE,NDE,Worker,NDE,NDE,Worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840050,Pro-resilin,Pro-resilin,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840053,Molybdenum cofactor synthesis protein cinnamon,Gephyrin,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105840054,Protein maelstrom 2,Putative uncharacterized protein (Fragment),NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
